"","rowname","phi1","phi2","ve","sigma2","rho","phi3","phi4","phi5","model","tslength","approach","maxE","iter"
"54","10yrs10ages",0.151245648806526,7.36511188653756e-25,NA,NA,NA,0.167873231694378,NA,NA,"prey1010",10,"TAindex",3,7
"55","20yrs5ages",0.486223017336756,0.0843053587539834,NA,NA,NA,0.00910835160930509,0,NA,"prey520",20,"TAindex",4,7
"56","25yrs4ages",0.705518970742658,0.0349648824461406,NA,NA,NA,0.0501304180171944,0.00391385880417367,0,"prey425",25,"TAindex",5,7
"57","5yrs20ages",0.94154782952,0.327271369144235,0.014385267530251,1.19960545531914,0.981804538887145,NA,NA,NA,"prey205",5,"hier",2,8
"58","10yrs10ages",0.348566393619502,0.0424887295274989,0.01,2.88922904396682,0.996086453741742,0.0411755096174876,NA,NA,"prey1010",10,"hier",3,8
"59","20yrs5ages",0.0441288995140049,0.0200428273764023,0.01,2.54227748678271,0.997305380483419,1.72734147532588e-303,0.25488423144162,NA,"prey520",20,"hier",4,8
"60","25yrs4ages",0.0556850936341238,0.0143862611506678,0.01,1.76059000762884,0.991865545022989,0.0206088827547197,1.73958985858633e-151,0.164489275960149,"prey425",25,"hier",5,8
"61","5yrs20ages",2.0676772287843e-85,8.65430249550295e-16,NA,NA,NA,NA,NA,NA,"prey205",5,"TAindex",2,8
"62","10yrs10ages",0.133448443306125,3.60697029761852e-55,NA,NA,NA,0.141582465410712,NA,NA,"prey1010",10,"TAindex",3,8
"63","20yrs5ages",0.218014316243898,0.0685618019991711,NA,NA,NA,0.00483569709202005,1.72734147532588e-303,NA,"prey520",20,"TAindex",4,8
"64","25yrs4ages",0.268019031335785,0.0703248927147623,NA,NA,NA,0.00345980460562569,0,0,"prey425",25,"TAindex",5,8
"65","5yrs20ages",1.00532914828741,0.214656851434412,0.0243186545805237,1.26791496874453,0.983935880393923,NA,NA,NA,"prey205",5,"hier",2,9
"66","10yrs10ages",0.192978655208347,0.0980641226568263,0.01,1.75156182712707,0.993560388033766,0.0946463415835621,NA,NA,"prey1010",10,"hier",3,9
"67","20yrs5ages",0.0466109024971933,0.0651363690193873,0.01,3.81655429180776,0.998741075131653,0.0942125748641221,4.45378979844243e-23,NA,"prey520",20,"hier",4,9
"68","25yrs4ages",0.0997366118819963,0.173152226274786,0.01,3.56675160845485,0.999643207335158,6.9037278838128e-33,0.0172022768708892,0,"prey425",25,"hier",5,9
"69","5yrs20ages",6.73615961573267e-16,0.199255975720487,NA,NA,NA,NA,NA,NA,"prey205",5,"TAindex",2,9
"70","10yrs10ages",0.0739542187757655,2.90986756077664e-147,NA,NA,NA,0.117724456414622,NA,NA,"prey1010",10,"TAindex",3,9
"71","20yrs5ages",0.0708312734212356,0.0161356804216287,NA,NA,NA,0.119585191567697,0,NA,"prey520",20,"TAindex",4,9
"72","25yrs4ages",0.067945200975135,3.16118376311444e-251,NA,NA,NA,0.127200289816634,0,0,"prey425",25,"TAindex",5,9
"73","5yrs20ages",0.327568185842378,0.57411436186881,0.0361479587451411,1.96159170580826,0.982590458561661,NA,NA,NA,"prey205",5,"hier",2,10
"74","10yrs10ages",0.223905241571907,0.0774211717787733,0.01,2.81176859006693,0.994632909557621,0.0300196990681878,NA,NA,"prey1010",10,"hier",3,10
"75","20yrs5ages",0.422203922392774,0.0469079098807055,0.01,2.8027982128505,0.999553011385573,7.87823268901358e-192,0.0382865739118381,NA,"prey520",20,"hier",4,10
"76","25yrs4ages",0.097737613237956,0.0111931667823051,0.01,1.49513558693304,0.998260363653015,0.0238426298253676,2.84341656826045e-105,0.377312957559202,"prey425",25,"hier",5,10
"77","5yrs20ages",2.54328666954969e-09,1.31554069836161e-05,NA,NA,NA,NA,NA,NA,"prey205",5,"TAindex",2,10
"78","10yrs10ages",0.0448793959170797,4.64329622959346e-260,NA,NA,NA,4.64329622959346e-260,NA,NA,"prey1010",10,"TAindex",3,10
"79","20yrs5ages",0.840214048217951,0.0148756368431757,NA,NA,NA,0.0620441899769888,0.0042895306058915,NA,"prey520",20,"TAindex",4,10
"80","25yrs4ages",0.421858097482426,0.00943311346019776,NA,NA,NA,0.0981382934703035,0,0,"prey425",25,"TAindex",5,10
"81","5yrs20ages",1.12414639554826,0.358704150476336,0.0606004415946309,1.48543375230702,0.979034565590971,NA,NA,NA,"prey205",5,"hier",2,11
"82","10yrs10ages",0.407387254026368,0.073407795585124,0.0149334178111058,3.08352840245985,0.992064375733306,0.0478677631234299,NA,NA,"prey1010",10,"hier",3,11
"83","20yrs5ages",0.331125540098042,0.037570009136142,0.01,2.1903501201007,0.999452844655717,8.95575689687982e-282,0.243065500281552,NA,"prey520",20,"hier",4,11
"84","25yrs4ages",0.115340114592359,0.128527390819829,0.01,2.04292797320279,0.999549660550157,9.38168328872263e-312,7.52185547931873e-106,0.56416878554847,"prey425",25,"hier",5,11
"85","5yrs20ages",0.157181838617593,6.43767200631023e-98,NA,NA,NA,NA,NA,NA,"prey205",5,"TAindex",2,11
"86","10yrs10ages",0.10068129678038,1.19450564503837e-40,NA,NA,NA,6.47140644105648e-195,NA,NA,"prey1010",10,"TAindex",3,11
"87","20yrs5ages",1.64452746672238,0.0274776991913411,NA,NA,NA,0.0976136104793826,5.37592974462743e-208,NA,"prey520",20,"TAindex",4,11
"88","25yrs4ages",1.33406842718899,0,NA,NA,NA,0.183763158521809,0,0.00249703571160709,"prey425",25,"TAindex",5,11
"89","5yrs20ages",1.05491051360456,0.303356720642933,0.0214232294935795,1.22901653695029,0.976246977078267,NA,NA,NA,"prey205",5,"hier",2,12
"90","10yrs10ages",0.0866422464950219,0.0811203106112765,0.01,2.50264358658867,0.992307087809018,0.215068949555664,NA,NA,"prey1010",10,"hier",3,12
"91","20yrs5ages",0.112453144841172,0.220626234878166,0.01,3.25651906281089,0.999001265760224,1.4422629301571e-12,0.0447632502436582,NA,"prey520",20,"hier",4,12
"92","25yrs4ages",0.141593866719383,0.286317964190516,0.01,2.93977201442436,0.999389603233268,0,0.0795580904001099,6.04974001108517e-126,"prey425",25,"hier",5,12
"93","5yrs20ages",0.0767176720535908,2.93583150223317e-26,NA,NA,NA,NA,NA,NA,"prey205",5,"TAindex",2,12
"94","10yrs10ages",0.0940980577086294,6.32693421567838e-50,NA,NA,NA,0.125342324512614,NA,NA,"prey1010",10,"TAindex",3,12
"95","20yrs5ages",0.138348451518001,0.180738077476762,NA,NA,NA,0.0129134375010224,0,NA,"prey520",20,"TAindex",4,12
"96","25yrs4ages",0.144869491366922,0.742228956396018,NA,NA,NA,2.71136061109941e-273,1.34269179711389e-34,0,"prey425",25,"TAindex",5,12
"97","5yrs20ages",0.810699224401733,0.33064086784625,0.022737873372386,1.29596738081757,0.982224444095954,NA,NA,NA,"prey205",5,"hier",2,13
"98","10yrs10ages",0.173815285780997,0.123897031353637,0.01,2.40456411151129,0.996441810438438,0.0664458061737737,NA,NA,"prey1010",10,"hier",3,13
"99","20yrs5ages",0.0486881669259429,0.0909887803370705,0.01,2.16121178668849,0.998918853270281,1.25979680706037e-99,0.130540018642861,NA,"prey520",20,"hier",4,13
"100","25yrs4ages",0.0603365555687292,0.0303862947153729,0.01,1.40272300454749,0.997379548771062,0.027237236804138,1.72734147532588e-303,0.116284887592776,"prey425",25,"hier",5,13
"101","5yrs20ages",0.134368246828902,1.67195818561958e-138,NA,NA,NA,NA,NA,NA,"prey205",5,"TAindex",2,13
"102","10yrs10ages",0.123673282084652,6.07904364737014e-156,NA,NA,NA,0.139693193920768,NA,NA,"prey1010",10,"TAindex",3,13
"103","20yrs5ages",0.219067739866721,0.0656186839695958,NA,NA,NA,0.00619578128876229,0,NA,"prey520",20,"TAindex",4,13
"104","25yrs4ages",0.320655192221105,0.0828258751539895,NA,NA,NA,1.21104032008823e-06,0,0,"prey425",25,"TAindex",5,13
"105","5yrs20ages",0.971003100258986,0.285323107193594,0.0647031026638517,1.46483616512092,0.979147781232725,NA,NA,NA,"prey205",5,"hier",2,14
"106","10yrs10ages",0.608719113160703,0.409611490173307,0.01,1.95718513805099,0.996460554189544,0,NA,NA,"prey1010",10,"hier",3,14
"107","20yrs5ages",1.03762520659716,0.349982358296573,0.01,2.8221879803,0.999649223355172,7.09951166960502e-227,0,NA,"prey520",20,"hier",4,14
"108","25yrs4ages",0.791991420969767,0.332118423576052,0.01,3.12430751183054,0.996094509064179,0,0,0,"prey425",25,"hier",5,14
"109","5yrs20ages",0.0619355640337762,0.0619355640337762,NA,NA,NA,NA,NA,NA,"prey205",5,"TAindex",2,14
"110","10yrs10ages",0,0.144137305888959,NA,NA,NA,0.549532746862517,NA,NA,"prey1010",10,"TAindex",3,14
"111","20yrs5ages",0.62959968167975,0.270434622742033,NA,NA,NA,2.06087864163748e-242,0,NA,"prey520",20,"TAindex",4,14
"112","25yrs4ages",0.801423304622586,0.338730172357469,NA,NA,NA,0,0,0,"prey425",25,"TAindex",5,14
"113","5yrs20ages",0.956785618078701,0.40897629073508,0.032590080098103,1.01737285444528,0.980790917167697,NA,NA,NA,"prey205",5,"hier",2,15
"114","10yrs10ages",0.11169369335021,0.000294459659147905,0.0101714202819583,3.31110918821555,0.994845622138617,0.0706736502275646,NA,NA,"prey1010",10,"hier",3,15
"115","20yrs5ages",0.0426334311062111,0.0485010742592955,0.01,2.40797606584222,0.99897499451449,0.000722338437455505,0.185794732133137,NA,"prey520",20,"hier",4,15
"116","25yrs4ages",0.0420551270987285,0.0655217311352166,0.01,1.91021069435131,0.99946806245108,0.0043095719003552,4.31214701966773e-27,0.103124238112794,"prey425",25,"hier",5,15
"117","5yrs20ages",0.216693161870942,3.26614807081862e-09,NA,NA,NA,NA,NA,NA,"prey205",5,"TAindex",2,15
"118","10yrs10ages",0.0992082106793379,0.0611552257359265,NA,NA,NA,0.145806615241345,NA,NA,"prey1010",10,"TAindex",3,15
"119","20yrs5ages",0.218850047799629,0.060636477699298,NA,NA,NA,0.00338680220969,0,NA,"prey520",20,"TAindex",4,15
"120","25yrs4ages",0.372731541077535,0.0542358254093622,NA,NA,NA,0.019348548051356,0,0,"prey425",25,"TAindex",5,15
"121","5yrs20ages",0.85236543953512,0.327491462681692,0.018200656649552,1.34520775995009,0.985498636904954,NA,NA,NA,"prey205",5,"hier",2,16
"122","10yrs10ages",0.303264160873528,0.105446183424792,0.01,2.98258235346378,0.996311905726471,0.00464308944541195,NA,NA,"prey1010",10,"hier",3,16
"123","20yrs5ages",0.158667752458883,0.036326779723817,0.01,2.13520899508708,0.997367681532946,1.72734147532588e-303,0.0672471192575084,NA,"prey520",20,"hier",4,16
"124","25yrs4ages",0.0814453314958156,0.0283223642703549,0.01,1.70528251498914,0.997478447333681,0.0167957909081619,4.59775138097311e-249,0.127976465579696,"prey425",25,"hier",5,16
"125","5yrs20ages",0.146246717040001,1.14621262555769e-30,NA,NA,NA,NA,NA,NA,"prey205",5,"TAindex",2,16
"126","10yrs10ages",0.131989727438756,3.51314033684045e-169,NA,NA,NA,0.114560633713466,NA,NA,"prey1010",10,"TAindex",3,16
"127","20yrs5ages",0.271788071549812,0.0735303549569912,NA,NA,NA,0.00400293217557132,0,NA,"prey520",20,"TAindex",4,16
"128","25yrs4ages",0.299968350100134,0.0636072335989035,NA,NA,NA,0.00928357192026066,0.000347080376062663,2.20184699725837e-270,"prey425",25,"TAindex",5,16
"129","5yrs20ages",1.08575770367624,0.198698386117181,0.0266199833367777,1.65274408522472,0.986833612625683,NA,NA,NA,"prey205",5,"hier",2,17
"130","10yrs10ages",0.603623795992538,0.0840753963462746,0.01,2.05742706446305,0.996327451519796,0.0895511313759629,NA,NA,"prey1010",10,"hier",3,17
"131","20yrs5ages",0.191839524739463,0.0416601376707899,0.01,1.20542792729413,0.999114582090966,0,0.328462201475856,NA,"prey520",20,"hier",4,17
"132","25yrs4ages",0.0670450160961885,0.131156588451533,0.01,1.87731974087368,0.999629198395551,0,0,0.20943942005638,"prey425",25,"hier",5,17
"133","5yrs20ages",2.53756373882487e-264,3.07452984153951e-13,NA,NA,NA,NA,NA,NA,"prey205",5,"TAindex",2,17
"134","10yrs10ages",0.195980998012665,5.48939667553773e-57,NA,NA,NA,0.159271549900668,NA,NA,"prey1010",10,"TAindex",3,17
"135","20yrs5ages",0.563622815718554,0.0626465882726374,NA,NA,NA,0.0195743905282493,0,NA,"prey520",20,"TAindex",4,17
"136","25yrs4ages",0.584418158479034,0.0517020577757732,NA,NA,NA,0.0255769698706947,0.00511935317251898,0,"prey425",25,"TAindex",5,17
"137","5yrs20ages",0.908426478912398,0.237756886235928,0.088295046639636,1.18848997203229,0.988654475068149,NA,NA,NA,"prey205",5,"hier",2,18
"138","10yrs10ages",0.277638996174112,0.00612746054691091,0.01,1.43015558236302,0.972170463138825,0.396658608333338,NA,NA,"prey1010",10,"hier",3,18
"139","20yrs5ages",0.122265301740402,0.245882782039657,0.0354051938402749,2.94102981280902,0.997450447507738,0,0.0204470497891775,NA,"prey520",20,"hier",4,18
"140","25yrs4ages",0.407563324019995,0.500838091870108,0.01,3.27726325820939,0.999823913964991,0.0104110620495015,1.07730383389147e-208,0.000600835679834405,"prey425",25,"hier",5,18
"141","5yrs20ages",3.2912588075546e-10,0.225882758647681,NA,NA,NA,NA,NA,NA,"prey205",5,"TAindex",2,18
"142","10yrs10ages",0.0485065547681321,3.35523367526795e-173,NA,NA,NA,0.0913746912546465,NA,NA,"prey1010",10,"TAindex",3,18
"143","20yrs5ages",0.232271540864511,0.306304648476605,NA,NA,NA,0,0,NA,"prey520",20,"TAindex",4,18
"144","25yrs4ages",0.943304743597943,0.316646577862738,NA,NA,NA,1.47870020427936e-307,0,1.47870020427936e-307,"prey425",25,"TAindex",5,18
"145","5yrs20ages",0.854820432620162,0.295714104287952,0.0175276289796066,1.47658167835692,0.979300683235411,NA,NA,NA,"prey205",5,"hier",2,19
"146","10yrs10ages",1.10934753062638,0.479259265719351,0.01,1.75254445412755,0.997358768169111,1.57173295840777e-303,NA,NA,"prey1010",10,"hier",3,19
"147","20yrs5ages",0.263067467738297,0.0838870296206103,0.01,1.06809460292612,0.998890503503246,1.40140381273698e-56,0.469767470188042,NA,"prey520",20,"hier",4,19
"148","25yrs4ages",0.125389816416803,0.0115792964440983,0.01,1.34829166443133,0.996270355271732,0.028199972696144,0,0.288638221746612,"prey425",25,"hier",5,19
"149","5yrs20ages",7.96413672981252e-308,0.194824784099051,NA,NA,NA,NA,NA,NA,"prey205",5,"TAindex",2,19
"150","10yrs10ages",0.183601735976758,0.182683837500371,NA,NA,NA,0,NA,NA,"prey1010",10,"TAindex",3,19
"151","20yrs5ages",0.697260104134373,0.0501090248308521,NA,NA,NA,0.0643631532062428,6.40793014918467e-184,NA,"prey520",20,"TAindex",4,19
"152","25yrs4ages",0.486939628321566,0.00687334424572656,NA,NA,NA,0.0364541274335007,0.0207259818234403,0.00114430394440432,"prey425",25,"TAindex",5,19
"153","5yrs20ages",0.938139492975115,0.279874678862714,0.0339267727843412,1.25195670396439,0.982249417692812,NA,NA,NA,"prey205",5,"hier",2,20
"154","10yrs10ages",0.0963625377377545,5.15650393996242e-45,0.0105044595278824,3.25631312738147,0.994179481595553,0.082673998746173,NA,NA,"prey1010",10,"hier",3,20
"155","20yrs5ages",0.0701944955214219,0.0233204643580586,0.01,2.07703200052039,0.998344134048411,7.54024762803241e-16,0.161453210836516,NA,"prey520",20,"hier",4,20
"156","25yrs4ages",0.040072198647869,0.084921223562444,0.01,2.20875149890849,0.99921085154604,0.000826318794787321,3.29893074207135e-314,0.12441649218215,"prey425",25,"hier",5,20
"157","5yrs20ages",0.121820991141229,3.35523367526795e-173,NA,NA,NA,NA,NA,NA,"prey205",5,"TAindex",2,20
"158","10yrs10ages",0.10094070009242,4.55206880935368e-212,NA,NA,NA,0.269445974746745,NA,NA,"prey1010",10,"TAindex",3,20
"159","20yrs5ages",0.260947805188442,0.0616857277767794,NA,NA,NA,0.00410414434510985,0,NA,"prey520",20,"TAindex",4,20
"160","25yrs4ages",0.473182165873817,0.0640399168701118,NA,NA,NA,0.0127922064417705,0,0,"prey425",25,"TAindex",5,20
"161","5yrs20ages",0.285965533245571,0.279772304087917,0.0518162538730483,1.75463542254215,0.963268100868784,NA,NA,NA,"prey205",5,"hier",2,21
"162","10yrs10ages",0.662952990878803,0.411585021735613,0.01,2.05438740565053,0.993602289840357,2.01020605546665e-251,NA,NA,"prey1010",10,"hier",3,21
"163","20yrs5ages",0.935386182679073,0.244832434373072,0.01,2.56425161300452,0.999762954642476,0,6.5554151120588e-278,NA,"prey520",20,"hier",4,21
"164","25yrs4ages",0.706082256953349,0.293235236092746,0.01,3.50093292716759,0.999770446647505,3.40316023148791e-203,0,0,"prey425",25,"hier",5,21
"165","5yrs20ages",0.0732977043123738,0.0661133386450097,NA,NA,NA,NA,NA,NA,"prey205",5,"TAindex",2,21
"166","10yrs10ages",0.12258446975432,0.451308000166665,NA,NA,NA,0.188942849616879,NA,NA,"prey1010",10,"TAindex",3,21
"167","20yrs5ages",0.617604362440001,0.135181393079122,NA,NA,NA,1.72252668775837e-140,0.0127878434084549,NA,"prey520",20,"TAindex",4,21
"168","25yrs4ages",0.581130369015545,0.215875779023532,NA,NA,NA,1.72734147532588e-303,1.25979680706037e-99,1.72734147532588e-303,"prey425",25,"TAindex",5,21
"169","5yrs20ages",1.03847562783361,0.311690814215156,0.045726798565907,1.39298080109097,0.979506661364881,NA,NA,NA,"prey205",5,"hier",2,22
"170","10yrs10ages",0.496485074782556,0.106446517412368,0.01,3.50154278257661,0.99664300465179,5.43163085865394e-234,NA,NA,"prey1010",10,"hier",3,22
"171","20yrs5ages",0.0694474976027111,0.0259493184871535,0.01,2.17032999405154,0.997181634783332,0,0.262374308810421,NA,"prey520",20,"hier",4,22
"172","25yrs4ages",0.0593292003600371,0.0159527372446568,0.01,1.26843346464168,0.997333139464245,0.0261263862135244,0,0.248852256203577,"prey425",25,"hier",5,22
"173","5yrs20ages",7.83419497276862e-48,4.23322314567226e-10,NA,NA,NA,NA,NA,NA,"prey205",5,"TAindex",2,22
"174","10yrs10ages",0.152732154541615,0.160127621193274,NA,NA,NA,0.0121768394758856,NA,NA,"prey1010",10,"TAindex",3,22
"175","20yrs5ages",0.323445888635863,0.0981494708300092,NA,NA,NA,2.27166477890432e-70,4.64329622959346e-260,NA,"prey520",20,"TAindex",4,22
"176","25yrs4ages",0.591485392043011,0.0703638612340572,NA,NA,NA,0.0223203317083703,0,0,"prey425",25,"TAindex",5,22
"177","5yrs20ages",0.966349372119646,0.251206287702139,0.0311912249870085,1.43199524840651,0.978454464117193,NA,NA,NA,"prey205",5,"hier",2,23
"178","10yrs10ages",0.615443903695953,0.404038584669842,0.01,1.96672950765845,0.997727349270263,2.89226358976482e-203,NA,NA,"prey1010",10,"hier",3,23
"179","20yrs5ages",0.283663768137444,0.022990843376509,0.01,1.7540125121138,0.998746114584523,0.0144620792981563,0.111200658296972,NA,"prey520",20,"hier",4,23
"180","25yrs4ages",0.0892139223385428,0.0186657554705496,0.01,1.55556244350581,0.997628296855046,0.0251644256445683,0,0.372574697772527,"prey425",25,"hier",5,23
"181","5yrs20ages",2.55813980721721e-48,0.24925740206664,NA,NA,NA,NA,NA,NA,"prey205",5,"TAindex",2,23
"182","10yrs10ages",0.146778661597781,2.04594070146104e-199,NA,NA,NA,0.0886878404921062,NA,NA,"prey1010",10,"TAindex",3,23
"183","20yrs5ages",0.327827033496613,0.0680394646429333,NA,NA,NA,0.0106497585616255,0,NA,"prey520",20,"TAindex",4,23
"184","25yrs4ages",0.530963760576057,0.0156882915007653,NA,NA,NA,0.0440972085234062,0.00578756032047578,0,"prey425",25,"TAindex",5,23
