"","rowname","phi1","phi2","ve","sigma2","rho","phi3","phi4","phi5","tslength","approach","maxE","iter"
"182","10yrs10ages",0.106472088818029,0.0934798696747395,0.01,3.42021484711683,0.992285820594487,4.90229150274245e-24,NA,NA,10,"hier",3,46
"183","20yrs5ages",0.139056486935861,0.112518758994093,0.01,1.0264019421911,0.998904554946895,0.0618065462942208,0.310634998069928,NA,20,"hier",4,46
"184","25yrs4ages",0.0999260497669192,0.0142674817558671,0.01,2.92285927019565,0.999631193591411,0.0107442740663756,1.8048740345142e-14,0.0288482270927857,25,"hier",5,46
"185","5yrs20ages",1.12433626026195,2.03549872854964,0.01,1.55138573851485,0.991540772158407,NA,NA,NA,5,"hier",2,47
"186","10yrs10ages",0.0992865248739375,0.097115431453246,0.01,3.34318706093669,0.9892163595736,2.20144403348688e-64,NA,NA,10,"hier",3,47
"187","20yrs5ages",0.0711853214254564,7.15112798021457e-24,0.01,1.94176828461381,0.999518663876439,0.0645859499439678,0.737476437608437,NA,20,"hier",4,47
"188","25yrs4ages",0.0934856845104255,0.0105775888182706,0.01,2.97302671320242,0.999630015632778,0.0158885534155968,2.73223988514892e-08,0.0223587266131431,25,"hier",5,47
"189","5yrs20ages",0.125803654595922,0.2261139563779,0.01,1.95122438970821,0.926932888686304,NA,NA,NA,5,"hier",2,48
"190","10yrs10ages",0.121020461047449,0.0916328443534606,0.01,3.45833347778419,0.993746028056342,1.92129704603443e-234,NA,NA,10,"hier",3,48
"191","20yrs5ages",0.198811592439832,0.126324017538932,0.01,1.0457702729633,0.998904114011255,0.0471415072281278,0.192262472446752,NA,20,"hier",4,48
"192","25yrs4ages",0.117198721062954,0.0198980208006465,0.01,2.84003752344704,0.999657013677657,0.0075759199947306,2.14331475772012e-37,0.0286397268125129,25,"hier",5,48
"193","5yrs20ages",0.11543646626799,0.310034875459946,0.01,2.15403178571484,0.941644664910808,NA,NA,NA,5,"hier",2,49
"194","10yrs10ages",0.111740910410258,0.090954680613637,0.01,3.47842982084315,0.993135715573971,2.52164048097101e-20,NA,NA,10,"hier",3,49
"195","20yrs5ages",0.177907988678147,0.121946061771748,0.01,1.01537004143938,0.998909691045003,0.054433680689248,0.247069368343057,NA,20,"hier",4,49
"196","25yrs4ages",0.116559074263247,0.018793327755678,0.01,2.84820613022226,0.999645878337872,0.00890995804512353,1.71040401923489e-08,0.0282463143765616,25,"hier",5,49
"197","5yrs20ages",0.152705238748816,0.426665996298036,0.0100000027310816,2.42679628835807,0.967875960354906,NA,NA,NA,5,"hier",2,50
"198","10yrs10ages",0.130189503243573,0.0844309581326349,0.01,3.24660744356609,0.992187532385122,1.70915006929327e-26,NA,NA,10,"hier",3,50
"199","20yrs5ages",0.144469723410659,0.106854975464381,0.01,1.09898065455379,0.999042489726415,0.0664168140709861,0.284698278989679,NA,20,"hier",4,50
"200","25yrs4ages",0.0974843414617666,0.0148795189649245,0.01,2.91384761209346,0.999608651663719,0.0097909815483249,8.94969838872973e-13,0.0288537892845695,25,"hier",5,50
"201","5yrs20ages",0.151739044425651,0.426672693154478,0.010000000000001,2.43484486539286,0.96790183414183,NA,NA,NA,5,"hier",2,51
"202","10yrs10ages",0.129513622619625,0.0847251272232484,0.01,3.24688778580546,0.992179452604217,4.0477809110072e-62,NA,NA,10,"hier",3,51
"203","20yrs5ages",0.14504004309672,0.107806487667659,0.01,1.09204951127638,0.999035725063171,0.0670357732661536,0.284079410254062,NA,20,"hier",4,51
"204","25yrs4ages",0.0972222383191209,0.0148723929610005,0.01,2.91464322679669,0.999610497993626,0.00989262937362759,8.94969838872973e-13,0.0288950725779491,25,"hier",5,51
"205","5yrs20ages",1.1188232991714,0.28418981434574,0.0198373737012252,1.27362484074789,0.984720613390636,NA,NA,NA,5,"hier",2,52
"206","10yrs10ages",0.283196424901387,0.12307429531934,0.01,2.93903307045672,0.997718205539575,0.00439562380217894,NA,NA,10,"hier",3,52
"207","20yrs5ages",0.153125216445235,0.137040762364667,0.01,1.10403022705065,0.998597887999364,0.0170161702712523,0.208134156965056,NA,20,"hier",4,52
"208","25yrs4ages",0.103181347620356,0.0181955083670959,0.01,2.91961400569779,0.999700628367484,0.0060491606540474,4.31214701966773e-27,0.0290479425963764,25,"hier",5,52
"209","5yrs20ages",1.80655229951143,0.203730921096955,0.0418669265230541,1.37088454335727,0.990525202157911,NA,NA,NA,5,"hier",2,53
"210","10yrs10ages",0.0994000521246445,0.0781198958266459,0.01,3.48648569521814,0.990743505777294,4.84555423724711e-09,NA,NA,10,"hier",3,53
"211","20yrs5ages",0.0678908325295205,1.8962239487387e-320,0.01,1.9039453654249,0.999487940983309,0.0629920815099693,0.785914906204063,NA,20,"hier",4,53
"212","25yrs4ages",0.158948768664317,0.00355156259226735,0.01,2.91621137802133,0.999712217431894,0.0523958467803953,2.20846682774123e-11,1.44934328255607e-221,25,"hier",5,53
"213","5yrs20ages",0.211655400088318,0.319967931018708,0.01,1.77900580671703,0.943941880973909,NA,NA,NA,5,"hier",2,54
"214","10yrs10ages",0.157038778175817,0.0747924693412461,0.01,3.27959286833009,0.993025053335723,2.78886559577074e-31,NA,NA,10,"hier",3,54
"215","20yrs5ages",0.15765020918062,0.096130261599551,0.01,1.17504241909934,0.999116889676025,0.0660003072125691,0.287682146857683,NA,20,"hier",4,54
"216","25yrs4ages",0.108783993123161,0.017922544444462,0.01,2.89082122411418,0.999602698932099,0.00843462160595818,3.58990621556741e-11,0.0278091328071481,25,"hier",5,54
"217","5yrs20ages",1.1281297785062,0.266057977732561,0.0204466726433524,1.29028550004359,0.984971427241088,NA,NA,NA,5,"hier",2,55
"218","10yrs10ages",0.311945433998243,0.132343897757278,0.01,2.75039345255089,0.997724127375125,0.00510539328260163,NA,NA,10,"hier",3,55
"219","20yrs5ages",0.158162006157165,0.137134578610319,0.01,1.09008076161709,0.998632193513638,0.0191770922771374,0.204333684814763,NA,20,"hier",4,55
"220","25yrs4ages",0.104157782992448,0.0187576445079888,0.01,2.91360368123708,0.999698923147167,0.00581456577378386,7.03624490506524e-32,0.0292137628566051,25,"hier",5,55
"221","5yrs20ages",1.06885232508464,0.37568057706633,0.0177238094779242,1.24389084560509,0.982863319470358,NA,NA,NA,5,"hier",2,56
"222","10yrs10ages",0.197291630406356,0.0934923024034882,0.01,3.293496395785,0.99713371156201,0.00269602082618095,NA,NA,10,"hier",3,56
"223","20yrs5ages",0.130451120688835,0.132244951802454,0.01,1.21739883135394,0.998443092153854,0.007676549439223,0.223136606073273,NA,20,"hier",4,56
"224","25yrs4ages",0.0987680323993996,0.0160069650976162,0.01,2.94803135153813,0.999706961126446,0.00733685804165591,1.01048661844173e-08,0.0280654033570666,25,"hier",5,56
"225","5yrs20ages",1.14113336001087,0.223347657296675,0.0228977568857555,1.35076326588782,0.986030259856387,NA,NA,NA,5,"hier",2,57
"226","10yrs10ages",0.365605100486532,0.143312648353664,0.01,2.57947467186939,0.997858280261057,0.00679782080081799,NA,NA,10,"hier",3,57
"227","20yrs5ages",0.171207991592482,0.13563921857149,0.01,1.07183383157439,0.998697064394114,0.0247588238207583,0.194736786932187,NA,20,"hier",4,57
"228","25yrs4ages",0.107250333496129,0.0198531459524921,0.01,2.89602259521913,0.999693018899814,0.0052058505491535,1.31738737659936e-09,0.0297264542424027,25,"hier",5,57
"229","5yrs20ages",0.115850741579064,0.409583727219517,0.0100000174119587,2.37470453252766,0.956036674178856,NA,NA,NA,5,"hier",2,58
"230","10yrs10ages",0.106284017179131,0.0932421860472979,0.01,3.42704852612639,0.992314997223617,4.90229150274245e-24,NA,NA,10,"hier",3,58
"231","20yrs5ages",0.140121487382613,0.112772391946864,0.01,1.0255270286693,0.998903508448587,0.0614706778840994,0.309455398393515,NA,20,"hier",4,58
"232","25yrs4ages",0.101785959974868,0.0144635594945044,0.01,2.91126159226285,0.999632095204856,0.0107183609869595,1.50408588771872e-19,0.0287528688972748,25,"hier",5,58
"233","5yrs20ages",0.149658655163075,0.42639937652492,0.01,2.43279909065623,0.967600107222171,NA,NA,NA,5,"hier",2,59
"234","10yrs10ages",0.127800829379757,0.0857756525324,0.01,3.24315096677116,0.992128220185826,3.52201444045462e-19,NA,NA,10,"hier",3,59
"235","20yrs5ages",0.143711638807163,0.108287977615611,0.01,1.08977572531001,0.999036737696298,0.0662966869492712,0.285377914794901,NA,20,"hier",4,59
"236","25yrs4ages",0.0968457998442166,0.0146027691885145,0.01,2.91779714251312,0.999609958940594,0.0100058536980248,3.58990621556741e-11,0.0288674193196904,25,"hier",5,59
"237","5yrs20ages",0.128232078574931,0.218919657684772,0.01,1.92525997265514,0.925779281952801,NA,NA,NA,5,"hier",2,60
"238","10yrs10ages",0.124320293753757,0.0926424777490799,0.01,3.44203190439954,0.99393380894219,2.91487867709143e-234,NA,NA,10,"hier",3,60
"239","20yrs5ages",0.198638837541426,0.127072156335738,0.01,1.04928767895828,0.99889585581276,0.0453181344643961,0.188426154574018,NA,20,"hier",4,60
"240","25yrs4ages",0.116512111198798,0.0200340948782479,0.01,2.85214658719336,0.999660301108609,0.00721310453583156,1.19099267088797e-31,0.0288220590313592,25,"hier",5,60
"241","5yrs20ages",1.36082465854117,1.67607535325853,0.01,1.24419803882311,0.990755180519789,NA,NA,NA,5,"hier",2,61
"242","10yrs10ages",0.15189014464759,0.0670398891494435,0.01,3.59688140203903,0.997009302983784,0.00363659600315306,NA,NA,10,"hier",3,61
"243","20yrs5ages",0.100389601010694,0.103434893046184,0.01,1.52461135418171,0.998207314090134,0.00203153075731585,0.230081969361008,NA,20,"hier",4,61
"244","25yrs4ages",0.107891674624411,0.0151459661312985,0.01,2.94896841671609,0.999690829299316,0.00810582565085215,1.24726238009601e-08,0.0252482850970621,25,"hier",5,61
"245","5yrs20ages",0.151123128411394,0.42660489171562,0.01,2.42644157326789,0.967674954186088,NA,NA,NA,5,"hier",2,62
"246","10yrs10ages",0.128680284867981,0.0852257604489682,0.01,3.24680903350884,0.992157223877277,1.66817153817457e-22,NA,NA,10,"hier",3,62
"247","20yrs5ages",0.145040579486308,0.108631473520741,0.01,1.08077175576132,0.99902349890274,0.0674171902029985,0.285335250649521,NA,20,"hier",4,62
"248","25yrs4ages",0.0969233312007712,0.0147705711346997,0.01,2.92050502679125,0.999610281951037,0.00985289621803688,1.06629839461286e-14,0.0288740966511178,25,"hier",5,62
"249","5yrs20ages",0.1782654751605,0.242191087424003,0.01,1.83626840224359,0.939249281107491,NA,NA,NA,5,"hier",2,63
"250","10yrs10ages",0.429842230524044,0.147680913685755,0.01,2.41764809105021,0.997893832628779,0.0100144036363908,NA,NA,10,"hier",3,63
"251","20yrs5ages",0.186357754463921,0.131008351952184,0.01,1.05778798298457,0.998800466589209,0.0336843675632966,0.18565885397934,NA,20,"hier",4,63
"252","25yrs4ages",0.111195491463214,0.0206352626262373,0.01,2.90108523296496,0.999681999514504,0.00522444571263038,1.44850406180621e-07,0.0298217151266451,25,"hier",5,63
"253","5yrs20ages",0.121837349935909,0.435514760662383,0.01,2.45796759291513,0.961260273950858,NA,NA,NA,5,"hier",2,64
"254","10yrs10ages",0.108706235910758,0.0940770824507835,0.01,3.37832885084255,0.99210162140678,6.07843653624194e-48,NA,NA,10,"hier",3,64
"255","20yrs5ages",0.135608024360995,0.110723088258128,0.01,1.04246882012202,0.998927688693416,0.0632561856659554,0.310712975833343,NA,20,"hier",4,64
"256","25yrs4ages",0.095570156502166,0.0131774958690291,0.01,2.94056647632913,0.99962589822895,0.011186592215073,1.51487410279902e-12,0.0292146174180804,25,"hier",5,64
"257","5yrs20ages",0.213598469377473,0.306256586540985,0.01,1.79054669686458,0.941908547916073,NA,NA,NA,5,"hier",2,65
"258","10yrs10ages",0.158742168718045,0.0749525201985032,0.01,3.28387411573444,0.993058572638161,3.4219319966054e-52,NA,NA,10,"hier",3,65
"259","20yrs5ages",0.153941675233356,0.0933507869575273,0.01,1.16650614628512,0.999117348251756,0.0658472653893342,0.314835648593021,NA,20,"hier",4,65
"260","25yrs4ages",0.110199213902045,0.0182238113373428,0.01,2.88084463182632,0.999600342486546,0.00870348778601223,8.55759197682677e-08,0.0276061884479522,25,"hier",5,65
"261","5yrs20ages",0.218550407354612,0.296113890092861,0.01,1.74385675202381,0.938043480344858,NA,NA,NA,5,"hier",2,66
"262","10yrs10ages",0.15909085351101,0.0750620194804096,0.01,3.29914421855315,0.993086302716018,1.70915006929327e-26,NA,NA,10,"hier",3,66
"263","20yrs5ages",0.148244303533549,0.088530331244042,0.01,1.18306029112888,0.999135053574845,0.0647296135983679,0.342679201318029,NA,20,"hier",4,66
"264","25yrs4ages",0.110583751681461,0.0182660635036619,0.01,2.88902983414213,0.999600922151318,0.0088382404157628,1.01048661844173e-08,0.0275002425669787,25,"hier",5,66
"265","5yrs20ages",0.122439997600264,0.438325166682008,0.01,2.49651905763648,0.962567929442631,NA,NA,NA,5,"hier",2,67
"266","10yrs10ages",0.109489406823852,0.0942290897545247,0.01,3.35787212839566,0.992069922032803,3.90313353811292e-52,NA,NA,10,"hier",3,67
"267","20yrs5ages",0.1354600060772,0.109989891394335,0.01,1.05297778129342,0.998941080978765,0.0630279678444071,0.308556542665946,NA,20,"hier",4,67
"268","25yrs4ages",0.0951870239112818,0.0130443562183181,0.01,2.93854941845505,0.999624692814695,0.0111416619349398,1.8048740345142e-14,0.0292070582725728,25,"hier",5,67
"269","5yrs20ages",0.239466038221911,0.278668908662914,0.01,1.66152134846709,0.925310655836461,NA,NA,NA,5,"hier",2,68
"270","10yrs10ages",0.145805269706695,0.0757312649539031,0.01,3.38182035497817,0.99283003824274,1.70915006929327e-26,NA,NA,10,"hier",3,68
"271","20yrs5ages",0.130483619554504,0.0696711988534485,0.01,1.29908144351748,0.999196517952883,0.0612926251996325,0.400144157798875,NA,20,"hier",4,68
"272","25yrs4ages",0.119081927437251,0.0174766626655192,0.01,2.81801727734759,0.999605352733657,0.0132629153179716,2.17375885609482e-07,0.024551062392691,25,"hier",5,68
"273","5yrs20ages",0.118086321400123,0.286445072318218,0.01,2.08812018389911,0.937439251235699,NA,NA,NA,5,"hier",2,69
"274","10yrs10ages",0.11330813988213,0.0909076218037376,0.01,3.47867336928456,0.993259627981166,1.15249925698369e-116,NA,NA,10,"hier",3,69
"275","20yrs5ages",0.186873643300562,0.123335416011457,0.01,1.02516996892645,0.99891595696025,0.0526080153406261,0.226959626759272,NA,20,"hier",4,69
"276","25yrs4ages",0.11819890507206,0.0194888184156738,0.01,2.83173019406025,0.999647018050381,0.0085156859282393,1.71040401923489e-08,0.0282463143765616,25,"hier",5,69
"277","5yrs20ages",0.148461951885742,0.426189012328837,0.01,2.4412410441834,0.967577435986233,NA,NA,NA,5,"hier",2,70
"278","10yrs10ages",0.126916800807283,0.0862385246432324,0.01,3.24637336989515,0.992118753212304,2.78886559577074e-31,NA,NA,10,"hier",3,70
"279","20yrs5ages",0.143832216135247,0.108656017028351,0.01,1.0790756953694,0.999019781431157,0.0671154720040702,0.28739132172554,NA,20,"hier",4,70
"280","25yrs4ages",0.0964202445234028,0.014479376594135,0.01,2.91965990081594,0.999611029478544,0.0100455485613761,3.58990621556741e-11,0.0289300437953794,25,"hier",5,70
"281","5yrs20ages",0.150365773557077,0.426547904734262,0.01,2.4536087779975,0.967994966571484,NA,NA,NA,5,"hier",2,71
"282","10yrs10ages",0.128839438637718,0.0851051761879457,0.01,3.24429185139566,0.992152963187011,2.07610741650933e-16,NA,NA,10,"hier",3,71
"283","20yrs5ages",0.144910322978699,0.108381145421921,0.01,1.08502771986667,0.999028689153862,0.0673086710011345,0.284850201197299,NA,20,"hier",4,71
"284","25yrs4ages",0.0970518512018654,0.0147325423151872,0.01,2.92050502679125,0.999610281951037,0.00994459263586044,1.06629839461286e-14,0.0288431511288957,25,"hier",5,71
"285","5yrs20ages",0.170394300176229,0.426244231629438,0.01,2.25207151295289,0.965485295078027,NA,NA,NA,5,"hier",2,72
"286","10yrs10ages",0.139677217948884,0.0798934758253928,0.01,3.23698578532043,0.992438204701837,1.70915006929327e-26,NA,NA,10,"hier",3,72
"287","20yrs5ages",0.152353160056015,0.106549468102035,0.01,1.10380263025892,0.999055819710102,0.0682791075722138,0.272504561041127,NA,20,"hier",4,72
"288","25yrs4ages",0.100629319741606,0.0162168000979908,0.01,2.91021820870206,0.999605844142135,0.00885700561249388,8.55759197682677e-08,0.0285833065006647,25,"hier",5,72
"289","5yrs20ages",1.40159663142678,1.5174455745122,0.01,1.16321106977756,0.9874264845719,NA,NA,NA,5,"hier",2,73
"290","10yrs10ages",0.148226368237978,0.0661444547595974,0.01,3.5984108072164,0.99687672071723,0.00317630521775153,NA,NA,10,"hier",3,73
"291","20yrs5ages",0.102858074523673,0.108415769481035,0.01,1.44493988873245,0.998190306409436,0.00246035951636959,0.2348937101589,NA,20,"hier",4,73
"292","25yrs4ages",0.10208896268912,0.0143852547384096,0.01,2.97084797220352,0.999698037656084,0.0082743727418558,5.3225630670584e-27,0.0258942501332291,25,"hier",5,73
"293","5yrs20ages",0.113048396508441,0.345303178193201,0.01,2.24917059800144,0.947176622164335,NA,NA,NA,5,"hier",2,74
"294","10yrs10ages",0.109182620882476,0.0912366320634044,0.01,3.47337269761423,0.992893424347602,1.72527483986109e-28,NA,NA,10,"hier",3,74
"295","20yrs5ages",0.16358592098107,0.119159583875255,0.01,1.00857185598146,0.998900380345259,0.0570503330915905,0.275786854082359,NA,20,"hier",4,74
"296","25yrs4ages",0.11617028465963,0.0180843494219205,0.01,2.84177879775019,0.999642073859102,0.00958646775732714,8.86607343426105e-17,0.027874774385695,25,"hier",5,74
"297","5yrs20ages",0.14272623841939,0.425811908209373,0.0100000002938087,2.47466946680514,0.967197846229557,NA,NA,NA,5,"hier",2,75
"298","10yrs10ages",0.123104013705868,0.0882570499593748,0.01,3.26145506412329,0.992037667519732,3.4219319966054e-52,NA,NA,10,"hier",3,75
"299","20yrs5ages",0.1412917438192,0.108940703902063,0.01,1.07538091352075,0.999007688440667,0.0665104171882474,0.292211214473485,NA,20,"hier",4,75
"300","25yrs4ages",0.0955286846697471,0.013861840747461,0.01,2.92505171455279,0.999613180779076,0.0104266796937969,1.01048661844173e-08,0.0289807481602069,25,"hier",5,75
"301","5yrs20ages",1.13530575774616,0.341737277969282,0.01,1.17789457385682,0.974823617428503,NA,NA,NA,5,"hier",2,76
"302","10yrs10ages",0.278317837825984,0.122600238123795,0.01,2.92168040418197,0.997665392145965,0.00422211739913634,NA,NA,10,"hier",3,76
"303","20yrs5ages",0.150228232783375,0.13628224769681,0.01,1.11883454764117,0.998592686818839,0.0159431459586376,0.209076286714557,NA,20,"hier",4,76
"304","25yrs4ages",0.102568336767463,0.0180044342934768,0.01,2.91341303218237,0.999700911727873,0.00634300602251514,8.94969838872973e-13,0.0289650712185204,25,"hier",5,76
"305","5yrs20ages",0.112352972734854,0.348864388364187,0.01,2.27461827777093,0.948060274932665,NA,NA,NA,5,"hier",2,77
"306","10yrs10ages",0.109004950867649,0.0912913014593511,0.01,3.47064659681833,0.992877953559086,4.90229150274245e-24,NA,NA,10,"hier",3,77
"307","20yrs5ages",0.162144316563385,0.118963902026948,0.01,1.0067849177805,0.998898257964871,0.0573925296766258,0.278521028137897,NA,20,"hier",4,77
"308","25yrs4ages",0.115824256635197,0.0180906683180283,0.01,2.8436562902964,0.999640955474163,0.00967172283805164,1.51487410279902e-12,0.0278845141777805,25,"hier",5,77
"309","5yrs20ages",1.22353753142609,0.261398591398708,0.01,1.19267960954635,0.97027446296275,NA,NA,NA,5,"hier",2,78
"310","10yrs10ages",0.390984481263009,0.146220929898385,0.01,2.50735186367059,0.997884371843059,0.0078278549912833,NA,NA,10,"hier",3,78
"311","20yrs5ages",0.176943591283859,0.134381803719862,0.01,1.05423229858959,0.998732931797339,0.028467242481223,0.19215540973797,NA,20,"hier",4,78
"312","25yrs4ages",0.108364294572001,0.0202424389869534,0.01,2.91474420750238,0.999691274403624,0.00498342342158664,6.07646841405142e-11,0.0296784342544105,25,"hier",5,78
"313","5yrs20ages",0.123334491530081,0.438627187096348,0.01,2.48240186672986,0.962503269778465,NA,NA,NA,5,"hier",2,79
"314","10yrs10ages",0.109611272780505,0.0939956074569968,0.01,3.36126890412166,0.992054436319731,5.72461765393432e-37,NA,NA,10,"hier",3,79
"315","20yrs5ages",0.135098868576928,0.110326540131606,0.01,1.05077434149269,0.998940050480799,0.0630581381276496,0.30933219252472,NA,20,"hier",4,79
"316","25yrs4ages",0.095021952228246,0.0131215882064011,0.01,2.93169539668102,0.999623159816771,0.0112286717592642,1.71040401923489e-08,0.029276900732857,25,"hier",5,79
"317","5yrs20ages",0.145501618398637,0.425922356016821,0.01,2.45860106299466,0.967430594981411,NA,NA,NA,5,"hier",2,80
"318","10yrs10ages",0.125097502711109,0.0871433896585165,0.01,3.25709460895626,0.992102340046928,2.78886559577074e-31,NA,NA,10,"hier",3,80
"319","20yrs5ages",0.142523977419329,0.108896966970276,0.01,1.07721988831063,0.999012847740564,0.0667701865609004,0.289530322144728,NA,20,"hier",4,80
"320","25yrs4ages",0.0960644609561489,0.0142150720237428,0.01,2.91030117559037,0.999610298919387,0.01037400348335,1.01048661844173e-08,0.0290598834626801,25,"hier",5,80
"321","5yrs20ages",1.93831859822159,0.21430636306338,0.0382573166428489,1.49918797866023,0.993589970966137,NA,NA,NA,5,"hier",2,81
"322","10yrs10ages",0.0959013909139252,0.0870996849642811,0.01,3.32030540399437,0.99180887215168,0.0107405824008252,NA,NA,10,"hier",3,81
"323","20yrs5ages",0.0679964517406609,0,0.01,1.91722424354021,0.999497989300515,0.0630460714982784,0.776756200109881,NA,20,"hier",4,81
"324","25yrs4ages",0.157575601346808,0.00148896022988661,0.01,2.91939363867285,0.999712737743767,0.0534161786789227,2.81044729199169e-87,9.59412965150281e-17,25,"hier",5,81
"325","5yrs20ages",0.144877912699543,0.425756059948775,0.0100000000002034,2.47382416870972,0.967617680955783,NA,NA,NA,5,"hier",2,82
"326","10yrs10ages",0.124909012033406,0.0873829329601707,0.01,3.2485824357274,0.992091008029022,3.52201444045462e-19,NA,NA,10,"hier",3,82
"327","20yrs5ages",0.142452939521406,0.109021337607041,0.01,1.07536243385609,0.99901075157149,0.0667947671527816,0.290078041781506,NA,20,"hier",4,82
"328","25yrs4ages",0.0959122725935782,0.014255565281652,0.01,2.92157372326233,0.999612108773709,0.0102192816169446,8.94969838872973e-13,0.0289431356912632,25,"hier",5,82
"329","5yrs20ages",0.199796651977479,0.367824658158677,0.01,1.92876506821948,0.954142484126532,NA,NA,NA,5,"hier",2,83
"330","10yrs10ages",0.152525503966302,0.0755108200505431,0.01,3.25923027428902,0.992855113720397,2.07610741650933e-16,NA,NA,10,"hier",3,83
"331","20yrs5ages",0.160840282709004,0.102289239728294,0.01,1.14356108153671,0.999086880560684,0.0681237938778623,0.261107719509982,NA,20,"hier",4,83
"332","25yrs4ages",0.10613015187153,0.0178105318480476,0.01,2.89120793814757,0.999602435812721,0.00808886754284785,5.23797211810231e-17,0.028475101309027,25,"hier",5,83
"333","5yrs20ages",1.04432187885903,1.72595827187213,0.0136767870653925,1.536419406189,0.990268283013319,NA,NA,NA,5,"hier",2,84
"334","10yrs10ages",0.100292596487565,0.0958901027115727,0.01,3.20938111717974,0.991514111812182,0.0123073937411267,NA,NA,10,"hier",3,84
"335","20yrs5ages",0.0700786247466494,6.03231805424341e-273,0.01,1.94309678687482,0.999515108024343,0.0640054195637914,0.747095004100302,NA,20,"hier",4,84
"336","25yrs4ages",0.0939668416152687,0.0101887288169714,0.01,2.9697725662734,0.999627588836543,0.0164857264723564,1.85206588938152e-07,0.0224405809345042,25,"hier",5,84
"337","5yrs20ages",0.219374841452906,0.270646491998804,0.01,1.66892949711284,0.916576396339928,NA,NA,NA,5,"hier",2,85
"338","10yrs10ages",0.128556537943517,0.0744063019279212,0.01,3.4402983233252,0.99235230418286,1.02143901608524e-10,NA,NA,10,"hier",3,85
"339","20yrs5ages",0.120826748943648,0.0598592950978804,0.01,1.37509130993533,0.999226378766716,0.0590305462885473,0.425815137147495,NA,20,"hier",4,85
"340","25yrs4ages",0.146470341804852,0.0046166594492688,0.01,3.00795220987558,0.999715484944556,0.0508407398913126,0,5.22463972903803e-195,25,"hier",5,85
"341","5yrs20ages",0.114081432486699,0.399235007756015,0.01,2.36983663226178,0.954706788694567,NA,NA,NA,5,"hier",2,86
"342","10yrs10ages",0.106238309494728,0.0927880820661071,0.01,3.44451141875315,0.992419573720464,7.80924912006517e-34,NA,NA,10,"hier",3,86
"343","20yrs5ages",0.143038853575833,0.11394702035537,0.01,1.01792056735018,0.998896895770039,0.0609217701087613,0.307078079065515,NA,20,"hier",4,86
"344","25yrs4ages",0.104995116504806,0.0152320099754727,0.01,2.8967086067481,0.999633868436133,0.0105471026934468,7.12397212243836e-23,0.028562042893281,25,"hier",5,86
"345","5yrs20ages",0.124974016268392,0.439271757073745,0.01,2.49790708257459,0.963460644788321,NA,NA,NA,5,"hier",2,87
"346","10yrs10ages",0.110702562097144,0.0936764207378931,0.01,3.3393063968554,0.991995924804472,2.3680553833744e-16,NA,NA,10,"hier",3,87
"347","20yrs5ages",0.135353403282392,0.109439941352016,0.01,1.05510069107755,0.998953407243676,0.0637820124625037,0.307348681077553,NA,20,"hier",4,87
"348","25yrs4ages",0.09478965936168,0.013054527497524,0.01,2.93095318006703,0.999621523460489,0.0112156035298578,6.07646841405142e-11,0.0293448499575835,25,"hier",5,87
"349","5yrs20ages",1.13576429361946,0.252444251530279,0.0210071864764675,1.30361774208458,0.98516949383387,NA,NA,NA,5,"hier",2,88
"350","10yrs10ages",0.327939246606917,0.135986581281577,0.01,2.71245153053235,0.99780310266498,0.00557709487948763,NA,NA,10,"hier",3,88
"351","20yrs5ages",0.161984411431198,0.136665751008804,0.01,1.08330214507556,0.998649201955167,0.0206189065099491,0.200663282116732,NA,20,"hier",4,88
"352","25yrs4ages",0.105231271247961,0.0187879806314367,0.01,2.90362495639535,0.999695506481489,0.00563330998841845,5.23797211810231e-17,0.0293633467486097,25,"hier",5,88
"353","5yrs20ages",0.181523705935072,0.244227578032131,0.01,1.82767780420495,0.939575435997142,NA,NA,NA,5,"hier",2,89
"354","10yrs10ages",0.42890554345451,0.147805010722795,0.01,2.41938973072834,0.99789431104737,0.0099332998381985,NA,NA,10,"hier",3,89
"355","20yrs5ages",0.186891645913449,0.131561358580614,0.01,1.0493810076376,0.998799988682277,0.0342737439562071,0.186824942830803,NA,20,"hier",4,89
"356","25yrs4ages",0.111367366817155,0.0203833162377552,0.01,2.8921592601198,0.999680548805135,0.00536860958837068,1.8048740345142e-14,0.0296974876524508,25,"hier",5,89
"357","5yrs20ages",1.10762027890299,0.309161858342058,0.0191994054937454,1.25724889679586,0.98444530212959,NA,NA,NA,5,"hier",2,90
"358","10yrs10ages",0.260393209747686,0.116997676178573,0.01,2.99760642392498,0.997583345939817,0.00380585029061766,NA,NA,10,"hier",3,90
"359","20yrs5ages",0.145809100158052,0.136456419286347,0.01,1.13910644690617,0.998562435028076,0.0135907797509413,0.212110317981602,NA,20,"hier",4,90
"360","25yrs4ages",0.101461316894991,0.0174698141790429,0.01,2.93197663705849,0.999703545014655,0.00651403704079314,8.94969838872973e-13,0.0287576908316714,25,"hier",5,90
"361","5yrs20ages",1.13127427924981,2.05871128277332,0.01,1.55722177463535,0.991842712501273,NA,NA,NA,5,"hier",2,91
"362","10yrs10ages",0.0995104029883193,0.0975834640246799,0.01,3.35051169629659,0.989251133649513,1.54180341058858e-42,NA,NA,10,"hier",3,91
"363","20yrs5ages",0.0710875022187255,4.56931634239183e-243,0.01,1.95368147059943,0.999520439630048,0.064304600380394,0.735488408428328,NA,20,"hier",4,91
