"","rowname","iter","sim","approach","value"
"497","rmse",83,"I","fitsumStats",0.0105135257925345
"498","rmse",83,"I","fit_NT_stats",0.0106210093786029
"499","R2",84,"I","fit_all_stats",0.998614189842169
"500","R2",84,"I","fitsumStats",0.998669402664305
"501","R2",84,"I","fit_NT_stats",0.999147581714202
"502","rmse",84,"I","fit_all_stats",0.0885023322609099
"503","rmse",84,"I","fitsumStats",0.0169005991625495
"504","rmse",84,"I","fit_NT_stats",0.0135271141707435
"505","R2",85,"I","fit_all_stats",0.998760750794896
"506","R2",85,"I","fitsumStats",0.99910170159496
"507","R2",85,"I","fit_NT_stats",0.998465821093298
"508","rmse",85,"I","fit_all_stats",0.0719824834771504
"509","rmse",85,"I","fitsumStats",0.0113556331196036
"510","rmse",85,"I","fit_NT_stats",0.0148401756794047
"511","R2",86,"I","fit_all_stats",0.99918463866246
"512","R2",86,"I","fitsumStats",0.999685677803229
"513","R2",86,"I","fit_NT_stats",0.998577542123661
"514","rmse",86,"I","fit_all_stats",0.0501131572967223
"515","rmse",86,"I","fitsumStats",0.00555347147731223
"516","rmse",86,"I","fit_NT_stats",0.0118139934931062
"517","R2",87,"I","fit_all_stats",0.999635947135555
"518","R2",87,"I","fitsumStats",0.999666089890283
"519","R2",87,"I","fit_NT_stats",0.999389221891125
"520","rmse",87,"I","fit_all_stats",0.0288693943983314
"521","rmse",87,"I","fitsumStats",0.00474595388763207
"522","rmse",87,"I","fit_NT_stats",0.00641875000927882
"523","R2",88,"I","fit_all_stats",0.998790659641707
"524","R2",88,"I","fitsumStats",0.999019573433292
"525","R2",88,"I","fit_NT_stats",0.998911691969049
"526","rmse",88,"I","fit_all_stats",0.0699559827367939
"527","rmse",88,"I","fitsumStats",0.0123194300253653
"528","rmse",88,"I","fit_NT_stats",0.0129795308988493
"529","R2",89,"I","fit_all_stats",0.999592056110018
"530","R2",89,"I","fitsumStats",0.999673193438177
"531","R2",89,"I","fit_NT_stats",0.999278218869826
"532","rmse",89,"I","fit_all_stats",0.0310644664252326
"533","rmse",89,"I","fitsumStats",0.00498151708202449
"534","rmse",89,"I","fit_NT_stats",0.0074031918126922
"535","R2",90,"I","fit_all_stats",0.999194266492999
"536","R2",90,"I","fitsumStats",0.999665523892141
"537","R2",90,"I","fit_NT_stats",0.998520091365316
"538","rmse",90,"I","fit_all_stats",0.0495807746830151
"539","rmse",90,"I","fitsumStats",0.00567746193269955
"540","rmse",90,"I","fit_NT_stats",0.0119423317818111
"541","R2",91,"I","fit_all_stats",0.99859713100942
"542","R2",91,"I","fitsumStats",0.999165221960678
"543","R2",91,"I","fit_NT_stats",0.999299204532722
"544","rmse",91,"I","fit_all_stats",0.0870152761084269
"545","rmse",91,"I","fitsumStats",0.0129082296421176
"546","rmse",91,"I","fit_NT_stats",0.0118270604729143
"547","R2",92,"I","fit_all_stats",0.99897108179604
"548","R2",92,"I","fitsumStats",0.999582755638594
"549","R2",92,"I","fit_NT_stats",0.998980871522048
"550","rmse",92,"I","fit_all_stats",0.0611014174575467
"551","rmse",92,"I","fitsumStats",0.0081725116465243
"552","rmse",92,"I","fit_NT_stats",0.0127724666885835
"553","R2",93,"I","fit_all_stats",0.998611914108264
"554","R2",93,"I","fitsumStats",0.99866508201038
"555","R2",93,"I","fit_NT_stats",0.998248617536908
"556","rmse",93,"I","fit_all_stats",0.0843387679062171
"557","rmse",93,"I","fitsumStats",0.0149250695339774
"558","rmse",93,"I","fit_NT_stats",0.0170954118760442
"559","R2",94,"I","fit_all_stats",0.999876670168354
"560","R2",94,"I","fitsumStats",0.999306317954662
"561","R2",94,"I","fit_NT_stats",0.999457114006651
"562","rmse",94,"I","fit_all_stats",0.0152385229856393
"563","rmse",94,"I","fitsumStats",0.00390715235595188
"564","rmse",94,"I","fit_NT_stats",0.00345648310187703
"565","R2",95,"I","fit_all_stats",0.998760389392207
"566","R2",95,"I","fitsumStats",0.999112039347734
"567","R2",95,"I","fit_NT_stats",0.99840919927587
"568","rmse",95,"I","fit_all_stats",0.0720747944547259
"569","rmse",95,"I","fitsumStats",0.0112565563795423
"570","rmse",95,"I","fit_NT_stats",0.0150666458525865
"571","R2",96,"I","fit_all_stats",0.999999894957745
"572","R2",96,"I","fitsumStats",0.99975226190042
"573","R2",96,"I","fit_NT_stats",0.999869734494325
"574","rmse",96,"I","fit_all_stats",0.000417092752204789
"575","rmse",96,"I","fitsumStats",7.79772604571103e-05
"576","rmse",96,"I","fit_NT_stats",5.65439686707395e-05
"577","R2",97,"I","fit_all_stats",0.998675742819787
"578","R2",97,"I","fitsumStats",0.999354394404676
"579","R2",97,"I","fit_NT_stats",0.999239578577487
"580","rmse",97,"I","fit_all_stats",0.0791278533258865
"581","rmse",97,"I","fitsumStats",0.00891428788418245
"582","rmse",97,"I","fit_NT_stats",0.00967453687258042
"583","R2",98,"I","fit_all_stats",0.999999999999999
"584","R2",98,"I","fitsumStats",0.999618744001248
"585","R2",98,"I","fit_NT_stats",0.999235088915602
"586","rmse",98,"I","fit_all_stats",4.71962429832744e-08
"587","rmse",98,"I","fitsumStats",8.13165554071771e-09
"588","rmse",98,"I","fit_NT_stats",1.15179743717699e-08
"589","R2",99,"I","fit_all_stats",0.999856204500147
"590","R2",99,"I","fitsumStats",0.999275825787473
"591","R2",99,"I","fit_NT_stats",0.99942525263781
"592","rmse",99,"I","fit_all_stats",0.016598301389995
"593","rmse",99,"I","fitsumStats",0.00429670193024632
"594","rmse",99,"I","fit_NT_stats",0.00382782603928964
"595","R2",100,"I","fit_all_stats",0.999999999999419
"596","R2",100,"I","fitsumStats",0.999658995484354
"597","R2",100,"I","fit_NT_stats",0.999584203992774
"598","rmse",100,"I","fit_all_stats",9.80609883617754e-07
"599","rmse",100,"I","fitsumStats",1.7586008342028e-07
"600","rmse",100,"I","fit_NT_stats",1.94190225972975e-07
"601","R2",1,"II","fit_all_stats",0.999530550354925
"602","R2",1,"II","fitsumStats",0.996527838870652
"603","R2",1,"II","fit_NT_stats",0.999165823457687
"604","rmse",1,"II","fit_all_stats",0.0672801157429418
"605","rmse",1,"II","fitsumStats",0.0262700757684646
"606","rmse",1,"II","fit_NT_stats",0.0128762789449264
"607","R2",2,"II","fit_all_stats",0.997231771302388
"608","R2",2,"II","fitsumStats",0.991727881013135
"609","R2",2,"II","fit_NT_stats",0.999495613318148
"610","rmse",2,"II","fit_all_stats",0.247982318394619
"611","rmse",2,"II","fitsumStats",0.0526928076571185
"612","rmse",2,"II","fit_NT_stats",0.0130114218891648
"613","R2",3,"II","fit_all_stats",0.984029800270964
"614","R2",3,"II","fitsumStats",0.888825802290695
"615","R2",3,"II","fit_NT_stats",0.98566707915067
"616","rmse",3,"II","fit_all_stats",1.45291474721128
"617","rmse",3,"II","fitsumStats",0.268444985040231
"618","rmse",3,"II","fit_NT_stats",0.0963874840712959
"619","R2",4,"II","fit_all_stats",0.997914260908191
"620","R2",4,"II","fitsumStats",0.986768503574144
"621","R2",4,"II","fit_NT_stats",0.997094086714913
"622","rmse",4,"II","fit_all_stats",0.165652384797573
"623","rmse",4,"II","fitsumStats",0.0575818819734842
"624","rmse",4,"II","fit_NT_stats",0.0269850171441632
"625","R2",5,"II","fit_all_stats",0.996049154660509
"626","R2",5,"II","fitsumStats",0.990200057644424
"627","R2",5,"II","fit_NT_stats",0.998568041245745
"628","rmse",5,"II","fit_all_stats",0.277777585759657
"629","rmse",5,"II","fitsumStats",0.0557892369467093
"630","rmse",5,"II","fit_NT_stats",0.0213257304358097
"631","R2",6,"II","fit_all_stats",0.996184006583001
"632","R2",6,"II","fitsumStats",0.863537280637854
"633","R2",6,"II","fit_NT_stats",0.99865445749983
"634","rmse",6,"II","fit_all_stats",0.703569608590639
"635","rmse",6,"II","fitsumStats",0.298656147177577
"636","rmse",6,"II","fit_NT_stats",0.0296560399044959
"637","R2",7,"II","fit_all_stats",0.996642703461992
"638","R2",7,"II","fitsumStats",0.988796737598776
"639","R2",7,"II","fit_NT_stats",0.998912623534532
"640","rmse",7,"II","fit_all_stats",0.286558947640116
"641","rmse",7,"II","fitsumStats",0.0614258475350546
"642","rmse",7,"II","fit_NT_stats",0.0191367801686549
"643","R2",8,"II","fit_all_stats",0.997843687669468
"644","R2",8,"II","fitsumStats",0.993872954714907
"645","R2",8,"II","fit_NT_stats",0.99938060708434
"646","rmse",8,"II","fit_all_stats",0.179828403893056
"647","rmse",8,"II","fitsumStats",0.0432228276363793
"648","rmse",8,"II","fit_NT_stats",0.0137426582538113
"649","R2",9,"II","fit_all_stats",0.997716922387145
"650","R2",9,"II","fitsumStats",0.963811945116885
"651","R2",9,"II","fit_NT_stats",0.966124215036248
"652","rmse",9,"II","fit_all_stats",0.150652994802938
"653","rmse",9,"II","fitsumStats",0.064105381073667
"654","rmse",9,"II","fit_NT_stats",0.0620235399606162
"655","R2",10,"II","fit_all_stats",0.997230624293892
"656","R2",10,"II","fitsumStats",0.965973046232446
"657","R2",10,"II","fit_NT_stats",0.994715525946464
"658","rmse",10,"II","fit_all_stats",0.313311553931381
"659","rmse",10,"II","fitsumStats",0.107912787267068
"660","rmse",10,"II","fit_NT_stats",0.0425267563983826
"661","R2",11,"II","fit_all_stats",0.994876675628187
"662","R2",11,"II","fitsumStats",0.932747369940928
"663","R2",11,"II","fit_NT_stats",0.99010182279145
"664","rmse",11,"II","fit_all_stats",0.853651394353851
"665","rmse",11,"II","fitsumStats",0.21013162719262
"666","rmse",11,"II","fit_NT_stats",0.0806147292002567
"667","R2",12,"II","fit_all_stats",0.988026260188816
"668","R2",12,"II","fitsumStats",0.971892644412776
"669","R2",12,"II","fit_NT_stats",0.917073580588398
"670","rmse",12,"II","fit_all_stats",0.361207695396828
"671","rmse",12,"II","fitsumStats",0.0890023752589063
"672","rmse",12,"II","fit_NT_stats",0.152875559682899
"673","R2",13,"II","fit_all_stats",0.997381291824157
"674","R2",13,"II","fitsumStats",0.981523561641552
"675","R2",13,"II","fit_NT_stats",0.996140825279379
"676","rmse",13,"II","fit_all_stats",0.176340364006916
"677","rmse",13,"II","fitsumStats",0.0648162467592954
"678","rmse",13,"II","fit_NT_stats",0.0296225179392209
"679","R2",14,"II","fit_all_stats",0.941838433883288
"680","R2",14,"II","fitsumStats",0.779166151900063
"681","R2",14,"II","fit_NT_stats",0.963542882388879
"682","rmse",14,"II","fit_all_stats",3.90533375732693
"683","rmse",14,"II","fitsumStats",0.471250229347697
"684","rmse",14,"II","fit_NT_stats",0.191474048085728
"685","R2",15,"II","fit_all_stats",0.997785435324981
"686","R2",15,"II","fitsumStats",0.985744065077685
"687","R2",15,"II","fit_NT_stats",0.999329226698787
"688","rmse",15,"II","fit_all_stats",0.169892965720165
"689","rmse",15,"II","fitsumStats",0.0645804650861815
"690","rmse",15,"II","fit_NT_stats",0.0140084859952013
"691","R2",16,"II","fit_all_stats",0.997114596665815
"692","R2",16,"II","fitsumStats",0.971454082650245
"693","R2",16,"II","fit_NT_stats",0.999368258373069
"694","rmse",16,"II","fit_all_stats",0.196937418379163
"695","rmse",16,"II","fitsumStats",0.0857407236424876
"696","rmse",16,"II","fit_NT_stats",0.0127551300160089
"697","R2",17,"II","fit_all_stats",0.987831703176161
"698","R2",17,"II","fitsumStats",0.893262004362813
"699","R2",17,"II","fit_NT_stats",0.996048673354865
"700","rmse",17,"II","fit_all_stats",0.664561758207985
"701","rmse",17,"II","fitsumStats",0.200914581300956
"702","rmse",17,"II","fit_NT_stats",0.0386565775801321
"703","R2",18,"II","fit_all_stats",0.732569884231389
"704","R2",18,"II","fitsumStats",0.0213804545963736
"705","R2",18,"II","fit_NT_stats",0.848219508367009
"706","rmse",18,"II","fit_all_stats",1.83261842987405
"707","rmse",18,"II","fitsumStats",0.489677789260272
"708","rmse",18,"II","fit_NT_stats",0.192846357680429
"709","R2",19,"II","fit_all_stats",0.994734152948255
"710","R2",19,"II","fitsumStats",0.947531761445232
"711","R2",19,"II","fit_NT_stats",0.990714347965025
"712","rmse",19,"II","fit_all_stats",0.429957457423885
"713","rmse",19,"II","fitsumStats",0.120232974503733
"714","rmse",19,"II","fit_NT_stats",0.0505803175771605
"715","R2",20,"II","fit_all_stats",0.997292929970986
"716","R2",20,"II","fitsumStats",0.993631496515055
"717","R2",20,"II","fit_NT_stats",0.998487942882801
"718","rmse",20,"II","fit_all_stats",0.200574399007256
"719","rmse",20,"II","fitsumStats",0.0453752394626683
"720","rmse",20,"II","fit_NT_stats",0.0221097755065648
"721","R2",21,"II","fit_all_stats",0.941051189665774
"722","R2",21,"II","fitsumStats",0.808509103162314
"723","R2",21,"II","fit_NT_stats",0.985958587721307
"724","rmse",21,"II","fit_all_stats",3.46613447555844
"725","rmse",21,"II","fitsumStats",0.358813563012479
"726","rmse",21,"II","fit_NT_stats",0.0971628353908643
"727","R2",22,"II","fit_all_stats",0.997722332198044
"728","R2",22,"II","fitsumStats",0.989422146462224
"729","R2",22,"II","fit_NT_stats",0.999380933460008
"730","rmse",22,"II","fit_all_stats",0.210214232112493
"731","rmse",22,"II","fitsumStats",0.0574237870760599
"732","rmse",22,"II","fit_NT_stats",0.0138919023426023
"733","R2",23,"II","fit_all_stats",0.997185603488421
"734","R2",23,"II","fitsumStats",0.978462679697988
"735","R2",23,"II","fit_NT_stats",0.998084101382717
"736","rmse",23,"II","fit_all_stats",0.262244894636816
"737","rmse",23,"II","fitsumStats",0.0861700183264696
"738","rmse",23,"II","fit_NT_stats",0.0257007983333592
"739","R2",24,"II","fit_all_stats",0.94123431461035
"740","R2",24,"II","fitsumStats",0.707311827637744
"741","R2",24,"II","fit_NT_stats",0.945223715111025
"742","rmse",24,"II","fit_all_stats",1.03570888020084
"743","rmse",24,"II","fitsumStats",0.263108446318959
"744","rmse",24,"II","fit_NT_stats",0.113822597032422
"745","R2",25,"II","fit_all_stats",0.996733017688872
"746","R2",25,"II","fitsumStats",0.968148756629022
"747","R2",25,"II","fit_NT_stats",0.996859301107864
"748","rmse",25,"II","fit_all_stats",0.279401888422002
"749","rmse",25,"II","fitsumStats",0.10334754689136
"750","rmse",25,"II","fit_NT_stats",0.0324526471550944
"751","R2",26,"II","fit_all_stats",0.920483891720888
"752","R2",26,"II","fitsumStats",0.777208868195691
"753","R2",26,"II","fit_NT_stats",0.906479254248028
"754","rmse",26,"II","fit_all_stats",1.10101933871913
"755","rmse",26,"II","fitsumStats",0.222318074831767
"756","rmse",26,"II","fit_NT_stats",0.144038902552793
"757","R2",27,"II","fit_all_stats",0.985365208349539
"758","R2",27,"II","fitsumStats",0.908855260422568
"759","R2",27,"II","fit_NT_stats",0.985201365841967
"760","rmse",27,"II","fit_all_stats",0.626195136933946
"761","rmse",27,"II","fitsumStats",0.171599853838881
"762","rmse",27,"II","fit_NT_stats",0.0691451823670371
"763","R2",28,"II","fit_all_stats",0.82099702588828
"764","R2",28,"II","fitsumStats",0.310289666694507
"765","R2",28,"II","fit_NT_stats",0.972590469264348
"766","rmse",28,"II","fit_all_stats",1.6032059705991
"767","rmse",28,"II","fitsumStats",0.475965817712476
"768","rmse",28,"II","fit_NT_stats",0.0948840465800608
"769","R2",29,"II","fit_all_stats",0.996283662175935
"770","R2",29,"II","fitsumStats",0.988438977915553
"771","R2",29,"II","fit_NT_stats",0.998851394355212
"772","rmse",29,"II","fit_all_stats",0.236870969142601
"773","rmse",29,"II","fitsumStats",0.0567719044008945
"774","rmse",29,"II","fit_NT_stats",0.0178945516069742
"775","R2",30,"II","fit_all_stats",0.998864406370483
"776","R2",30,"II","fitsumStats",0.995429422020144
"777","R2",30,"II","fit_NT_stats",0.99799445685099
"778","rmse",30,"II","fit_all_stats",0.104486951767615
"779","rmse",30,"II","fitsumStats",0.033234078358819
"780","rmse",30,"II","fit_NT_stats",0.0220147664829344
"781","R2",31,"II","fit_all_stats",0.981295990640972
"782","R2",31,"II","fitsumStats",0.933631886372431
"783","R2",31,"II","fit_NT_stats",0.981596570083332
"784","rmse",31,"II","fit_all_stats",0.773778844342773
"785","rmse",31,"II","fitsumStats",0.143168483496759
"786","rmse",31,"II","fit_NT_stats",0.0753905781154437
"787","R2",32,"II","fit_all_stats",0.980909873400575
"788","R2",32,"II","fitsumStats",0.87416569455914
"789","R2",32,"II","fit_NT_stats",0.988480471639199
"790","rmse",32,"II","fit_all_stats",0.789707340282448
"791","rmse",32,"II","fitsumStats",0.237527938292929
"792","rmse",32,"II","fit_NT_stats",0.0718674971048923
"793","R2",33,"II","fit_all_stats",0.996773369575813
"794","R2",33,"II","fitsumStats",0.970111867691768
"795","R2",33,"II","fit_NT_stats",0.999227448855894
"796","rmse",33,"II","fit_all_stats",0.215372605478601
"797","rmse",33,"II","fitsumStats",0.0921425814224228
"798","rmse",33,"II","fit_NT_stats",0.0148140773024925
"799","R2",34,"II","fit_all_stats",0.926567280701367
"800","R2",34,"II","fitsumStats",0.448175955010142
"801","R2",34,"II","fit_NT_stats",0.898239588937426
"802","rmse",34,"II","fit_all_stats",0.888174996294056
"803","rmse",34,"II","fitsumStats",0.368571496145531
"804","rmse",34,"II","fit_NT_stats",0.158274467743346
"805","R2",35,"II","fit_all_stats",0.996903522452735
"806","R2",35,"II","fitsumStats",0.967147664746302
"807","R2",35,"II","fit_NT_stats",0.994833681173665
"808","rmse",35,"II","fit_all_stats",0.268490503110954
"809","rmse",35,"II","fitsumStats",0.102864600773402
"810","rmse",35,"II","fit_NT_stats",0.0407918520567439
"811","R2",36,"II","fit_all_stats",0.995706182095631
"812","R2",36,"II","fitsumStats",0.963151240233192
"813","R2",36,"II","fit_NT_stats",0.997328373921946
"814","rmse",36,"II","fit_all_stats",0.318350818718641
"815","rmse",36,"II","fitsumStats",0.10806390584785
"816","rmse",36,"II","fit_NT_stats",0.029097592667492
"817","R2",37,"II","fit_all_stats",0.817930176270659
"818","R2",37,"II","fitsumStats",0.604904578106879
"819","R2",37,"II","fit_NT_stats",0.98392587851829
"820","rmse",37,"II","fit_all_stats",2.30088328154105
"821","rmse",37,"II","fitsumStats",0.372129051430121
"822","rmse",37,"II","fit_NT_stats",0.0750595921618581
"823","R2",38,"II","fit_all_stats",0.894741603405865
"824","R2",38,"II","fitsumStats",0.956548042284069
"825","R2",38,"II","fit_NT_stats",0.992747986052669
"826","rmse",38,"II","fit_all_stats",1.86154639362446
"827","rmse",38,"II","fitsumStats",0.130722415405059
"828","rmse",38,"II","fit_NT_stats",0.0534041128670249
"829","R2",39,"II","fit_all_stats",0.99999999999966
"830","R2",39,"II","fitsumStats",0.999261326242024
"831","R2",39,"II","fit_NT_stats",0.999467494507091
"832","rmse",39,"II","fit_all_stats",1.82634703360205e-06
"833","rmse",39,"II","fitsumStats",4.60582798601808e-07
"834","rmse",39,"II","fit_NT_stats",3.91060026175201e-07
"835","R2",40,"II","fit_all_stats",0.999951325240385
"836","R2",40,"II","fitsumStats",0.994549193098392
"837","R2",40,"II","fit_NT_stats",0.999239322082544
"838","rmse",40,"II","fit_all_stats",0.0234368168227914
"839","rmse",40,"II","fitsumStats",0.0100627137274768
"840","rmse",40,"II","fit_NT_stats",0.00375911077216486
"841","R2",41,"II","fit_all_stats",0.999999800951551
"842","R2",41,"II","fitsumStats",0.999016465356825
"843","R2",41,"II","fit_NT_stats",0.998390277208407
"844","rmse",41,"II","fit_all_stats",0.0012587599652848
"845","rmse",41,"II","fitsumStats",0.000235251808532277
"846","rmse",41,"II","fit_NT_stats",0.000300963401410064
"847","R2",42,"II","fit_all_stats",0.996688828950634
"848","R2",42,"II","fitsumStats",0.987875288916462
"849","R2",42,"II","fit_NT_stats",0.998278707292064
"850","rmse",42,"II","fit_all_stats",0.251952563637085
"851","rmse",42,"II","fitsumStats",0.0621228461897031
"852","rmse",42,"II","fit_NT_stats",0.0234068520489976
"853","R2",43,"II","fit_all_stats",0.999979631157811
"854","R2",43,"II","fitsumStats",0.996799887305929
"855","R2",43,"II","fit_NT_stats",0.999667794374514
"856","rmse",43,"II","fit_all_stats",0.0145184759726802
"857","rmse",43,"II","fitsumStats",0.00538636190402785
"858","rmse",43,"II","fit_NT_stats",0.00173546709919524
"859","R2",44,"II","fit_all_stats",0.994556020386611
"860","R2",44,"II","fitsumStats",0.993281242284789
"861","R2",44,"II","fit_NT_stats",0.99832573542701
"862","rmse",44,"II","fit_all_stats",0.310124430802559
"863","rmse",44,"II","fitsumStats",0.0445583905599061
"864","rmse",44,"II","fit_NT_stats",0.0222431888719512
"865","R2",45,"II","fit_all_stats",0.843464564197869
"866","R2",45,"II","fitsumStats",-0.412109742091976
"867","R2",45,"II","fit_NT_stats",0.980236806242317
"868","rmse",45,"II","fit_all_stats",1.48818243275785
"869","rmse",45,"II","fitsumStats",0.542839252275328
"870","rmse",45,"II","fit_NT_stats",0.0642193023450279
"871","R2",46,"II","fit_all_stats",0.998295315811314
"872","R2",46,"II","fitsumStats",0.973513184927499
"873","R2",46,"II","fit_NT_stats",0.993491604247322
"874","rmse",46,"II","fit_all_stats",0.127690697033827
"875","rmse",46,"II","fitsumStats",0.073141624580263
"876","rmse",46,"II","fit_NT_stats",0.0362565694422926
"877","R2",47,"II","fit_all_stats",0.913782243583746
"878","R2",47,"II","fitsumStats",0.852043775299604
"879","R2",47,"II","fit_NT_stats",0.966858438272286
"880","rmse",47,"II","fit_all_stats",1.05396583565396
"881","rmse",47,"II","fitsumStats",0.228588727020904
"882","rmse",47,"II","fit_NT_stats",0.108186899196548
"883","R2",48,"II","fit_all_stats",0.999861511871463
"884","R2",48,"II","fitsumStats",0.998340083512327
"885","R2",48,"II","fit_NT_stats",0.997760446154323
"886","rmse",48,"II","fit_all_stats",0.0351228204619695
"887","rmse",48,"II","fitsumStats",0.00925567237235877
"888","rmse",48,"II","fit_NT_stats",0.0107509194567863
"889","R2",49,"II","fit_all_stats",0.996851840927944
"890","R2",49,"II","fitsumStats",0.972241232895313
"891","R2",49,"II","fit_NT_stats",0.997237014431619
"892","rmse",49,"II","fit_all_stats",0.243668618344926
"893","rmse",49,"II","fitsumStats",0.0946761584640688
"894","rmse",49,"II","fit_NT_stats",0.0298696304531711
"895","R2",50,"II","fit_all_stats",0.997951115084609
"896","R2",50,"II","fitsumStats",0.994915187775355
"897","R2",50,"II","fit_NT_stats",0.999509657842499
"898","rmse",50,"II","fit_all_stats",0.182661300566314
"899","rmse",50,"II","fitsumStats",0.0397215990544567
"900","rmse",50,"II","fit_NT_stats",0.0123349922329524
"901","R2",51,"II","fit_all_stats",0.999999737173539
"902","R2",51,"II","fitsumStats",0.999692548112823
"903","R2",51,"II","fit_NT_stats",0.999487440315071
"904","rmse",51,"II","fit_all_stats",0.0015080371368552
"905","rmse",51,"II","fitsumStats",0.000458919464659612
"906","rmse",51,"II","fit_NT_stats",0.000592543336704816
"907","R2",52,"II","fit_all_stats",0.999951782956668
"908","R2",52,"II","fitsumStats",0.995272331212451
"909","R2",52,"II","fit_NT_stats",0.999115818159476
"910","rmse",52,"II","fit_all_stats",0.0233583533474736
"911","rmse",52,"II","fitsumStats",0.00896363195460846
"912","rmse",52,"II","fit_NT_stats",0.00387642414675673
"913","R2",53,"II","fit_all_stats",0.984321426200832
"914","R2",53,"II","fitsumStats",0.942470101786296
"915","R2",53,"II","fit_NT_stats",0.995995456687135
"916","rmse",53,"II","fit_all_stats",1.5124570310792
"917","rmse",53,"II","fitsumStats",0.210118443961161
"918","rmse",53,"II","fit_NT_stats",0.0554362533408925
"919","R2",54,"II","fit_all_stats",0.99983023693049
"920","R2",54,"II","fitsumStats",0.998641243681709
"921","R2",54,"II","fit_NT_stats",0.998916334623556
"922","rmse",54,"II","fit_all_stats",0.0366521843026371
"923","rmse",54,"II","fitsumStats",0.0122716950415542
"924","rmse",54,"II","fit_NT_stats",0.0109592633935198
"925","R2",55,"II","fit_all_stats",0.995759976411616
"926","R2",55,"II","fitsumStats",0.973533498921751
"927","R2",55,"II","fit_NT_stats",0.99791445414658
"928","rmse",55,"II","fit_all_stats",0.305253798717869
"929","rmse",55,"II","fitsumStats",0.0974571966305465
"930","rmse",55,"II","fit_NT_stats",0.0273574441207078
"931","R2",56,"II","fit_all_stats",0.996865394329677
"932","R2",56,"II","fitsumStats",0.983105908243824
"933","R2",56,"II","fit_NT_stats",0.995461570184543
"934","rmse",56,"II","fit_all_stats",0.203327661312587
"935","rmse",56,"II","fitsumStats",0.0695191422363595
"936","rmse",56,"II","fit_NT_stats",0.0360321181132676
"937","R2",57,"II","fit_all_stats",0.988058645824191
"938","R2",57,"II","fitsumStats",0.873414505808944
"939","R2",57,"II","fit_NT_stats",0.993640600628078
"940","rmse",57,"II","fit_all_stats",0.815781769559415
"941","rmse",57,"II","fitsumStats",0.187228869097867
"942","rmse",57,"II","fit_NT_stats",0.0419651609568547
"943","R2",58,"II","fit_all_stats",0.998197028500168
"944","R2",58,"II","fitsumStats",0.973713338586851
"945","R2",58,"II","fit_NT_stats",0.998584185165731
"946","rmse",58,"II","fit_all_stats",0.246753263498752
"947","rmse",58,"II","fitsumStats",0.0909575127388425
"948","rmse",58,"II","fit_NT_stats",0.0211093125147731
"949","R2",59,"II","fit_all_stats",0.998881308621823
"950","R2",59,"II","fitsumStats",0.995116600610122
"951","R2",59,"II","fit_NT_stats",0.997639693472204
"952","rmse",59,"II","fit_all_stats",0.100429613335704
"953","rmse",59,"II","fitsumStats",0.032249839617077
"954","rmse",59,"II","fit_NT_stats",0.0224207760432194
"955","R2",60,"II","fit_all_stats",0.971633408237121
"956","R2",60,"II","fitsumStats",0.875622515232483
"957","R2",60,"II","fit_NT_stats",0.990928158452985
"958","rmse",60,"II","fit_all_stats",0.712941668140392
"959","rmse",60,"II","fitsumStats",0.211330033908332
"960","rmse",60,"II","fit_NT_stats",0.0570739677790208
"961","R2",61,"II","fit_all_stats",0.996895902523276
"962","R2",61,"II","fitsumStats",0.972269860653688
"963","R2",61,"II","fit_NT_stats",0.99651719261753
"964","rmse",61,"II","fit_all_stats",0.284144538237
"965","rmse",61,"II","fitsumStats",0.0951298573608855
"966","rmse",61,"II","fit_NT_stats",0.0337136324491363
"967","R2",62,"II","fit_all_stats",0.995309007976533
"968","R2",62,"II","fitsumStats",0.934635835917648
"969","R2",62,"II","fit_NT_stats",0.981622361972218
"970","rmse",62,"II","fit_all_stats",0.449013876756263
"971","rmse",62,"II","fitsumStats",0.124672968671457
"972","rmse",62,"II","fit_NT_stats",0.0661069760783369
"973","R2",63,"II","fit_all_stats",0.997325987683712
"974","R2",63,"II","fitsumStats",0.989687652015365
"975","R2",63,"II","fit_NT_stats",0.999118547796624
"976","rmse",63,"II","fit_all_stats",0.18444670313488
"977","rmse",63,"II","fitsumStats",0.055197644081399
"978","rmse",63,"II","fit_NT_stats",0.0161376817239968
"979","R2",64,"II","fit_all_stats",0.961490802244839
"980","R2",64,"II","fitsumStats",0.964860969795298
"981","R2",64,"II","fit_NT_stats",0.781473778172354
"982","rmse",64,"II","fit_all_stats",0.684653639704613
"983","rmse",64,"II","fitsumStats",0.108500446441354
"984","rmse",64,"II","fit_NT_stats",0.270575467862719
"985","R2",65,"II","fit_all_stats",0.996437922884179
"986","R2",65,"II","fitsumStats",0.985457008189347
"987","R2",65,"II","fit_NT_stats",0.993423065111452
"988","rmse",65,"II","fit_all_stats",0.363296584202692
"989","rmse",65,"II","fitsumStats",0.0776663272602166
"990","rmse",65,"II","fit_NT_stats",0.0522297154547593
"991","R2",66,"II","fit_all_stats",0.99854644052538
"992","R2",66,"II","fitsumStats",0.99504888004427
"993","R2",66,"II","fit_NT_stats",0.999088423577933
"994","rmse",66,"II","fit_all_stats",0.174242075803762
"995","rmse",66,"II","fitsumStats",0.0395971866492939
"996","rmse",66,"II","fit_NT_stats",0.0169906169242866
"997","R2",67,"II","fit_all_stats",0.996885408472005
"998","R2",67,"II","fitsumStats",0.973092275675663
