"","rowname","phi1","phi2","ve","sigma2","rho","phi3","phi4","phi5","tslength","approach","maxE","iter"
"14","10yrs10ages",0.749244690827563,0.188499888019034,0.01,2.28811881286706,0.980960180482435,0.0782423567601766,NA,NA,10,"hier",3,4
"15","20yrs5ages",0.28574134682426,0.002322495189625,0.01,1.39291659903734,0.977928518363253,0.0374352198376497,1.0431039965796,NA,20,"hier",4,4
"16","25yrs4ages",0.35286143977539,0.00537900460042757,0.01,2.5311097024895,0.999615432954234,0.00903021277879918,7.38479677558573e-13,0.0672437410947238,25,"hier",5,4
"17","5yrs20ages",0.208330463052846,0.127303042919167,0.0536432719996374,2.462487106712,0.970190317461069,NA,NA,NA,5,"hier",2,5
"18","10yrs10ages",0.740517998087374,0.165743926134094,0.01,2.29339580173668,0.984284919365373,0.0841367851971825,NA,NA,10,"hier",3,5
"19","20yrs5ages",0.187764728679258,0,0.01,2.78013608394436,0.997883258200012,1.01266887672469,0.0748200383097364,NA,20,"hier",4,5
"20","25yrs4ages",0.451356577284259,0.0724608302831533,0.01,2.8434478617936,0.99977031234356,1.13865720850712e-50,1.9319341657113e-222,0.0302374858819054,25,"hier",5,5
"21","5yrs20ages",0.215027151697641,0.134423670871879,0.0517230469647123,2.37241365085671,0.969313959919564,NA,NA,NA,5,"hier",2,6
"22","10yrs10ages",0.745401782973373,0.165891436175543,0.01,2.29585398109158,0.983836211924831,0.0845652804507412,NA,NA,10,"hier",3,6
"23","20yrs5ages",0.192555220626674,0,0.01,2.8038985302089,0.997930211176864,1.02417854319785,0.0798329352265888,NA,20,"hier",4,6
"24","25yrs4ages",0.530991340113654,0.0873432876476079,0.01,2.77981272298698,0.999779275942097,0,0,0.0275010906330732,25,"hier",5,6
"25","5yrs20ages",0.207492486328533,0.125751151394895,0.0530518814417683,2.46733916374351,0.970034933700134,NA,NA,NA,5,"hier",2,7
"26","10yrs10ages",0.742152390918747,0.167101710945948,0.01,2.29358372714906,0.984025247927587,0.0839367661588382,NA,NA,10,"hier",3,7
"27","20yrs5ages",0.188089839091757,0,0.01,2.79026666251094,0.99787759071365,1.01233457187848,0.0734550056566729,NA,20,"hier",4,7
"28","25yrs4ages",0.447939633726917,0.0715617935602798,0.01,2.86647524111071,0.999770979624619,0,0,0.0299950430645963,25,"hier",5,7
"29","5yrs20ages",0.19805043481641,0.116803935031857,0.0517708507072801,2.53877893443737,0.970025146710683,NA,NA,NA,5,"hier",2,8
"30","10yrs10ages",0.750258230794028,0.18781398147455,0.01,2.24852329734154,0.98101030152421,0.0790810554581725,NA,NA,10,"hier",3,8
"31","20yrs5ages",0.297026693188105,0.00189182785606469,0.01,1.4195696653026,0.979318513742642,0.0389864576761058,1.02073605015273,NA,20,"hier",4,8
"32","25yrs4ages",0.358052238125168,0.00380372882143059,0.01,2.50528595771266,0.999570619006826,0.00732335435355576,0.00142654780452283,0.070720860704193,25,"hier",5,8
"33","5yrs20ages",0.207410989477509,0.126841531214374,0.0537721825229466,2.47352345509379,0.970295969638554,NA,NA,NA,5,"hier",2,9
"34","10yrs10ages",0.740175350430382,0.166041220218246,0.01,2.29269332571555,0.984291914649409,0.0840274378366973,NA,NA,10,"hier",3,9
"35","20yrs5ages",0.187048245096861,0,0.01,2.77966678706452,0.997876874489305,1.01119697245539,0.0739276371218844,NA,20,"hier",4,9
"36","25yrs4ages",0.435620443417,0.0701317171036932,0.01,2.89559225358136,0.999773127826567,6.56410922181912e-209,0,0.0298525104438571,25,"hier",5,9
"37","5yrs20ages",0.21576908605764,0.135461039740079,0.0522151585138626,2.36481323129626,0.969393915568585,NA,NA,NA,5,"hier",2,10
"38","10yrs10ages",0.744506259366627,0.164681826628625,0.01,2.29675995632988,0.984025889266829,0.0847772807352809,NA,NA,10,"hier",3,10
"39","20yrs5ages",0.192697471966192,0,0.01,2.79553917173236,0.997938089674095,1.02539787877684,0.0814185472329658,NA,20,"hier",4,10
"40","25yrs4ages",0.533205244767184,0.088285879527149,0.01,2.77890138914894,0.999780602647146,0,0,0.0271126081488587,25,"hier",5,10
"41","5yrs20ages",0.213883882886039,0.132769948501573,0.0523765941063504,2.38920861994481,0.969557626694228,NA,NA,NA,5,"hier",2,11
"42","10yrs10ages",0.743977669443808,0.165075382355866,0.01,2.29568514933585,0.984037358188046,0.0846315652516254,NA,NA,10,"hier",3,11
"43","20yrs5ages",0.192321750064144,0,0.01,2.77865527513297,0.997912671923315,1.02471321819137,0.0801950762430359,NA,20,"hier",4,11
"44","25yrs4ages",0.521248595133127,0.0854077968296897,0.01,2.7767848870024,0.999777091753037,3.03244270897384e-47,4.58412857868375e-213,0.0283128803471512,25,"hier",5,11
"45","5yrs20ages",0.210310578387077,0.127583865619264,0.0518694557264011,2.42770902400333,0.969545553662264,NA,NA,NA,5,"hier",2,12
"46","10yrs10ages",0.74564944231185,0.168247020123468,0.01,2.2890825348033,0.983619354541791,0.08403498314906,NA,NA,10,"hier",3,12
"47","20yrs5ages",0.205644806782921,8.75682643676975e-09,0.01,2.37032928039923,0.997370127788603,1.0710890946379,0.0871547761274783,NA,20,"hier",4,12
"48","25yrs4ages",0.494122004877309,0.0801257938043363,0.01,2.81187600334029,0.999773949800592,6.42493054851554e-122,0,0.0288633032509203,25,"hier",5,12
"49","5yrs20ages",0.21386600208413,0.13321945107872,0.0518065033048273,2.39495013306934,0.96957682343761,NA,NA,NA,5,"hier",2,13
"50","10yrs10ages",0.745320796059891,0.165884382548861,0.01,2.29408230441204,0.983842568428904,0.084576462041851,NA,NA,10,"hier",3,13
"51","20yrs5ages",0.192439284416537,0,0.01,2.80285590175402,0.997929530437378,1.023922197971,0.0797709538347205,NA,20,"hier",4,13
"52","25yrs4ages",0.537218168385745,0.0880136484921534,0.01,2.74846172149923,0.999775072351074,1.29628566816575e-79,3.28915625053817e-278,0.0282533608375826,25,"hier",5,13
"53","5yrs20ages",0.213792383155012,0.132659094458886,0.0527967556333422,2.39228134273074,0.969633958520397,NA,NA,NA,5,"hier",2,14
"54","10yrs10ages",0.742864804246014,0.164374478609088,0.01,2.29625072721888,0.98419504928137,0.0847080290654416,NA,NA,10,"hier",3,14
"55","20yrs5ages",0.191490235848624,0,0.01,2.7869435963209,0.997924661537668,1.02203466470421,0.0801892138350955,NA,20,"hier",4,14
"56","25yrs4ages",0.517295241276879,0.086244972885243,0.01,2.79420604945976,0.999779951910357,2.01138297681721e-265,0,0.0271604282141196,25,"hier",5,14
"57","5yrs20ages",0.201643674216228,0.117120889861774,0.0504514619138936,2.52351041892937,0.96971394778076,NA,NA,NA,5,"hier",2,15
"58","10yrs10ages",0.749581090871957,0.181269992540094,0.01,2.25835855980298,0.981864506052248,0.0811767449830886,NA,NA,10,"hier",3,15
"59","20yrs5ages",0.185054458504767,0,0.01,2.84110902205011,0.997790861379454,1.00398199747264,0.059847607388209,NA,20,"hier",4,15
"60","25yrs4ages",0.363138488015967,0.00444840638770477,0.01,2.52259882225501,0.999548122999201,0.00620962702428215,0.00283238141261434,0.069573991686469,25,"hier",5,15
"61","5yrs20ages",0.198564077159545,0.115683621273201,0.0509560148839662,2.54561067767821,0.969974866348955,NA,NA,NA,5,"hier",2,16
"62","10yrs10ages",0.753681560832275,0.189484648694868,0.01,2.23022418551576,0.980631393105893,0.0792192796194756,NA,NA,10,"hier",3,16
"63","20yrs5ages",0.298454385159976,0.00167485091840189,0.01,1.43478469328199,0.979125564998127,0.0382262347681925,1.00860727024137,NA,20,"hier",4,16
"64","25yrs4ages",0.362821738709129,0.00349208436883498,0.01,2.47737244471338,0.999557467640734,0.00686702556081681,0.00185517140147702,0.072703100555615,25,"hier",5,16
"65","5yrs20ages",0.209205113652781,0.127463735676593,0.0527377005216287,2.44579283871827,0.969853189262286,NA,NA,NA,5,"hier",2,17
"66","10yrs10ages",0.741786865272958,0.165548270233441,0.01,2.30784655112218,0.98412036250011,0.0839878711364313,NA,NA,10,"hier",3,17
"67","20yrs5ages",0.189345728872991,0,0.01,2.79231657154022,0.9978909804711,1.01504906465544,0.0752594033351301,NA,20,"hier",4,17
"68","25yrs4ages",0.475318408987475,0.0769087450966061,0.01,2.83559211136616,0.999774227670512,3.23615380442979e-165,0,0.0290458025313225,25,"hier",5,17
"69","5yrs20ages",0.213561525045743,0.132505950885214,0.0522409330800188,2.40004665256349,0.969684725954503,NA,NA,NA,5,"hier",2,18
"70","10yrs10ages",0.744211852503357,0.165409248589414,0.01,2.29523834301821,0.983981917028639,0.0845803697238472,NA,NA,10,"hier",3,18
"71","20yrs5ages",0.19187001670504,0,0.01,2.79675322151311,0.997924082549814,1.02238024550693,0.0794717446825456,NA,20,"hier",4,18
"72","25yrs4ages",0.521411509483307,0.0861135740121639,0.01,2.78689952747562,0.999778277608509,7.5355550350294e-157,0,0.0277404467364146,25,"hier",5,18
"73","5yrs20ages",0.211986234221216,0.130395978011075,0.0525145195896468,2.41290307679514,0.969667028601968,NA,NA,NA,5,"hier",2,19
"74","10yrs10ages",0.74339643378006,0.165681131804824,0.01,2.29445587364888,0.984034169254033,0.0844319212934408,NA,NA,10,"hier",3,19
"75","20yrs5ages",0.190873116622908,0,0.01,2.79327610972335,0.997910926199539,1.01938923314549,0.077936235623537,NA,20,"hier",4,19
"76","25yrs4ages",0.505429333677527,0.0834763122996098,0.01,2.80591857285233,0.999777891135376,0,0,0.0277238420416807,25,"hier",5,19
"77","5yrs20ages",0.204758705169566,0.125350357189271,0.0540877591398953,2.50535738025302,0.970575254063006,NA,NA,NA,5,"hier",2,20
"78","10yrs10ages",0.739616285203008,0.167960939356749,0.01,2.28911304955671,0.984181461887759,0.0835030145791228,NA,NA,10,"hier",3,20
"79","20yrs5ages",0.184673708763374,0,0.01,2.7804233387028,0.997854233243578,1.00692363598555,0.0706256487279421,NA,20,"hier",4,20
"80","25yrs4ages",0.398210447544211,0.0638573157383453,0.01,2.93191275833279,0.999770133448311,4.20906591383365e-22,8.94258818972656e-322,0.0312373928565424,25,"hier",5,20
"81","5yrs20ages",0.214529711212987,0.133673516915811,0.0519400530138805,2.37854813554825,0.969384887224868,NA,NA,NA,5,"hier",2,21
"82","10yrs10ages",0.745072513476779,0.165771504417853,0.01,2.2955592679178,0.983874256549381,0.0845481590130636,NA,NA,10,"hier",3,21
"83","20yrs5ages",0.192420333753315,0,0.01,2.80040166541897,0.997928439237361,1.02400820226487,0.0798242898336884,NA,20,"hier",4,21
"84","25yrs4ages",0.529928869322911,0.086351804638857,0.01,2.7659776721275,0.999777136064126,5.40683305873982e-222,0,0.0282124036256704,25,"hier",5,21
"85","5yrs20ages",0.198250160311688,0.122432094314578,0.0544584237769545,2.5066421735589,0.970527341091727,NA,NA,NA,5,"hier",2,22
"86","10yrs10ages",0.750968306498468,0.193348378319513,0.01,2.21894221348534,0.980647150197823,0.0778188532068491,NA,NA,10,"hier",3,22
"87","20yrs5ages",0.283146149592581,0.00264922444642055,0.01,1.37161910613772,0.978171254942786,0.038496073240486,1.06180698665744,NA,20,"hier",4,22
"88","25yrs4ages",0.345716622940044,0.00702570361732329,0.01,2.56768759663131,0.999637186806186,0.00936452585910101,1.27318972949591e-105,0.062754234989239,25,"hier",5,22
"89","5yrs20ages",0.20713782823814,0.121570039160985,0.0496118386162834,2.4656377287521,0.969332862109341,NA,NA,NA,5,"hier",2,23
"90","10yrs10ages",0.750968965970792,0.177428461135032,0.01,2.2707371252868,0.982078900997758,0.0822694516018128,NA,NA,10,"hier",3,23
"91","20yrs5ages",0.189153096080181,0,0.01,2.85063452016645,0.997825649049303,1.00963777233521,0.0644030605862968,NA,20,"hier",4,23
"92","25yrs4ages",0.42752617380989,0.0632340666475367,0.01,2.8846980672194,0.999759824588105,9.61461894892659e-218,0,0.0342152857707585,25,"hier",5,23
"93","5yrs20ages",0.21217110135935,0.130519530767433,0.0527575259553077,2.4101192647385,0.969694726394167,NA,NA,NA,5,"hier",2,24
"94","10yrs10ages",0.742727765720973,0.165204243991668,0.01,2.29556306255686,0.984129611708104,0.0844693524425373,NA,NA,10,"hier",3,24
"95","20yrs5ages",0.190833300871512,0,0.01,2.78580150896275,0.997909625909495,1.01943156605191,0.0783590666928099,NA,20,"hier",4,24
"96","25yrs4ages",0.505627845572701,0.0813463266424563,0.01,2.60625411128525,0.999757715863089,2.12616128777702e-11,2.47355186250208e-52,0.034221347231063,25,"hier",5,24
"97","5yrs20ages",0.206752002772778,0.125367215801567,0.0529880878984656,2.47221344064463,0.970013902643342,NA,NA,NA,5,"hier",2,25
"98","10yrs10ages",0.741711126891594,0.167949274196639,0.01,2.28965338365948,0.983979169892296,0.0837171180747799,NA,NA,10,"hier",3,25
"99","20yrs5ages",0.187318343468594,0,0.01,2.79159804483385,0.99786715372696,1.0099909810723,0.072136696796312,NA,20,"hier",4,25
"100","25yrs4ages",0.451936082917597,0.0706172119955416,0.01,2.67198638806906,0.999753734086311,5.94047204043925e-13,8.99225688402719e-244,0.0332556655459462,25,"hier",5,25
"101","5yrs20ages",0.209670247611187,0.128379541436995,0.0533063105461787,2.44550748550399,0.970049803828007,NA,NA,NA,5,"hier",2,26
"102","10yrs10ages",0.741288292313068,0.16511759269495,0.01,2.29701287499631,0.984249344344664,0.0843284535732288,NA,NA,10,"hier",3,26
"103","20yrs5ages",0.189098248769523,0,0.01,2.78349734546552,0.99789599174277,1.01559046636576,0.0763885382585027,NA,20,"hier",4,26
"104","25yrs4ages",0.475447988917143,0.0780021130958626,0.01,2.84094163192628,0.999776141192565,0,0,0.0284315146388353,25,"hier",5,26
"105","5yrs20ages",0.212423928053433,0.130597221373864,0.0531955632334861,2.41121139171094,0.969856214876969,NA,NA,NA,5,"hier",2,27
"106","10yrs10ages",0.741883039176981,0.164532059908465,0.01,2.29511249485903,0.984262136038424,0.0845753116648726,NA,NA,10,"hier",3,27
"107","20yrs5ages",0.190459032960625,0,0.01,2.78270761611372,0.997912581728907,1.0193103713116,0.078830210075936,NA,20,"hier",4,27
"108","25yrs4ages",0.49978522981316,0.0814364603797658,0.01,2.79529353399965,0.999777635417683,3.70739214950235e-60,0,0.0283130648952987,25,"hier",5,27
"109","5yrs20ages",0.210930182929263,0.12977012806852,0.0533481500716811,2.43143303543874,0.969934921631501,NA,NA,NA,5,"hier",2,28
"110","10yrs10ages",0.741453475418001,0.163974482877299,0.01,2.29895997701322,0.984331311155375,0.0846018486899474,NA,NA,10,"hier",3,28
"111","20yrs5ages",0.18975403675182,0,0.01,2.78147138077953,0.997905262674523,1.01745832432368,0.0778402691193083,NA,20,"hier",4,28
"112","25yrs4ages",0.489324208674327,0.0808448872571245,0.01,2.8233751528707,0.999777674998216,9.34885947301967e-122,0,0.0279423082985392,25,"hier",5,28
"113","5yrs20ages",0.203784367212544,0.124606864517277,0.0541231827406486,2.51339703538443,0.970536207349978,NA,NA,NA,5,"hier",2,29
"114","10yrs10ages",0.739359742687854,0.167978006804907,0.01,2.30195839840246,0.984333714668091,0.0833040244493728,NA,NA,10,"hier",3,29
"115","20yrs5ages",0.183652436286421,0,0.01,2.78340976597356,0.997847696048184,1.00525919978903,0.0692295244517518,NA,20,"hier",4,29
"116","25yrs4ages",0.386788627814036,0.0623132390492801,0.01,2.96465581223011,0.99976988238752,0,0,0.0310052449180646,25,"hier",5,29
"117","5yrs20ages",0.21240997585225,0.130914347878515,0.0530213909899792,2.40767298242921,0.969805974545252,NA,NA,NA,5,"hier",2,30
"118","10yrs10ages",0.742008814374928,0.164232638403936,0.01,2.29865353132394,0.98427735888406,0.0846232642815928,NA,NA,10,"hier",3,30
"119","20yrs5ages",0.190776015739259,0,0.01,2.78395145362119,0.99791649085339,1.02015054559676,0.0792754406390722,NA,20,"hier",4,30
"120","25yrs4ages",0.505467157797862,0.0823391028255686,0.01,2.79229787650684,0.999777824451215,3.88315694629674e-56,8.84163729918333e-235,0.0282754161200582,25,"hier",5,30
"121","5yrs20ages",0.206966883937771,0.126596965042618,0.0538454142139274,2.4898978458622,0.970552842761186,NA,NA,NA,5,"hier",2,31
"122","10yrs10ages",0.739855780097986,0.166098859524408,0.01,2.29465436482301,0.984310075708133,0.0839394878969844,NA,NA,10,"hier",3,31
"123","20yrs5ages",0.186703068840149,0,0.01,2.77947705571723,0.997873411268314,1.01057894911262,0.073483551551721,NA,20,"hier",4,31
"124","25yrs4ages",0.430884075090323,0.0678226302961786,0.01,2.90039379554071,0.999770876099685,3.04214029505982e-22,1.74667971243243e-113,0.0308211757463045,25,"hier",5,31
"125","5yrs20ages",0.208719634647422,0.126926107522167,0.052985177823981,2.45068480387627,0.969956110372734,NA,NA,NA,5,"hier",2,32
"126","10yrs10ages",0.74197492875914,0.166414594019566,0.01,2.29348953773315,0.984091191616065,0.0841136615264726,NA,NA,10,"hier",3,32
"127","20yrs5ages",0.189513769725134,0,0.01,2.76084787875483,0.997862907540473,1.0182384353513,0.075846997310438,NA,20,"hier",4,32
"128","25yrs4ages",0.465083252035332,0.0751831268649002,0.01,2.85471786642386,0.99977424802917,1.67785045211852e-143,0,0.02917645703168,25,"hier",5,32
"129","5yrs20ages",0.198496831888667,0.112508548699645,0.053618588941046,2.49827966036989,0.968187606792055,NA,NA,NA,5,"hier",2,33
"130","10yrs10ages",0.807640026529973,0.235261417825985,0.01,2.03504189061574,0.986331623763628,0.0943192212220855,NA,NA,10,"hier",3,33
"131","20yrs5ages",0.276614114420067,0,0.01,1.39995642333193,0.994096038653411,0.0558021862583411,0.96661399642065,NA,20,"hier",4,33
"132","25yrs4ages",0.361354931434898,0.00552464307251532,0.01,2.66323790569203,0.999648794272,0.00520846265023529,0.0119676585313113,0.0524485649321668,25,"hier",5,33
"133","5yrs20ages",0.197860340494263,0.119586177468071,0.0531221792054159,2.51634173635227,0.970201304683981,NA,NA,NA,5,"hier",2,34
"134","10yrs10ages",0.75367864544391,0.193905575277063,0.01,2.21483053544939,0.98028464025011,0.0778422689397089,NA,NA,10,"hier",3,34
"135","20yrs5ages",0.28336608032846,0.00245786125046951,0.01,1.3839406073848,0.977774418153957,0.0374858390884948,1.05095647276329,NA,20,"hier",4,34
"136","25yrs4ages",0.349084088632096,0.00630005836252676,0.01,2.56763706817759,0.999628390906059,0.00902240442714226,1.2557663106197e-07,0.0645273187685201,25,"hier",5,34
"137","5yrs20ages",0.206414090123694,0.124788314350708,0.0529148386822138,2.47922818577421,0.970055600942582,NA,NA,NA,5,"hier",2,35
"138","10yrs10ages",0.742605322063956,0.168338386930409,0.01,2.28848447571441,0.983893405218797,0.0837045774317002,NA,NA,10,"hier",3,35
"139","20yrs5ages",0.187631008305911,0,0.01,2.79471477153231,0.997871555804586,1.01083780178596,0.0722033612330512,NA,20,"hier",4,35
"140","25yrs4ages",0.436384126344336,0.0694733413579814,0.01,2.89073665762424,0.999770860309245,0,0,0.0303807833617239,25,"hier",5,35
"141","5yrs20ages",0.209535966213869,0.127851092748621,0.0529156324087711,2.44417006786581,0.969927427861881,NA,NA,NA,5,"hier",2,36
"142","10yrs10ages",0.742262732660013,0.166109032844353,0.01,2.29359237707352,0.984100362927113,0.0842163818623809,NA,NA,10,"hier",3,36
"143","20yrs5ages",0.189340151884738,0,0.01,2.78901059875709,0.997893515728776,1.01541373654221,0.0758089303646809,NA,20,"hier",4,36
"144","25yrs4ages",0.478286704162816,0.0777076873778988,0.01,2.81966810180682,0.999774974932861,4.88945343925138e-278,3.28915625053817e-278,0.0290383464906308,25,"hier",5,36
"145","5yrs20ages",0.211824067529884,0.130453369761048,0.0531794736439394,2.41767913287164,0.969870705040823,NA,NA,NA,5,"hier",2,37
"146","10yrs10ages",0.741781568653116,0.164567759643819,0.01,2.29494278227284,0.984268491643834,0.084557877716733,NA,NA,10,"hier",3,37
"147","20yrs5ages",0.190260983807779,0,0.01,2.78237067884882,0.997910288102358,1.01875413500824,0.0785371571557453,NA,20,"hier",4,37
"148","25yrs4ages",0.497619829346873,0.0826436252331591,0.01,2.81759768637823,0.999778642972894,0,0,0.02748654067713,25,"hier",5,37
"149","5yrs20ages",0.204257780647767,0.125170058061348,0.0541416246319669,2.50935226160023,0.970584537692907,NA,NA,NA,5,"hier",2,38
"150","10yrs10ages",0.739474399200128,0.168170392549924,0.01,2.28878157270967,0.984179434105969,0.0834324986085719,NA,NA,10,"hier",3,38
"151","20yrs5ages",0.18425184328723,0,0.01,2.78073252798544,0.997853577527408,1.00646995116841,0.0702785852757859,NA,20,"hier",4,38
"152","25yrs4ages",0.394307068354039,0.0628704793085067,0.01,2.94003464940461,0.999769389747921,1.11216200119592e-247,0,0.0312458745232202,25,"hier",5,38
"153","5yrs20ages",0.210206870022957,0.128314539651325,0.0531396333184337,2.43731151427154,0.969902780994165,NA,NA,NA,5,"hier",2,39
"154","10yrs10ages",0.741983736109564,0.165567582800841,0.01,2.29440633320194,0.984180081738793,0.0843128519284766,NA,NA,10,"hier",3,39
"155","20yrs5ages",0.189417675611192,0,0.01,2.78568429820336,0.997897931332337,1.0161652494931,0.0765168627323915,NA,20,"hier",4,39
"156","25yrs4ages",0.480066921111319,0.0784789518735002,0.01,2.83019503535423,0.999775610180774,0,0,0.0285159901271113,25,"hier",5,39
"157","5yrs20ages",0.212287986865581,0.130557279296104,0.0521152586390842,2.40716868780921,0.969552089690644,NA,NA,NA,5,"hier",2,40
"158","10yrs10ages",0.744329170814033,0.166335900594694,0.01,2.29344351516445,0.98389123798053,0.0843640229697987,NA,NA,10,"hier",3,40
"159","20yrs5ages",0.191264047566732,0,0.01,2.79920708398004,0.997911746643345,1.02004826509656,0.0777080625394762,NA,20,"hier",4,40
"160","25yrs4ages",0.515381481219853,0.0830872799526254,0.01,2.75460600488668,0.999773909108771,1.29628566816575e-79,3.28915625053817e-278,0.0292890742587144,25,"hier",5,40
"161","5yrs20ages",0.213954117267454,0.132951449433409,0.0523851116731227,2.39176948202017,0.969578644115346,NA,NA,NA,5,"hier",2,41
"162","10yrs10ages",0.742820203690407,0.163634175014422,0.01,2.31436196716149,0.984188522215735,0.0845278945813805,NA,NA,10,"hier",3,41
"163","20yrs5ages",0.191968318886787,0,0.01,2.79505861502315,0.997927220628949,1.02289437836158,0.0799453236609249,NA,20,"hier",4,41
"164","25yrs4ages",0.523300015506345,0.0837111986646273,0.01,2.75911602758689,0.99977807150191,3.1797535057024e-24,3.31247928592843e-126,0.0287995944986709,25,"hier",5,41
"165","5yrs20ages",0.207399058653268,0.126326271525606,0.0533947913982574,2.46840895756466,0.970122103506574,NA,NA,NA,5,"hier",2,42
"166","10yrs10ages",0.74099786781781,0.164835773955205,0.01,2.30452530172043,0.984290799351175,0.0840910392071358,NA,NA,10,"hier",3,42
"167","20yrs5ages",0.187424583450482,0,0.01,2.78509901815364,0.99787546901094,1.01124737134201,0.0734943229731319,NA,20,"hier",4,42
"168","25yrs4ages",0.439005112140869,0.0699380261600882,0.01,2.88143523400223,0.999772072740385,2.68910529699888e-165,0,0.0303395478355334,25,"hier",5,42
"169","5yrs20ages",0.209765499514903,0.128283088286888,0.0531208437847774,2.44110225560733,0.969951511354808,NA,NA,NA,5,"hier",2,43
"170","10yrs10ages",0.740172547085168,0.164221770866872,0.01,2.31488211295318,0.984331440922108,0.0841101655736803,NA,NA,10,"hier",3,43
"171","20yrs5ages",0.189214620480186,0,0.01,2.78552076681434,0.997894891894674,1.01549005166889,0.0762160680908292,NA,20,"hier",4,43
"172","25yrs4ages",0.480274993178421,0.0788620850480278,0.01,2.81019239056249,0.999774150299911,6.24919736229366e-95,2.89391810950238e-95,0.0286081547602052,25,"hier",5,43
"173","5yrs20ages",0.211017345852394,0.129988893219659,0.053292494655124,2.42971265120193,0.969922324873142,NA,NA,NA,5,"hier",2,44
"174","10yrs10ages",0.741570255391069,0.164559982780785,0.01,2.29585270304322,0.984286044776369,0.084533823609055,NA,NA,10,"hier",3,44
"175","20yrs5ages",0.190032400642164,0,0.01,2.78205744148267,0.9979078572695,1.01816824625529,0.0782192505150058,NA,20,"hier",4,44
"176","25yrs4ages",0.493207547162814,0.0813656447499739,0.01,2.82360380083125,0.99977824057109,0,0,0.0277780655911762,25,"hier",5,44
"177","5yrs20ages",0.213305984233111,0.132013163715403,0.0528918554955951,2.39765762231163,0.969689804131104,NA,NA,NA,5,"hier",2,45
"178","10yrs10ages",0.742527018893856,0.164441002268091,0.01,2.29711283195045,0.984213543143467,0.0846476038696684,NA,NA,10,"hier",3,45
"179","20yrs5ages",0.191188874809349,0,0.01,2.78572524837004,0.997920304370276,1.021028800072,0.0796766526460171,NA,20,"hier",4,45
"180","25yrs4ages",0.511545208388139,0.084927533543354,0.01,2.80033303989309,0.999779440704489,0,0,0.027294229066203,25,"hier",5,45
"181","5yrs20ages",0.209876196863008,0.128534380737277,0.0534351830807171,2.44024225941795,0.970014723016903,NA,NA,NA,5,"hier",2,46
"182","10yrs10ages",0.741063025123635,0.165184073099232,0.01,2.29413438891843,0.984280506734611,0.0843301791546086,NA,NA,10,"hier",3,46
"183","20yrs5ages",0.188902541830342,0,0.01,2.78129654996703,0.997895043360933,1.01533140255433,0.0764371418604462,NA,20,"hier",4,46
"184","25yrs4ages",0.472724416220307,0.0775242052837069,0.01,2.84563952075885,0.999776294146964,0,0,0.0284444226556339,25,"hier",5,46
"185","5yrs20ages",0.198861339284568,0.117389621544082,0.0518609381775576,2.54399177675518,0.970054711925821,NA,NA,NA,5,"hier",2,47
"186","10yrs10ages",0.74787853006707,0.182997303208152,0.01,2.2543277562936,0.981931027457964,0.0805456223928347,NA,NA,10,"hier",3,47
"187","20yrs5ages",0.181074972308577,0,0.01,2.82666326734848,0.997795857599367,1.00624868009657,0.0592193816932623,NA,20,"hier",4,47
"188","25yrs4ages",0.361210317839066,0.00384835705446489,0.01,2.48397412847843,0.999548278172273,0.00687264463482248,0.0021926468566031,0.0708846844366861,25,"hier",5,47
