"","rowname","phi1","phi2","phi3","phi4","phi5","phi6","phi7","phi8","phi9","phi10","ve","sigma2","rho","tslength","approach","maxE","iter"
"136","N_total",0.0171223205431882,0,0.0152693204777218,2.50578336931541e-30,0.0290846850338358,5.58096342199809e-08,0,0.00915012966264697,0.0144194739429841,0,0.01,3.22956250656949,0.499999826518018,100,"TAindex",10,28
"137","5yrs20ages",0.475191158040487,0.769179371972617,NA,NA,NA,NA,NA,NA,NA,NA,0.0153247992512552,1.46836910923025,0.955703353464561,5,"hier",2,28
"138","10yrs10ages",0.127913439506151,0.0830385555929734,0.0260267581495508,NA,NA,NA,NA,NA,NA,NA,0.01,2.78885013415034,0.97991919709201,10,"hier",3,28
"139","20yrs5ages",0.0976989747828362,0.056714505079206,0.00241221051771166,0.206723087156386,NA,NA,NA,NA,NA,NA,0.01,2.06430178228861,0.995524615575282,20,"hier",4,28
"140","25yrs4ages",0.10120613920869,1.16678220110869e-94,0.0489510664098084,1.09427884861238e-95,9.85462873850243e-95,NA,NA,NA,NA,NA,0.01,3.217405129505,0.999706219867161,25,"hier",5,28
"141","N_total",0.0150931329562989,7.61947716221259e-205,0.00774753374424186,0.0155324925243697,0.0141749060128716,0.0093683047074712,7.61947716221259e-205,0.00901025552649543,0.0192365453406208,0,0.01,3.13806066728929,0.500000076493016,100,"TAindex",10,29
"142","5yrs20ages",0.432932105208237,0.677415851231703,NA,NA,NA,NA,NA,NA,NA,NA,0.0188905041048143,1.47242330020842,0.953641010361798,5,"hier",2,29
"143","10yrs10ages",0.129590864739313,0.0852791027283065,0.0282438099466963,NA,NA,NA,NA,NA,NA,NA,0.01,2.77227053342437,0.981974603978107,10,"hier",3,29
"144","20yrs5ages",0.100617279620611,0.0559257864250294,0.00354652811247211,0.218421230673401,NA,NA,NA,NA,NA,NA,0.01,2.00931735647163,0.995697857558291,20,"hier",4,29
"145","25yrs4ages",0.100010881603974,4.29760976750308e-09,0.0492566540794905,1.50183095493928e-40,1.52167138987844e-39,NA,NA,NA,NA,NA,0.01,3.20296804098693,0.999706432309736,25,"hier",5,29
"146","N_total",0.0170657388672583,0,0.0151045970635314,4.55130271634179e-109,0.0281748301854418,7.6734338653267e-110,0,0.0105108329963127,0.0135488890785687,0,0.01,3.22094004879371,0.500000076493016,100,"TAindex",10,30
"147","5yrs20ages",1.47040757553945,1.17893273840092,NA,NA,NA,NA,NA,NA,NA,NA,0.0380729966288824,1.08609712841319,0.988974307830927,5,"hier",2,30
"148","10yrs10ages",0.14744341707558,0.125962449553906,2.87440896065938e-30,NA,NA,NA,NA,NA,NA,NA,0.01,2.77624276931325,0.980878183977078,10,"hier",3,30
"149","20yrs5ages",0.0988279756182858,0.0707721569801397,3.95429897980153e-28,0.164847471970508,NA,NA,NA,NA,NA,NA,0.01,2.04689295100281,0.995306905537967,20,"hier",4,30
"150","25yrs4ages",0.116517490071158,5.9695141953616e-169,0.0523796058104212,0,5.18320342781861e-169,NA,NA,NA,NA,NA,0.01,3.0767222645656,0.999657729608492,25,"hier",5,30
"151","N_total",0.0172776961095539,0,0.0151765540966772,7.33778151914377e-74,0.0284462716224481,2.69206722612323e-74,0,0.01022911237956,0.013796559614546,0,0.01,3.22618397292564,0.499999826518018,100,"TAindex",10,31
"152","5yrs20ages",1.26977124074222,0.90026000696899,NA,NA,NA,NA,NA,NA,NA,NA,0.0297428656790398,1.09809553535286,0.994355927005418,5,"hier",2,31
"153","10yrs10ages",0.177076493282958,0.139866933057596,2.07415847934799e-79,NA,NA,NA,NA,NA,NA,NA,0.01,2.73182943761983,0.980335629032405,10,"hier",3,31
"154","20yrs5ages",0.106672973729822,0.0689564832772201,1.0211327025206e-74,0.145304473082776,NA,NA,NA,NA,NA,NA,0.01,2.08029045000191,0.99530191439597,20,"hier",4,31
"155","25yrs4ages",0.14004592178115,0.00989479138402559,0.04539343528289,5.91693660420776e-26,9.09164708926291e-135,NA,NA,NA,NA,NA,0.01,3.00206695786151,0.99968151622103,25,"hier",5,31
"156","N_total",0.0170634481227506,0,0.0150863612640434,3.73180135547455e-18,0.027887924574814,4.94875503535245e-92,0,0.0108707291625449,0.0134037608385925,0,0.01,3.22119856983958,0.499999826518018,100,"TAindex",10,32
"157","5yrs20ages",1.06285682492539,0.935648810452042,NA,NA,NA,NA,NA,NA,NA,NA,0.046574620889909,1.13853766809513,0.981346689493044,5,"hier",2,32
"158","10yrs10ages",0.136668869604406,0.119411797168272,1.41511104397916e-11,NA,NA,NA,NA,NA,NA,NA,0.01,2.8241157164699,0.981218333306018,10,"hier",3,32
"159","20yrs5ages",0.0927685954543446,0.0692719055296966,3.19358363780121e-74,0.174042635285292,NA,NA,NA,NA,NA,NA,0.01,2.07708639397659,0.995370527312209,20,"hier",4,32
"160","25yrs4ages",0.105557342758729,0.0183644260160563,0.012035871720068,1.82303560454028e-102,0.0225132217662236,NA,NA,NA,NA,NA,0.01,2.85965560136984,0.999571521586194,25,"hier",5,32
"161","N_total",0.017207139563452,0,0.0151466199403239,8.93066851429659e-49,0.0279139238877996,5.74899073934266e-218,0,0.0105679900446031,0.0135256556981249,0,0.01,3.22460326417115,0.499999826518018,100,"TAindex",10,33
"162","5yrs20ages",2.86836369129152,2.23400338784121,NA,NA,NA,NA,NA,NA,NA,NA,0.01,1.5556042446901,0.998498315881456,5,"hier",2,33
"163","10yrs10ages",0.156503384189952,0.13088173743453,3.90919790404996e-09,NA,NA,NA,NA,NA,NA,NA,0.01,2.74930533566479,0.980801242826589,10,"hier",3,33
"164","20yrs5ages",0.104727735199233,0.0720993435388725,7.9655131305669e-310,0.153469926996039,NA,NA,NA,NA,NA,NA,0.01,2.03912467942938,0.995332822369879,20,"hier",4,33
"165","25yrs4ages",0.121267888249873,0.00307705875759141,0.0497150649079129,0,0,NA,NA,NA,NA,NA,0.01,3.05527142654425,0.999666248222913,25,"hier",5,33
"166","N_total",0.0172824569177949,0,0.0149875564013036,3.08937762892831e-117,0.0270750524163697,0,0,0.0118399084079496,0.0128455702394682,0,0.01,3.20733756801608,0.500000076493016,100,"TAindex",10,34
"167","5yrs20ages",0.442706815648224,0.648107764312803,NA,NA,NA,NA,NA,NA,NA,NA,0.0323380132945435,1.48495681030337,0.964105799515613,5,"hier",2,34
"168","10yrs10ages",0.120430448954161,0.0842305237584349,0.00535247367210568,NA,NA,NA,NA,NA,NA,NA,0.01,2.90769735165403,0.983701834680153,10,"hier",3,34
"169","20yrs5ages",0.0806957769291793,0.0667733076717091,7.88877551733605e-235,0.179690305719445,NA,NA,NA,NA,NA,NA,0.01,2.17633001752532,0.995860451204232,20,"hier",4,34
"170","25yrs4ages",0.0945026737846417,0.0155930774541196,0.0119002147239374,2.73223988514892e-08,0.0252617714071191,NA,NA,NA,NA,NA,0.01,2.88987493443645,0.999557573399832,25,"hier",5,34
"171","N_total",0.0175794724330627,0,0.0146307027228254,1.6159512914843e-62,0.0259542200157004,0,0,0.0131266656708247,0.0119156290622209,0,0.01,3.20967007193984,0.500000076493016,100,"TAindex",10,35
"172","5yrs20ages",1.20369902504959,0.71225460759111,NA,NA,NA,NA,NA,NA,NA,NA,0.0304617694509975,1.06955827564448,0.990099810033463,5,"hier",2,35
"173","10yrs10ages",0.165585853526312,0.0810792374544309,3.4219319966054e-52,NA,NA,NA,NA,NA,NA,NA,0.01,3.05555634573671,0.986295635339523,10,"hier",3,35
"174","20yrs5ages",0.133475374897189,0.0842225266259643,6.875312469126e-44,0.10822710670166,NA,NA,NA,NA,NA,NA,0.01,2.10469851402528,0.997460405742411,20,"hier",4,35
"175","25yrs4ages",0.116570703924154,0.0267846432137661,0.00620090862807655,4.31214701966773e-27,0.0284546077959253,NA,NA,NA,NA,NA,0.01,2.77413157953857,0.999547222746827,25,"hier",5,35
"176","N_total",0.0171810064315606,0,0.0149802263063323,3.46977408457393e-98,0.0268639524704601,0,0,0.0118250600756072,0.013007907188088,0,0.01,3.21974282755235,0.499999826518018,100,"TAindex",10,36
"177","5yrs20ages",0.424234500780157,0.683606412464804,NA,NA,NA,NA,NA,NA,NA,NA,0.0336161466291322,1.56295506393148,0.968887513282521,5,"hier",2,36
"178","10yrs10ages",0.131019048614963,0.0839200180001337,0.0121077862631955,NA,NA,NA,NA,NA,NA,NA,0.01,2.79146648113968,0.985265312424268,10,"hier",3,36
"179","20yrs5ages",0.0818910419596321,0.0668729174192539,1.09946620182376e-169,0.179737533454898,NA,NA,NA,NA,NA,NA,0.01,2.16651033086708,0.995769209987867,20,"hier",4,36
"180","25yrs4ages",0.0957307373290951,0.0158455004271074,0.0118749074732421,2.74886682078609e-09,0.0248139265108425,NA,NA,NA,NA,NA,0.01,2.88494322748934,0.999558992787665,25,"hier",5,36
"181","N_total",0.0175393596878823,0,0.0146231940367216,1.30809000219479e-160,0.0261383407348948,0,0,0.0131608569476397,0.011867805691561,0,0.01,3.20514463959029,0.500000076493016,100,"TAindex",10,37
"182","5yrs20ages",1.20719433030208,0.703365563314686,NA,NA,NA,NA,NA,NA,NA,NA,0.0304335742174055,1.06995287585758,0.99041475635011,5,"hier",2,37
"183","10yrs10ages",0.167920496970315,0.0819554123921194,1.22315937802292e-234,NA,NA,NA,NA,NA,NA,NA,0.01,3.04639430021262,0.986440220459873,10,"hier",3,37
"184","20yrs5ages",0.1339209705871,0.0835529581913134,4.91563103467889e-126,0.107452794634805,NA,NA,NA,NA,NA,NA,0.01,2.1206582589591,0.997496330248794,20,"hier",4,37
"185","25yrs4ages",0.116646349276479,0.0272669239556906,0.00546809688725835,6.3344192763725e-89,0.0285195703934404,NA,NA,NA,NA,NA,0.01,2.80960229389143,0.999551362760858,25,"hier",5,37
"186","N_total",0.0170822621069078,0,0.0151473229705227,6.55621112385678e-25,0.0277741157190225,4.15420562756879e-131,0,0.0108304609903457,0.0133895913619814,0,0.01,3.22555107633474,0.499999826518018,100,"TAindex",10,38
"187","5yrs20ages",1.24583200547555,1.08110148370312,NA,NA,NA,NA,NA,NA,NA,NA,0.0435005861696908,1.09651428470732,0.98630540008567,5,"hier",2,38
"188","10yrs10ages",0.143678116542491,0.124047151976422,8.12985647966517e-22,NA,NA,NA,NA,NA,NA,NA,0.01,2.79276110110823,0.981062943038413,10,"hier",3,38
"189","20yrs5ages",0.096304104910605,0.0700918900461652,1.16116451623185e-38,0.16863179288912,NA,NA,NA,NA,NA,NA,0.01,2.06226126703973,0.995324720586131,20,"hier",4,38
"190","25yrs4ages",0.107959053584519,0.0190507945553034,0.0119584150018298,2.30850223368766e-19,0.0219854726297061,NA,NA,NA,NA,NA,0.01,2.86439077708091,0.999577181468325,25,"hier",5,38
"191","N_total",0.0173148402223701,0,0.0149852312626333,9.74667394803044e-49,0.0269057294068655,0,0,0.012082820213339,0.0128477174803956,0,0.01,3.20527744646333,0.499999826518018,100,"TAindex",10,39
"192","5yrs20ages",0.436626754187978,0.658543460432622,NA,NA,NA,NA,NA,NA,NA,NA,0.0324364319105178,1.502072249056,0.965071342472258,5,"hier",2,39
"193","10yrs10ages",0.125717102830179,0.0823964988862673,0.0103808686467046,NA,NA,NA,NA,NA,NA,NA,0.01,2.84811528346131,0.98502537433213,10,"hier",3,39
"194","20yrs5ages",0.0811084168042566,0.0669169743935829,4.09009780385146e-213,0.179462451276357,NA,NA,NA,NA,NA,NA,0.01,2.17079595476494,0.995833912332682,20,"hier",4,39
"195","25yrs4ages",0.0947606319052616,0.0156551561536718,0.0118172185233847,1.74709107957714e-10,0.0251898938323714,NA,NA,NA,NA,NA,0.01,2.88839912421513,0.999558226757224,25,"hier",5,39
"196","N_total",0.0179391497361457,0,0.0148500878623513,8.84172523854587e-08,0.0265264469268006,1.52334802469931e-165,0,0.0117819817650546,0.012505352112453,0,0.01,3.21325569784921,0.499999826518018,100,"TAindex",10,40
"197","5yrs20ages",0.378867557325025,0.656871631052112,NA,NA,NA,NA,NA,NA,NA,NA,0.0461709970239778,1.65659361353369,0.977606100311908,5,"hier",2,40
"198","10yrs10ages",0.124758310991119,0.107711675876612,1.47006434945114e-31,NA,NA,NA,NA,NA,NA,NA,0.01,2.90518686280317,0.981519106495721,10,"hier",3,40
"199","20yrs5ages",0.0868028462695098,0.0677303528972428,3.23691279002108e-37,0.179605164538341,NA,NA,NA,NA,NA,NA,0.01,2.11782714148925,0.995511879643456,20,"hier",4,40
"200","25yrs4ages",0.0997539304906884,0.0175480388821837,0.0109361075846072,2.73223988514892e-08,0.0237260881346331,NA,NA,NA,NA,NA,0.01,2.89256020907222,0.99956784258944,25,"hier",5,40
"201","N_total",0.0182622991474335,0,0.0140551921664303,1.13429199435981e-09,0.0243791709013735,0,0,0.0155216111031277,0.0101057800275688,0,0.01,3.18503720612235,0.499999826518018,100,"TAindex",10,41
"202","5yrs20ages",0.408466311784014,0.625946086989461,NA,NA,NA,NA,NA,NA,NA,NA,0.0182201762261426,1.48067949785377,0.970751120778753,5,"hier",2,41
"203","10yrs10ages",0.166088724664965,0.0900291445125775,0.0160218630026725,NA,NA,NA,NA,NA,NA,NA,0.01,2.76363045336122,0.99209908056743,10,"hier",3,41
"204","20yrs5ages",0.0980460666959959,0.0870663187809802,1.81692856516873e-66,0.13179757705298,NA,NA,NA,NA,NA,NA,0.01,2.18377619217076,0.99814996305049,20,"hier",4,41
"205","25yrs4ages",0.105905578321053,0.0275861545621792,0.00367692556303545,6.46532616233507e-17,0.0283921855060426,NA,NA,NA,NA,NA,0.01,2.97273792982842,0.999535930971225,25,"hier",5,41
"206","N_total",0.0190539207041294,4.64329622959346e-260,0.00642603765504296,0.0118018306331105,0.0182781748889657,7.63937766730932e-15,2.56794809759972e-69,0.0175201959517174,0.0101004459104496,4.64329622959346e-260,0.01,3.17892685963242,0.499999826518018,100,"TAindex",10,42
"207","5yrs20ages",1.19718463420096,1.15831814708697,NA,NA,NA,NA,NA,NA,NA,NA,0.0290704752095108,1.05548654332142,0.992544145756302,5,"hier",2,42
"208","10yrs10ages",0.185624575453117,0.104245916027884,3.93145202758513e-191,NA,NA,NA,NA,NA,NA,NA,0.01,2.75519839390836,0.987945234763714,10,"hier",3,42
"209","20yrs5ages",0.128344592935065,0.0949621991705294,2.28293041898733e-26,0.114676930381137,NA,NA,NA,NA,NA,NA,0.01,1.97765587466412,0.997988250108099,20,"hier",4,42
"210","25yrs4ages",0.110812258521843,0.0315177038021374,7.10947786281038e-08,4.31214701966773e-27,0.0314318502174921,NA,NA,NA,NA,NA,0.01,2.91048655120519,0.999589768434762,25,"hier",5,42
"211","N_total",0.0174926121202491,0,0.0148172530625102,1.69948018822231e-147,0.0262973428608833,0,0,0.0123750575079131,0.012254663155778,0,0.01,3.21860759650116,0.499999826518018,100,"TAindex",10,43
"212","5yrs20ages",0.636813457075317,0.551335018007513,NA,NA,NA,NA,NA,NA,NA,NA,0.0273563829926672,1.16309929157217,0.944436697960699,5,"hier",2,43
"213","10yrs10ages",0.108521371482768,0.0685284267197838,3.35523367526795e-173,NA,NA,NA,NA,NA,NA,NA,0.01,3.1824000586837,0.982044033446032,10,"hier",3,43
"214","20yrs5ages",0.0777691911675595,0.0673119669778677,2.55465874380976e-31,0.178541384531639,NA,NA,NA,NA,NA,NA,0.01,2.20776294643127,0.996207849355589,20,"hier",4,43
"215","25yrs4ages",0.0929360621718703,0.0150632494087933,0.0118999221653775,8.88596288031811e-20,0.0266690071571617,NA,NA,NA,NA,NA,0.01,2.89254889102015,0.999551204372294,25,"hier",5,43
"216","N_total",0.0174009732224841,0,0.0148285984880942,1.2246634868469e-312,0.0265268186795138,0,0,0.0124555765349554,0.012401119889054,0,0.01,3.21313752168085,0.499999826518018,100,"TAindex",10,44
"217","5yrs20ages",1.02946792223017,0.507435259268055,NA,NA,NA,NA,NA,NA,NA,NA,0.030639217368556,1.05666678062001,0.951942019581962,5,"hier",2,44
"218","10yrs10ages",0.10902627523746,0.0657213344924605,9.01926115728654e-130,NA,NA,NA,NA,NA,NA,NA,0.01,3.20474859224476,0.982290949535028,10,"hier",3,44
"219","20yrs5ages",0.0777289525261975,0.0680825696123317,1.56156707902721e-169,0.178117221341702,NA,NA,NA,NA,NA,NA,0.01,2.20464132317744,0.996354985807253,20,"hier",4,44
"220","25yrs4ages",0.093937808617649,0.0154871223835217,0.0113993277884125,8.94969838872973e-13,0.0272345578229638,NA,NA,NA,NA,NA,0.01,2.89685571810827,0.999549725552087,25,"hier",5,44
"221","N_total",0.0178569819955145,0,0.0143016613322591,2.25202425070904e-24,0.0250125698403855,0,0,0.0146295361434997,0.0107518229835602,0,0.01,3.1998483566603,0.500000076493016,100,"TAindex",10,45
"222","5yrs20ages",1.1258956437642,1.1527049417186,NA,NA,NA,NA,NA,NA,NA,NA,0.0348844353199311,1.04744315812217,0.988442522785154,5,"hier",2,45
"223","10yrs10ages",0.173393655085535,0.109505847814664,3.43970712251103e-182,NA,NA,NA,NA,NA,NA,NA,0.01,2.73438954150172,0.988040441471317,10,"hier",3,45
"224","20yrs5ages",0.119905152994517,0.0966423835241921,1.90056277382259e-10,0.122461386281408,NA,NA,NA,NA,NA,NA,0.01,1.94689719899406,0.998056659808449,20,"hier",4,45
"225","25yrs4ages",0.107620914684882,0.031675581455142,1.05520046140037e-09,9.23372481532393e-38,0.0305855546129881,NA,NA,NA,NA,NA,0.01,2.95834906850054,0.999592621391017,25,"hier",5,45
"226","N_total",0.0174094323791703,0,0.0151067281259454,5.04507804872382e-10,0.0282674074817978,1.86481675159466e-10,0,0.0100111624225063,0.0137861536057432,0,0.01,3.22235159942503,0.499999826518018,100,"TAindex",10,46
"227","5yrs20ages",1.29335512531822,0.626631139850528,NA,NA,NA,NA,NA,NA,NA,NA,0.0303892293831498,1.15834295326417,0.993263615949073,5,"hier",2,46
"228","10yrs10ages",0.180749054131644,0.138973889637988,0,NA,NA,NA,NA,NA,NA,NA,0.01,2.75584882645189,0.979205640960304,10,"hier",3,46
"229","20yrs5ages",0.0992053470910914,0.0643541451065256,1.93271032004218e-18,0.157363366247963,NA,NA,NA,NA,NA,NA,0.01,2.14211391286529,0.995303386978978,20,"hier",4,46
"230","25yrs4ages",0.154225795179041,0.0122073233847472,0.0456473693586651,1.06097966995535e-08,2.27899232091608e-33,NA,NA,NA,NA,NA,0.01,2.87896978142957,0.999683337143319,25,"hier",5,46
"231","N_total",0.0177428134377869,0,0.014315956762656,1.20314729461134e-06,0.0252531142851808,0,0,0.0140542061810971,0.0112357869099868,0,0.01,3.20041212988085,0.499999826518018,100,"TAindex",10,47
"232","5yrs20ages",1.17477372373978,0.914297898963323,NA,NA,NA,NA,NA,NA,NA,NA,0.0288305816413177,1.04698560253096,0.993436979507141,5,"hier",2,47
"233","10yrs10ages",0.190869912907657,0.0968963076968585,3.4219319966054e-52,NA,NA,NA,NA,NA,NA,NA,0.01,2.82934589212606,0.987683414375211,10,"hier",3,47
"234","20yrs5ages",0.135731660273513,0.0913926399205051,0,0.109369411378611,NA,NA,NA,NA,NA,NA,0.01,2.00359976484053,0.997826060106093,20,"hier",4,47
"235","25yrs4ages",0.113368046765849,0.030990190551021,0.000710160215835454,4.30099261999174e-170,0.0311550030455814,NA,NA,NA,NA,NA,0.01,2.88318444037329,0.999583212193891,25,"hier",5,47
"236","N_total",0.00756654133816243,0,0,0.0389137859220589,0,0.0222981476595824,0,4.72072811671579e-06,0.0292789728392373,0,0.01,3.14704179459677,0.499999826518018,100,"TAindex",10,48
"237","5yrs20ages",0.405409437715838,0.687244717487039,NA,NA,NA,NA,NA,NA,NA,NA,0.0231740532926455,1.62877990925394,0.963847846210935,5,"hier",2,48
"238","10yrs10ages",0.142678037863414,0.0880371350353542,0.0328741217332627,NA,NA,NA,NA,NA,NA,NA,0.01,2.66952529289452,0.984632080597334,10,"hier",3,48
"239","20yrs5ages",0.107127670570224,0.0541106481645414,0.00714332554370103,0.254231109098984,NA,NA,NA,NA,NA,NA,0.01,1.88743342212108,0.996345781888834,20,"hier",4,48
"240","25yrs4ages",0.100528979867986,2.14731638230909e-10,0.049927555185222,5.35446360393794e-209,0,NA,NA,NA,NA,NA,0.01,3.20086080704494,0.99971354262056,25,"hier",5,48
"241","N_total",0.0178308570638429,0,0.0143529274209785,4.1431730347763e-10,0.0251970656592175,0,0,0.014283872744403,0.0110749177967562,0,0.01,3.19942458059227,0.499999826518018,100,"TAindex",10,49
"242","5yrs20ages",1.18763323649327,1.16831373534736,NA,NA,NA,NA,NA,NA,NA,NA,0.03291725639657,1.04817347752019,0.990201764708041,5,"hier",2,49
"243","10yrs10ages",0.177477439035364,0.10828953470334,2.91487867709143e-234,NA,NA,NA,NA,NA,NA,NA,0.01,2.72688641142637,0.988026979280655,10,"hier",3,49
"244","20yrs5ages",0.122210396083424,0.0959684592300711,4.73813592143417e-12,0.119839601093905,NA,NA,NA,NA,NA,NA,0.01,1.9610516063428,0.998051762750116,20,"hier",4,49
"245","25yrs4ages",0.108925557904225,0.0316413854453816,3.77621547360015e-08,7.03624490506524e-32,0.0311370509086045,NA,NA,NA,NA,NA,0.01,2.93112757110297,0.999589136791121,25,"hier",5,49
"246","N_total",0.017341986287987,0,0.0148991689378879,5.47186144440009e-69,0.0266757493144114,0,0,0.0122036166420795,0.0125873120843137,0,0.01,3.21538104564328,0.499999826518018,100,"TAindex",10,50
"247","5yrs20ages",0.618686770629414,0.534063154362483,NA,NA,NA,NA,NA,NA,NA,NA,0.0288599474075185,1.19083058207072,0.946675811499394,5,"hier",2,50
"248","10yrs10ages",0.108765925551898,0.0707439408988176,3.35523367526795e-173,NA,NA,NA,NA,NA,NA,NA,0.01,3.13979853941239,0.981912639972583,10,"hier",3,50
"249","20yrs5ages",0.0781981032236507,0.0672891658281251,6.45623526855282e-300,0.178997776218888,NA,NA,NA,NA,NA,NA,0.01,2.19658869793147,0.99612728587513,20,"hier",4,50
"250","25yrs4ages",0.0927614426051072,0.0149796906634952,0.011974220328531,3.58990621556741e-11,0.0264012526942069,NA,NA,NA,NA,NA,0.01,2.89543394944627,0.999553185688965,25,"hier",5,50
"251","N_total",0.0172455151737532,0,0.014975600087541,9.74667394803044e-49,0.0270719395137373,0,0,0.011868034121565,0.0128585614854775,0,0.01,3.21212921354652,0.499999826518018,100,"TAindex",10,51
"252","5yrs20ages",0.427098662324393,0.674417752614401,NA,NA,NA,NA,NA,NA,NA,NA,0.0329939229783068,1.5434647612325,0.967381614112106,5,"hier",2,51
"253","10yrs10ages",0.128668510727019,0.083333084935257,0.011495320805534,NA,NA,NA,NA,NA,NA,NA,0.01,2.81436461065226,0.985181436420287,10,"hier",3,51
"254","20yrs5ages",0.0815287214707732,0.0667491166940694,1.61927269304774e-88,0.179373595808893,NA,NA,NA,NA,NA,NA,0.01,2.17093298627659,0.995808663347518,20,"hier",4,51
"255","25yrs4ages",0.0951710947119461,0.0156900558128823,0.011948657056687,2.73223988514892e-08,0.024895626661423,NA,NA,NA,NA,NA,0.01,2.8870901642891,0.99955850059108,25,"hier",5,51
"256","N_total",0.0187597025731995,0,0.0138689984577426,2.0602441873884e-05,0.023754851798364,0,0,0.0166414303961228,0.00919317818079439,0,0.01,3.18913094457395,0.500000076493016,100,"TAindex",10,52
"257","5yrs20ages",1.21848112356883,0.294372830050852,NA,NA,NA,NA,NA,NA,NA,NA,0.0259291897342333,1.18018077613726,0.979181937518511,5,"hier",2,52
"258","10yrs10ages",0.1193329411684,0.0752470996653431,0.000124274504847485,NA,NA,NA,NA,NA,NA,NA,0.01,3.22975185328046,0.988990230009525,10,"hier",3,52
"259","20yrs5ages",0.160619626755675,0.0958995209003783,9.12463690182039e-47,0.0774201022650778,NA,NA,NA,NA,NA,NA,0.01,2.30599411530633,0.998557328848273,20,"hier",4,52
"260","25yrs4ages",0.149168654246721,0.0496310914519857,1.49306821402419e-12,0,0.0187688212200923,NA,NA,NA,NA,NA,0.01,2.89072936873666,0.999609407136078,25,"hier",5,52
"261","N_total",0.0180562850291077,0,0.0142037004451989,6.97579199824048e-12,0.0247005067941954,0,0,0.0149208288334845,0.0106323367187685,0,0.01,3.1943781380491,0.499999826518018,100,"TAindex",10,53
"262","5yrs20ages",0.337697640859782,0.687417656745951,NA,NA,NA,NA,NA,NA,NA,NA,0.0327446757064932,1.68005275843727,0.979551041939692,5,"hier",2,53
"263","10yrs10ages",0.154137385615775,0.112213613842726,9.87898086993161e-40,NA,NA,NA,NA,NA,NA,NA,0.01,2.78227140808364,0.988094905780478,10,"hier",3,53
"264","20yrs5ages",0.1064106064493,0.0933458347028168,4.84645443051936e-31,0.132616398896906,NA,NA,NA,NA,NA,NA,0.01,2.02121076260538,0.998090272203222,20,"hier",4,53
"265","25yrs4ages",0.103775440418771,0.0289227984007866,0.00205569830288644,9.23372481532393e-38,0.0294580583477928,NA,NA,NA,NA,NA,0.01,2.97299264575812,0.999564075286002,25,"hier",5,53
"266","N_total",0.0178302932961904,0,0.0143558711805151,7.74869444446142e-21,0.0251775411737349,0,0,0.0141503617987103,0.0110718954080156,0,0.01,3.20045078425971,0.499999826518018,100,"TAindex",10,54
"267","5yrs20ages",1.21468586221466,1.17322494113922,NA,NA,NA,NA,NA,NA,NA,NA,0.0310899314207485,1.0510117432798,0.991395814369229,5,"hier",2,54
"268","10yrs10ages",0.180974838022529,0.106849249208953,0,NA,NA,NA,NA,NA,NA,NA,0.01,2.73836091361396,0.98799744647645,10,"hier",3,54
"269","20yrs5ages",0.124734381715619,0.0957817193735314,2.77307935645123e-16,0.117867685289772,NA,NA,NA,NA,NA,NA,0.01,1.95935249029887,0.998029524501748,20,"hier",4,54
"270","25yrs4ages",0.109598561135044,0.0315687189446489,1.67186329384903e-13,1.02124598098548e-62,0.0310913339199934,NA,NA,NA,NA,NA,0.01,2.92260393442735,0.999591571097918,25,"hier",5,54
"271","N_total",0.0185597729193916,1.73958985858633e-151,0.00655562947028514,0.0117254985428904,0.01844717470165,6.1309927281145e-08,1.51129653449033e-29,0.0184599173721746,0.0101562226783644,1.73958985858633e-151,0.01,3.1558693239423,0.500000076493016,100,"TAindex",10,55
"272","5yrs20ages",0.332659824850735,0.67392713169343,NA,NA,NA,NA,NA,NA,NA,NA,0.0261497324367162,1.71970332991496,0.978864431738394,5,"hier",2,55
"273","10yrs10ages",0.192006225488484,0.0883554723811957,0.0194298335133923,NA,NA,NA,NA,NA,NA,NA,0.01,2.57524713096148,0.991867191213793,10,"hier",3,55
"274","20yrs5ages",0.101306736242406,0.090861617959256,4.57071195040634e-52,0.134978023760437,NA,NA,NA,NA,NA,NA,0.01,2.07577673571469,0.998108761353748,20,"hier",4,55
"275","25yrs4ages",0.103139709652642,0.0276073670142557,0.00310480434277477,4.61919100652514e-89,0.0292615433448536,NA,NA,NA,NA,NA,0.01,2.97600212341749,0.999545321489984,25,"hier",5,55
"276","N_total",0.0172197444809719,0,0.0150167005673404,1.03529047499998e-34,0.0273952990406641,0,0,0.0115225475787744,0.0131016189861522,0,0.01,3.21856919464307,0.499999826518018,100,"TAindex",10,56
"277","5yrs20ages",0.420710842026426,0.687410309919642,NA,NA,NA,NA,NA,NA,NA,NA,0.0363405362400818,1.59902587381333,0.97220651375503,5,"hier",2,56
"278","10yrs10ages",0.136803929257418,0.0859664543864128,0.013637934528868,NA,NA,NA,NA,NA,NA,NA,0.01,2.73685055766438,0.985256302241672,10,"hier",3,56
"279","20yrs5ages",0.0832296571727092,0.0667647646438504,0,0.17964574710305,NA,NA,NA,NA,NA,NA,0.01,2.15744715778176,0.995699966840788,20,"hier",4,56
"280","25yrs4ages",0.0966810945155745,0.0165951730249926,0.0113846072246413,6.39896541055462e-12,0.0244179931209717,NA,NA,NA,NA,NA,0.01,2.89472790236267,0.999563071353623,25,"hier",5,56
