"","rowname","phi1","phi2","ve","sigma2","rho","phi3","phi4","phi5","model","tslength","approach","maxE","iter"
"370","10yrs10ages",0.0345278855811979,0,0.01,1.83257072159463,0.928388171310854,1.10029968413076,NA,NA,"prey1010",10,"hier",3,47
"371","20yrs5ages",0.0656189693584347,0.223476533933346,0.01,1.39027290591149,0.993502832627644,0.0979292783879771,0.0528000846423683,NA,"prey520",20,"hier",4,47
"372","25yrs4ages",0.137578867466204,0.28752885951881,0.01,0.894631533627308,0.996308761996456,0.151466192334722,0.0836582448303473,0,"prey425",25,"hier",5,47
"373","5yrs20ages",1.53379660819068e-09,7.54603310760075e-09,NA,NA,NA,NA,NA,NA,"prey205",5,"TAindex",2,47
"374","10yrs10ages",0.0192217979301495,1.67195818561958e-138,NA,NA,NA,0.153475819955779,NA,NA,"prey1010",10,"TAindex",3,47
"375","20yrs5ages",0.148661972811369,0,NA,NA,NA,0.238447969650899,0,NA,"prey520",20,"TAindex",4,47
"376","25yrs4ages",0.141116272827148,0,NA,NA,NA,0.210943588960582,0,0,"prey425",25,"TAindex",5,47
"377","5yrs20ages",1.37862320533023,3.27493666595728,0.01,2.23060059289223,0.997520271246189,NA,NA,NA,"prey205",5,"hier",2,48
"378","10yrs10ages",0.0284792664697531,0.0203913817142433,0.01,3.23016338624948,0.991719548112191,0.272657233142332,NA,NA,"prey1010",10,"hier",3,48
"379","20yrs5ages",0.0464609606239028,0.0723364535311487,0.01,2.65984549888128,0.996857653467282,1.24817241893004e-216,0.0307544552781936,NA,"prey520",20,"hier",4,48
"380","25yrs4ages",0.0594843179729591,0.0814652230573099,0.01,2.64068535665281,0.996911519237041,3.29892065554093e-156,0.0301796762963337,9.67058815228531e-157,"prey425",25,"hier",5,48
"381","5yrs20ages",0.161239888742156,1.19362397164576e-138,NA,NA,NA,NA,NA,NA,"prey205",5,"TAindex",2,48
"382","10yrs10ages",0.0456879519483934,0,NA,NA,NA,0.136749385465123,NA,NA,"prey1010",10,"TAindex",3,48
"383","20yrs5ages",0,0.105286075464733,NA,NA,NA,0.0426999384364506,0.0640369582712783,NA,"prey520",20,"TAindex",4,48
"384","25yrs4ages",1.23592943010033e-205,0.136646685173897,NA,NA,NA,0.0485585854194496,0.0450167488176588,0.0121697185412093,"prey425",25,"TAindex",5,48
"385","5yrs20ages",1.38746591205038,0.693115975383915,0.0288216397990324,1.37752156045076,0.989500477289448,NA,NA,NA,"prey205",5,"hier",2,49
"386","10yrs10ages",0.0501531119703317,0.047168662963329,0.01,3.8770123617991,0.998289058065567,0.213497691058878,NA,NA,"prey1010",10,"hier",3,49
"387","20yrs5ages",0.0750119808036769,0.111048944547647,0.01,2.64401252345794,0.996668581383174,3.35523367526795e-173,0.0637538238656777,NA,"prey520",20,"hier",4,49
"388","25yrs4ages",0.107570559642761,0.0363321292682649,0.01,2.70702184186759,0.998742010054319,0.0115551001365711,9.80542730210157e-76,0.010331075381549,"prey425",25,"hier",5,49
"389","5yrs20ages",5.75486430953888e-221,1.34353822349692e-09,NA,NA,NA,NA,NA,NA,"prey205",5,"TAindex",2,49
"390","10yrs10ages",0.0780158926562897,1.77483338401698e-203,NA,NA,NA,0.201433782724092,NA,NA,"prey1010",10,"TAindex",3,49
"391","20yrs5ages",3.22432194246687e-49,0.208329343752411,NA,NA,NA,1.03427588068212e-09,0.126202762589071,NA,"prey520",20,"TAindex",4,49
"392","25yrs4ages",0.39302372795004,0.162331599235995,NA,NA,NA,3.85303585878657e-177,1.83363690116967e-177,1.54697493992973e-177,"prey425",25,"TAindex",5,49
"393","5yrs20ages",0.94742987401211,0.456255371302486,0.0752412262395361,1.02811764880642,0.986708287439718,NA,NA,NA,"prey205",5,"hier",2,50
"394","10yrs10ages",0.0296825472997065,0.00427881471661936,0.01,2.03178348202485,0.978720315258901,0.333556216546893,NA,NA,"prey1010",10,"hier",3,50
"395","20yrs5ages",0.000975972497555452,0.076042778372414,0.01,2.16273832153384,0.995770957391276,0.038231519476997,0.0296054381490229,NA,"prey520",20,"hier",4,50
"396","25yrs4ages",4.48489462322178e-30,0.0790014933455642,0.01,1.6832804843729,0.995336490422959,0.0616753030248592,0.0396958751344473,0,"prey425",25,"hier",5,50
"397","5yrs20ages",2.15757337070534e-22,0.000315403895520429,NA,NA,NA,NA,NA,NA,"prey205",5,"TAindex",2,50
"398","10yrs10ages",0.0159385142930169,0,NA,NA,NA,0.120994417505088,NA,NA,"prey1010",10,"TAindex",3,50
"399","20yrs5ages",0.0585237391386165,0.00400237431200935,NA,NA,NA,0.109364535800219,0,NA,"prey520",20,"TAindex",4,50
"400","25yrs4ages",0,0,NA,NA,NA,0.143105023542228,0,0.0133222053973514,"prey425",25,"TAindex",5,50
"401","5yrs20ages",0.814230360638735,0.328448018507216,0.0551543039756516,1.28252831977087,0.981670215162489,NA,NA,NA,"prey205",5,"hier",2,51
"402","10yrs10ages",0.208805519107089,0.661538456846455,0.01,3.51630504695342,0.999163622910375,0.0160395291158571,NA,NA,"prey1010",10,"hier",3,51
"403","20yrs5ages",0.144129987310696,0.0274878768993075,0.01,3.27680399111616,0.994680484480245,4.62522409990572e-58,0.0788734255611524,NA,"prey520",20,"hier",4,51
"404","25yrs4ages",0.112180810839763,0.0295099881784019,0.01,2.98583452204724,0.998356045115775,0.0137751769817242,9.80542730210157e-76,0.039437206100637,"prey425",25,"hier",5,51
"405","5yrs20ages",1.05534986406235e-11,1.50137947675236e-11,NA,NA,NA,NA,NA,NA,"prey205",5,"TAindex",2,51
"406","10yrs10ages",0.133510956625678,4.89772520423221e-256,NA,NA,NA,0.131736636918707,NA,NA,"prey1010",10,"TAindex",3,51
"407","20yrs5ages",0.460854906044399,0.112689809876557,NA,NA,NA,0,0,NA,"prey520",20,"TAindex",4,51
"408","25yrs4ages",0.504609525458125,0.107892158110097,NA,NA,NA,0.00149699781417351,1.83008347793943e-44,2.45439049531655e-11,"prey425",25,"TAindex",5,51
"409","5yrs20ages",1.00268478499965,0.475683764598522,0.0206900309469069,1.2225368808348,0.971254921612621,NA,NA,NA,"prey205",5,"hier",2,52
"410","10yrs10ages",0.157732973190503,0.280781505036568,0.01,3.62488658929033,0.998250039450933,1.1876491170195e-264,NA,NA,"prey1010",10,"hier",3,52
"411","20yrs5ages",0.161192878169138,0.0323780530005704,0.01,2.56235005679092,0.997742129660787,0.000299833884722222,0.0777093192033562,NA,"prey520",20,"hier",4,52
"412","25yrs4ages",0.179342035213998,0.03840751200778,0.01,2.53888173501174,0.999566469891672,0.0234565167854014,2.85468709277216e-22,0.0145276333994807,"prey425",25,"hier",5,52
"413","5yrs20ages",0.0871125538035022,0.00978339795463283,NA,NA,NA,NA,NA,NA,"prey205",5,"TAindex",2,52
"414","10yrs10ages",0.0854238068849429,3.32232308712775e-162,NA,NA,NA,0.134195148982751,NA,NA,"prey1010",10,"TAindex",3,52
"415","20yrs5ages",0.305654138721727,0.0927109673849985,NA,NA,NA,1.14325351148341e-83,8.95575689687982e-282,NA,"prey520",20,"TAindex",4,52
"416","25yrs4ages",0.369831583211041,0.0643728044700419,NA,NA,NA,0.0161305149979496,0,0.000330144693323078,"prey425",25,"TAindex",5,52
"417","5yrs20ages",0.1012935338218,0.167996844406309,0.01,2.22029048094652,0.964161876906199,NA,NA,NA,"prey205",5,"hier",2,53
"418","10yrs10ages",0.0872345378687297,0.0388731694901621,0.01,3.68816302859123,0.998679699569075,6.76245206997682e-98,NA,NA,"prey1010",10,"hier",3,53
"419","20yrs5ages",0.0233980322959341,3.35523367526795e-173,0.01,2.91449776041596,0.99936711653847,3.35523367526795e-173,0.0159161167836093,NA,"prey520",20,"hier",4,53
"420","25yrs4ages",0.0123143202573409,9.80542730210157e-76,0.01,2.95475442403912,0.998771065615167,9.80542730210157e-76,2.61058883859373e-19,0.0179976128626566,"prey425",25,"hier",5,53
"421","5yrs20ages",8.95575689687982e-282,1.78248369783084e-15,NA,NA,NA,NA,NA,NA,"prey205",5,"TAindex",2,53
"422","10yrs10ages",0.056752707999792,1.72734147532588e-303,NA,NA,NA,0.0192024893977734,NA,NA,"prey1010",10,"TAindex",3,53
"423","20yrs5ages",0.0317038440581291,1.73958985858633e-151,NA,NA,NA,1.73958985858633e-151,0.0181872425267674,NA,"prey520",20,"TAindex",4,53
"424","25yrs4ages",0.0150873132098489,1.73958985858633e-151,NA,NA,NA,1.73958985858633e-151,1.73958985858633e-151,0.0237351531994371,"prey425",25,"TAindex",5,53
"425","5yrs20ages",1.02650251802516,0.262605293281655,0.035976260979696,1.42030968612738,0.973999231643731,NA,NA,NA,"prey205",5,"hier",2,54
"426","10yrs10ages",0.0653528174642964,0.0795771316156211,0.01,3.75479110340818,0.998723271093403,0.316410160734452,NA,NA,"prey1010",10,"hier",3,54
"427","20yrs5ages",0.0690081572805471,0.0664872158549594,0.01,2.50647572865266,0.996294369713455,0,0.159042304970151,NA,"prey520",20,"hier",4,54
"428","25yrs4ages",0.0729655672612482,0.0229044109989758,0.01,2.40982895526104,0.999045222325372,0.01972753834625,6.47140644105648e-195,0.0653943940005207,"prey425",25,"hier",5,54
"429","5yrs20ages",0.101385218150347,0.140160394720624,NA,NA,NA,NA,NA,NA,"prey205",5,"TAindex",2,54
"430","10yrs10ages",0.0720192029923481,0,NA,NA,NA,0.149939105431705,NA,NA,"prey1010",10,"TAindex",3,54
"431","20yrs5ages",0.234665640736049,0.096437343528489,NA,NA,NA,0,0,NA,"prey520",20,"TAindex",4,54
"432","25yrs4ages",0.515442850511395,0.0995314685807815,NA,NA,NA,0,0,0,"prey425",25,"TAindex",5,54
"433","5yrs20ages",3.22007792362626,1.95650617865963,0.01,1.41960840642037,0.99789672995497,NA,NA,NA,"prey205",5,"hier",2,55
"434","10yrs10ages",0.128931585467376,0.219847551878162,0.01,3.63772970053228,0.998473925761923,1.44920995641795e-23,NA,NA,"prey1010",10,"hier",3,55
"435","20yrs5ages",0.165911178721906,0.139086142769544,0.01,3.48812039016827,0.999581672543711,0,6.78518197194889e-113,NA,"prey520",20,"hier",4,55
"436","25yrs4ages",0.121734187151522,0.0249129951061453,0.01,2.61985220907336,0.997839121087658,0.00817359780343322,0.00139416810541918,0.0617772213818649,"prey425",25,"hier",5,55
"437","5yrs20ages",0.0950726068460581,2.40741236324407e-238,NA,NA,NA,NA,NA,NA,"prey205",5,"TAindex",2,55
"438","10yrs10ages",0.0800574610804564,0,NA,NA,NA,0.120823058437771,NA,NA,"prey1010",10,"TAindex",3,55
"439","20yrs5ages",0.317745391931445,0.0714077961330245,NA,NA,NA,1.25979680706037e-99,1.72734147532588e-303,NA,"prey520",20,"TAindex",4,55
"440","25yrs4ages",0.300167551371567,0.070925782970734,NA,NA,NA,0.0174226722346057,0.000597433765674676,0,"prey425",25,"TAindex",5,55
"441","5yrs20ages",1.04814537805208,0.257712605313576,0.0102698115566275,1.20691227387424,0.971649742680737,NA,NA,NA,"prey205",5,"hier",2,56
"442","10yrs10ages",0.024020688143482,0.00609319065479819,0.01,2.38490347901736,0.986161399638543,0.119119141539647,NA,NA,"prey1010",10,"hier",3,56
"443","20yrs5ages",0.0207368476462391,0.0107543875642255,0.01,2.68811370338148,0.996766545274439,0.124047594306404,6.05143924918802e-36,NA,"prey520",20,"hier",4,56
"444","25yrs4ages",0.0331464874564449,0.0168610188543447,0.01,2.55728859216651,0.999432387789861,0.0507892864390179,0.0201147129040279,0.0204086503713341,"prey425",25,"hier",5,56
"445","5yrs20ages",0.159035326820036,0.0897220494557161,NA,NA,NA,NA,NA,NA,"prey205",5,"TAindex",2,56
"446","10yrs10ages",0.0129866192938065,6.47140644105648e-195,NA,NA,NA,0.087847083746443,NA,NA,"prey1010",10,"TAindex",3,56
"447","20yrs5ages",0.0138713985033032,4.56371375888649e-117,NA,NA,NA,0.0738368000447212,0,NA,"prey520",20,"TAindex",4,56
"448","25yrs4ages",0.0221179243541416,7.4821409649783e-26,NA,NA,NA,0.0865895470931878,0,0,"prey425",25,"TAindex",5,56
"449","5yrs20ages",1.15360705383543,4.35904543374421,0.01,2.12259233735275,0.999709616608114,NA,NA,NA,"prey205",5,"hier",2,57
"450","10yrs10ages",0.0400160360482736,0.0362483650828451,0.01,3.86288265342821,0.998073482533063,0.230333744313144,NA,NA,"prey1010",10,"hier",3,57
"451","20yrs5ages",0.0567695104961196,0.0539765990497079,0.01,2.2432336562209,0.996628535794042,0,0.114612844529938,NA,"prey520",20,"hier",4,57
"452","25yrs4ages",0.0725661919679849,0.0451290281909227,0.01,2.26690537095304,0.998846796365263,0.0177556447960874,2.40741236324407e-238,0.02446629930403,"prey425",25,"hier",5,57
"453","5yrs20ages",0.110621988577137,2.40741236324407e-238,NA,NA,NA,NA,NA,NA,"prey205",5,"TAindex",2,57
"454","10yrs10ages",0.0869278122432644,0,NA,NA,NA,0.167236694655343,NA,NA,"prey1010",10,"TAindex",3,57
"455","20yrs5ages",0.143318703409697,0,NA,NA,NA,0.339393340390473,0.00193942230044259,NA,"prey520",20,"TAindex",4,57
"456","25yrs4ages",0.297113290690457,0.123570667280295,NA,NA,NA,3.11180972719858e-264,1.44954966912129e-162,0,"prey425",25,"TAindex",5,57
"457","5yrs20ages",0.615572437516902,0.377880319746074,0.120779375827012,1.05663281740234,0.985177413148549,NA,NA,NA,"prey205",5,"hier",2,58
"458","10yrs10ages",0.0545165725596476,0.00205400842932168,0.01,2.31278905257227,0.966682291807909,0.486191004256747,NA,NA,"prey1010",10,"hier",3,58
"459","20yrs5ages",0.00970064292878465,0.0047716773342166,0.01,2.11658439405765,0.990065143856703,0.314420385902266,0.0220332328091173,NA,"prey520",20,"hier",4,58
"460","25yrs4ages",0.00700736088227891,0.00946107203080757,0.01,1.59801634531111,0.994620903893165,0.382929092849163,0.0393025422673068,0,"prey425",25,"hier",5,58
"461","5yrs20ages",0.0834883409251114,0,NA,NA,NA,NA,NA,NA,"prey205",5,"TAindex",2,58
"462","10yrs10ages",0.0341463937609051,0,NA,NA,NA,0.159847201571122,NA,NA,"prey1010",10,"TAindex",3,58
"463","20yrs5ages",0.0880160639498322,0.000846317602933278,NA,NA,NA,0.165144661658135,0,NA,"prey520",20,"TAindex",4,58
"464","25yrs4ages",0.110650996853952,0.001282150032954,NA,NA,NA,0.150384745201226,0,9.28202991499006e-75,"prey425",25,"TAindex",5,58
"465","5yrs20ages",0.0815980545082517,0.168791088538959,0.01,2.73899239173383,0.9790983657428,NA,NA,NA,"prey205",5,"hier",2,59
"466","10yrs10ages",0.00554294311923928,2.44068028577548e-31,0.01,3.70107320939172,0.992952670457108,0.0135518650202422,NA,NA,"prey1010",10,"hier",3,59
"467","20yrs5ages",0.00702328601636229,0,0.01,3.38809650229643,0.996210866144908,0.0154366471508396,8.08007068961861e-179,NA,"prey520",20,"hier",4,59
"468","25yrs4ages",1.0825869137592e-08,1.73958985858633e-151,0.01,3.45758048040856,0.99359188813658,0.0100580533780098,0.00776347746729375,1.73958985858633e-151,"prey425",25,"hier",5,59
"469","5yrs20ages",0.0801234496575245,0.12903412015467,NA,NA,NA,NA,NA,NA,"prey205",5,"TAindex",2,59
"470","10yrs10ages",0.0149431485160965,0,NA,NA,NA,0.0357233815431502,NA,NA,"prey1010",10,"TAindex",3,59
"471","20yrs5ages",1.28435080484386e-14,2.30363310093958e-63,NA,NA,NA,0.0182724276614634,0.0138555180066874,NA,"prey520",20,"TAindex",4,59
"472","25yrs4ages",9.01926115728654e-130,9.01926115728654e-130,NA,NA,NA,0.0161363573836222,0.0126899831760481,9.01926115728654e-130,"prey425",25,"TAindex",5,59
"473","5yrs20ages",0.0855713395484048,0.176475942094151,0.01,2.54992698306737,0.970869546887268,NA,NA,NA,"prey205",5,"hier",2,60
"474","10yrs10ages",0.0108833396149557,1.40065243556562e-90,0.01,3.49637702647066,0.995539559043222,0.0256444799902396,NA,NA,"prey1010",10,"hier",3,60
"475","20yrs5ages",0.0195095076066922,1.03019420122921e-37,0.01,2.97756901986432,0.996792386011423,0.0258037990890714,5.62932523069257e-09,NA,"prey520",20,"hier",4,60
"476","25yrs4ages",1.21204342762293e-11,0,0.01,3.12783696757644,0.996322259883751,0.0135632515791511,0.0210508887373089,0,"prey425",25,"hier",5,60
"477","5yrs20ages",0.174399387183654,2.366279465521e-10,NA,NA,NA,NA,NA,NA,"prey205",5,"TAindex",2,60
"478","10yrs10ages",0.025365266250758,0,NA,NA,NA,0.0382986153905556,NA,NA,"prey1010",10,"TAindex",3,60
"479","20yrs5ages",1.95403603397427e-22,2.14865658522503e-108,NA,NA,NA,0.013309043267159,0.0293325945789063,NA,"prey520",20,"TAindex",4,60
"480","25yrs4ages",4.87970245137469e-12,4.69391944403157e-53,NA,NA,NA,0.0136317080020052,0.0296997773059853,4.69391944403157e-53,"prey425",25,"TAindex",5,60
"481","5yrs20ages",0.431950823289936,1.41681273124726,0.01,1.57235363366148,0.991520902918756,NA,NA,NA,"prey205",5,"hier",2,61
"482","10yrs10ages",0.0227957848491962,0.00619755440478977,0.01,2.83449905061108,0.991490282779524,0.0944171023615952,NA,NA,"prey1010",10,"hier",3,61
"483","20yrs5ages",0.013815603354096,0.0432987900913843,0.01,2.70030141605438,0.997582013376647,0.00385844988206978,0.0263045506463324,NA,"prey520",20,"hier",4,61
"484","25yrs4ages",7.96635351322157e-10,0.012223409708921,0.01,2.52924262750233,0.997945584365297,0.0365037335543841,0.0190054722067393,0.022600057441405,"prey425",25,"hier",5,61
"485","5yrs20ages",0,3.47023581782359e-22,NA,NA,NA,NA,NA,NA,"prey205",5,"TAindex",2,61
"486","10yrs10ages",0.0292444991789191,0,NA,NA,NA,0.081416796325195,NA,NA,"prey1010",10,"TAindex",3,61
"487","20yrs5ages",0.047271132050558,1.12517650069683e-13,NA,NA,NA,0.0748709237963939,2.73824854355569e-14,NA,"prey520",20,"TAindex",4,61
"488","25yrs4ages",2.7427043481019e-59,4.53924312238129e-12,NA,NA,NA,0.0903244301474973,2.7427043481019e-59,0.0355650013927064,"prey425",25,"TAindex",5,61
"489","5yrs20ages",0.836618704268775,0.439409880891682,0.0340374070090851,1.20612485322989,0.982440640968252,NA,NA,NA,"prey205",5,"hier",2,62
"490","10yrs10ages",0.0119995920537191,0.00550313816272303,0.01,3.15369398138925,0.989219906070276,0.166784476234381,NA,NA,"prey1010",10,"hier",3,62
"491","20yrs5ages",0.0130930153658442,0.0464096129914047,0.01,2.44739807203019,0.995770433922971,0.0184197797108586,0.0267061883762849,NA,"prey520",20,"hier",4,62
"492","25yrs4ages",0.0109301795334389,0.0536218766177617,0.01,1.8119489989133,0.998588658193397,0.0418814345847717,0.033526830148661,2.8692382620367e-07,"prey425",25,"hier",5,62
"493","5yrs20ages",4.79221585279143e-53,3.52625079134599e-23,NA,NA,NA,NA,NA,NA,"prey205",5,"TAindex",2,62
"494","10yrs10ages",0.0209380154639129,8.95575689687982e-282,NA,NA,NA,0.107764025883482,NA,NA,"prey1010",10,"TAindex",3,62
"495","20yrs5ages",0.0445501261978055,0.00767813459939606,NA,NA,NA,0.0955494417571278,1.72995179607632e-07,NA,"prey520",20,"TAindex",4,62
"496","25yrs4ages",1.73958985858633e-151,9.2642285837043e-29,NA,NA,NA,0.0981009070027841,1.33692698504729e-30,0.0173904036164051,"prey425",25,"TAindex",5,62
"497","5yrs20ages",0.987570181224975,0.269067790878975,0.0451085449649373,1.42070218799794,0.972523547433401,NA,NA,NA,"prey205",5,"hier",2,63
"498","10yrs10ages",0.377502711720654,0.966173657879504,0.01,2.68241284450118,0.998767553779958,0,NA,NA,"prey1010",10,"hier",3,63
"499","20yrs5ages",0.0988510110648696,0.0401789277095611,0.01,2.39388374679974,0.99389656950814,1.72734147532588e-303,0.206689372251627,NA,"prey520",20,"hier",4,63
"500","25yrs4ages",0.0986719977565988,0.0221303707720608,0.01,2.72619665359244,0.998840549992507,0.014628521185148,1.72734147532588e-303,0.0526955800766253,"prey425",25,"hier",5,63
"501","5yrs20ages",1.54697493992973e-177,4.90683279626461e-07,NA,NA,NA,NA,NA,NA,"prey205",5,"TAindex",2,63
"502","10yrs10ages",0.0932957330159613,1.12675023930636e-268,NA,NA,NA,0.204426299365845,NA,NA,"prey1010",10,"TAindex",3,63
"503","20yrs5ages",0.30577484145131,0.116100077486934,NA,NA,NA,0,0,NA,"prey520",20,"TAindex",4,63
"504","25yrs4ages",0.50159856737883,0.125383719902684,NA,NA,NA,1.31565207458274e-242,0,0,"prey425",25,"TAindex",5,63
"505","5yrs20ages",3.65637220265829,2.83620671771509,0.01,2.85533665637523,0.999727361014114,NA,NA,NA,"prey205",5,"hier",2,64
"506","10yrs10ages",0.0280851174630077,0.0233374310000801,0.01,3.30025372835554,0.992547814278996,0.217169939948508,NA,NA,"prey1010",10,"hier",3,64
"507","20yrs5ages",0.0726661192459182,0.0957008911978806,0.01,2.48562796279077,0.99766411763213,0,0.0224891377707653,NA,"prey520",20,"hier",4,64
"508","25yrs4ages",0,0,0.01,2.67424201295196,0.993698841183072,0.165389168589793,5.14858367399086e-252,0.0172746777690903,"prey425",25,"hier",5,64
"509","5yrs20ages",2.88885204731019e-23,0.000621001486128073,NA,NA,NA,NA,NA,NA,"prey205",5,"TAindex",2,64
"510","10yrs10ages",0.0408943176537636,0,NA,NA,NA,0.140579575420503,NA,NA,"prey1010",10,"TAindex",3,64
"511","20yrs5ages",0.00867355252033609,2.18825484476386e-160,NA,NA,NA,0.0276096344291536,0.137129711973172,NA,"prey520",20,"TAindex",4,64
"512","25yrs4ages",0,0.177980560640068,NA,NA,NA,0.0406248424137939,0.0683220269669123,2.29309042453979e-21,"prey425",25,"TAindex",5,64
"513","5yrs20ages",0.514500321656702,0.84755851509172,0.121634339381572,1.14031876676916,0.986626558171732,NA,NA,NA,"prey205",5,"hier",2,65
"514","10yrs10ages",0.00967400316185738,0.0052561333279646,0.01,2.97922364200998,0.971021285739247,0.695836629941234,NA,NA,"prey1010",10,"hier",3,65
"515","20yrs5ages",0.0214815271973744,0.0554564637301993,0.01,1.30601086660476,0.98418006978358,0.206688175202695,0.147352323670069,NA,"prey520",20,"hier",4,65
"516","25yrs4ages",0.0116893223761574,0.0849906486361723,0.01,1.17689048647862,0.991544726751787,0.235200776354733,0.148298594627802,0.00105984222626591,"prey425",25,"hier",5,65
"517","5yrs20ages",0.141331247145803,0,NA,NA,NA,NA,NA,NA,"prey205",5,"TAindex",2,65
"518","10yrs10ages",0.0596278140499682,5.86278657823321e-66,NA,NA,NA,0.130095731512518,NA,NA,"prey1010",10,"TAindex",3,65
"519","20yrs5ages",0.129727476921985,1.84975749741045e-221,NA,NA,NA,0.261333847802631,0,NA,"prey520",20,"TAindex",4,65
"520","25yrs4ages",0.258630359047068,0.264376782175075,NA,NA,NA,0.00937625526703349,0,0,"prey425",25,"TAindex",5,65
"521","5yrs20ages",0.991100005349948,0.408133189966169,0.0325726199335951,1.00501440623626,0.982752809276937,NA,NA,NA,"prey205",5,"hier",2,66
"522","10yrs10ages",0.0352496580776116,0.0268658164776482,0.01,3.85318315388374,0.998173235067421,0.195346549002809,NA,NA,"prey1010",10,"hier",3,66
"523","20yrs5ages",0.0577609257865772,0.0348596479859315,0.01,2.55456334198599,0.994995144646973,0,0.0804170888854618,NA,"prey520",20,"hier",4,66
"524","25yrs4ages",0.0628113799443396,0.0240696555647896,0.01,2.57626012860396,0.999020070021458,0.0198634122938991,4.64329622959346e-260,0.017816441083924,"prey425",25,"hier",5,66
"525","5yrs20ages",0.167011699309413,2.98930191464955e-82,NA,NA,NA,NA,NA,NA,"prey205",5,"TAindex",2,66
"526","10yrs10ages",0.0653432955551624,8.86791227702778e-271,NA,NA,NA,0.125819952786333,NA,NA,"prey1010",10,"TAindex",3,66
"527","20yrs5ages",0.167386177586685,0.105266758923897,NA,NA,NA,2.7427043481019e-59,2.40741236324407e-238,NA,"prey520",20,"TAindex",4,66
"528","25yrs4ages",0.201131260193242,0.0687331529917569,NA,NA,NA,0.000991194869503067,8.95575689687982e-282,8.95575689687982e-282,"prey425",25,"TAindex",5,66
"529","5yrs20ages",0.676365361028154,0.343094828053738,0.13496267506963,1.19459601748493,0.984706478857327,NA,NA,NA,"prey205",5,"hier",2,67
"530","10yrs10ages",0.586037448075732,0.159078452520299,0.0137423573900386,0.853866249214101,0.997889008241075,1.51635656206928,NA,NA,"prey1010",10,"hier",3,67
"531","20yrs5ages",0.0853420478533505,0.413504645372591,0.01,0.934084094412135,0.994249171318943,0,0.138996168309319,NA,"prey520",20,"hier",4,67
"532","25yrs4ages",0.0143034854813169,0.060356555109884,0.01,1.31303218506271,0.994242371246641,0.451152321517716,0.0813748933950364,0,"prey425",25,"hier",5,67
"533","5yrs20ages",0,1.34353822349692e-09,NA,NA,NA,NA,NA,NA,"prey205",5,"TAindex",2,67
"534","10yrs10ages",0.0526325805245079,1.19964604449383e-203,NA,NA,NA,0.210285756847287,NA,NA,"prey1010",10,"TAindex",3,67
"535","20yrs5ages",0.120537727522087,0,NA,NA,NA,0.249558310285234,0,NA,"prey520",20,"TAindex",4,67
"536","25yrs4ages",0.273878653683756,0.23128440822051,NA,NA,NA,0.0285334352043887,0,0,"prey425",25,"TAindex",5,67
"537","5yrs20ages",1.02419993374665,0.378856041310052,0.210445705815465,0.842767949515417,0.979000761120022,NA,NA,NA,"prey205",5,"hier",2,68
"538","10yrs10ages",0.534904428506798,0.329482964903412,0.01,0.762572102999203,0.994721986616549,0.797978778037484,NA,NA,"prey1010",10,"hier",3,68
"539","20yrs5ages",0.00344731397875412,0.00144348049276848,0.01,1.46563804173033,0.991972008310045,0.445105262292693,0.032493247110735,NA,"prey520",20,"hier",4,68
"540","25yrs4ages",0.0179203500202265,6.47140644105648e-195,0.01,2.33739540329077,0.993828381292439,0.373401943388605,0.0103870587770889,0.00750735278611505,"prey425",25,"hier",5,68
"541","5yrs20ages",1.33050605950714e-18,5.86565085608299e-101,NA,NA,NA,NA,NA,NA,"prey205",5,"TAindex",2,68
"542","10yrs10ages",0.00417371428310568,0,NA,NA,NA,0.185999320379799,NA,NA,"prey1010",10,"TAindex",3,68
"543","20yrs5ages",0.0923019284791349,7.04813220659376e-83,NA,NA,NA,0.19276238913848,8.95575689687982e-282,NA,"prey520",20,"TAindex",4,68
"544","25yrs4ages",0.0598004261723178,0,NA,NA,NA,0.364691773372923,0,1.23840015907234e-265,"prey425",25,"TAindex",5,68
"545","5yrs20ages",0.552544421917717,0.378601671785436,0.289760501352689,0.943694202578334,0.974379530703807,NA,NA,NA,"prey205",5,"hier",2,69
"546","10yrs10ages",0.118714222023899,0.382266048128447,0.0455017144914937,1.21425830474112,0.991382708954575,1.75745411512929,NA,NA,"prey1010",10,"hier",3,69
"547","20yrs5ages",0.284095305391261,0.354921546606836,0.0111930757062962,2.07001298551667,0.999179344869781,1.35243626384885,3.33169673491087,NA,"prey520",20,"hier",4,69
"548","25yrs4ages",0.325125265885338,0,0.01,1.24996766547615,0.999266935974559,1.51856230153755,1.63708467532089,1.67618672118716,"prey425",25,"hier",5,69
"549","5yrs20ages",0.220937606153235,1.9284183937824e-21,NA,NA,NA,NA,NA,NA,"prey205",5,"TAindex",2,69
"550","10yrs10ages",0.0878118726460741,0,NA,NA,NA,0.170327680530462,NA,NA,"prey1010",10,"TAindex",3,69
"551","20yrs5ages",0.0957455021957376,0.395869576180912,NA,NA,NA,0.067732597814846,0.00934271245647209,NA,"prey520",20,"TAindex",4,69
"552","25yrs4ages",0.16184215806376,0.242666627432294,NA,NA,NA,0.00704966257031855,0,0,"prey425",25,"TAindex",5,69
"553","5yrs20ages",1.07479843747902,0.294432499748873,0.0432597722147021,1.45471832898551,0.979844823109571,NA,NA,NA,"prey205",5,"hier",2,70
