"","rowname","phi1","phi2","phi3","phi4","phi5","phi6","phi7","phi8","phi9","phi10","ve","sigma2","rho","tslength","approach","maxE","iter"
"138","10yrs10ages",0.737571200503856,0.107804404295095,0.115423729934851,NA,NA,NA,NA,NA,NA,NA,0.01,2.13231092026022,0.975285461852335,10,"hier",3,28
"139","20yrs5ages",0.384555934562654,0.00135482458403931,0.0261408437905494,0.551486792407028,NA,NA,NA,NA,NA,NA,0.01,2.16949168563723,0.974870261140018,20,"hier",4,28
"140","25yrs4ages",0.31250923049556,0.0051355937898513,0.00450632700033508,0.0641887576642513,9.68419411334995e-113,NA,NA,NA,NA,NA,0.01,3.06585626664334,0.999563397335569,25,"hier",5,28
"141","N_total",0.115399423882198,0.289824493379028,1.60068831252392e-97,1.72734147532588e-303,1.72734147532588e-303,1.72734147532588e-303,1.72734147532588e-303,1.72734147532588e-303,1.72734147532588e-303,1.72734147532588e-303,0.01,2.95133243122548,0.499999826518018,100,"TAindex",10,29
"142","5yrs20ages",1.73086439886307,0.464856281317623,NA,NA,NA,NA,NA,NA,NA,NA,0.0472776348931439,1.52917430654037,0.993314633679367,5,"hier",2,29
"143","10yrs10ages",0.737405312608427,0.107682508521888,0.115461623147867,NA,NA,NA,NA,NA,NA,NA,0.01,2.13319971903177,0.975270709369569,10,"hier",3,29
"144","20yrs5ages",0.386494478374906,0.00128683053111262,0.0260023547928376,0.539613330661742,NA,NA,NA,NA,NA,NA,0.01,2.19510407374724,0.975106068714885,20,"hier",4,29
"145","25yrs4ages",0.31770569470497,0.00540801415999146,0.00461993375804552,0.0640333778283752,2.20622480868511e-156,NA,NA,NA,NA,NA,0.01,3.06268187610278,0.999568569876901,25,"hier",5,29
"146","N_total",0.112749601842404,0.290651776043136,8.69005635696949e-34,3.35523367526795e-173,3.35523367526795e-173,3.35523367526795e-173,3.35523367526795e-173,3.35523367526795e-173,3.35523367526795e-173,3.35523367526795e-173,0.01,2.97782870589545,0.499999826518018,100,"TAindex",10,30
"147","5yrs20ages",1.71481076945099,0.457145910020224,NA,NA,NA,NA,NA,NA,NA,NA,0.0458182136316278,1.60971388954686,0.993333660254241,5,"hier",2,30
"148","10yrs10ages",0.844079498542232,0.0988549196310204,0.124165900371531,NA,NA,NA,NA,NA,NA,NA,0.01,2.08482994982792,0.972551803745454,10,"hier",3,30
"149","20yrs5ages",0.306593931939077,0.00153949907807147,0.0230792037297034,0.819543648073782,NA,NA,NA,NA,NA,NA,0.01,1.7545450431129,0.95685354383718,20,"hier",4,30
"150","25yrs4ages",0.290534560497127,0.00465074343008571,0.00262820566908455,0.0689985896292446,9.01675118739206e-52,NA,NA,NA,NA,NA,0.01,2.97607027211419,0.999641779507069,25,"hier",5,30
"151","N_total",0.113241189749603,0.294683626207539,2.30363310093958e-63,2.30363310093958e-63,2.30363310093958e-63,2.30363310093958e-63,2.30363310093958e-63,2.30363310093958e-63,2.30363310093958e-63,2.30363310093958e-63,0.01,2.97060700628555,0.499999826518018,100,"TAindex",10,31
"152","5yrs20ages",1.74233443780414,0.454194835471429,NA,NA,NA,NA,NA,NA,NA,NA,0.0454807915713972,1.60077443548496,0.993402462385168,5,"hier",2,31
"153","10yrs10ages",0.735821795976589,0.107899406321466,0.11504835666857,NA,NA,NA,NA,NA,NA,NA,0.01,2.13399173173937,0.975412339254532,10,"hier",3,31
"154","20yrs5ages",0.377803835697436,0.00157369011833914,0.0267146987046741,0.589543140465771,NA,NA,NA,NA,NA,NA,0.01,2.08707228918631,0.974058084849522,20,"hier",4,31
"155","25yrs4ages",0.304312959052841,0.00468572118894934,0.00417272474503042,0.0637487467872613,1.19299385211574e-229,NA,NA,NA,NA,NA,0.01,3.05851544738768,0.999544367289537,25,"hier",5,31
"156","N_total",0.114799138360489,0.289194862143283,5.9847712812905e-48,1.24817241893004e-216,1.24817241893004e-216,1.24817241893004e-216,1.24817241893004e-216,1.24817241893004e-216,1.24817241893004e-216,1.24817241893004e-216,0.01,2.96027302858748,0.499999826518018,100,"TAindex",10,32
"157","5yrs20ages",1.72443926794429,0.460657976849924,NA,NA,NA,NA,NA,NA,NA,NA,0.047269605549382,1.5426594644652,0.993203541289916,5,"hier",2,32
"158","10yrs10ages",0.724015261238708,0.106823386736958,0.114854379456955,NA,NA,NA,NA,NA,NA,NA,0.01,2.14037469270722,0.975281138359119,10,"hier",3,32
"159","20yrs5ages",0.386962325098939,0.00143448925438879,0.0267976819671944,0.546468485972112,NA,NA,NA,NA,NA,NA,0.01,2.16751655210255,0.975729666460444,20,"hier",4,32
"160","25yrs4ages",0.330388271863523,0.00701542754822797,0.00450850478137222,0.0655588104226626,4.79115787799224e-28,NA,NA,NA,NA,NA,0.01,3.00599681716023,0.999578381812945,25,"hier",5,32
"161","N_total",0.115287626646437,0.291189048044452,4.82674997479968e-24,9.01926115728654e-130,9.01926115728654e-130,9.01926115728654e-130,9.01926115728654e-130,9.01926115728654e-130,9.01926115728654e-130,9.01926115728654e-130,0.01,2.93982341971516,0.499999826518018,100,"TAindex",10,33
"162","5yrs20ages",1.7295174874413,0.457626049780398,NA,NA,NA,NA,NA,NA,NA,NA,0.0469133824916936,1.55352730929972,0.993323303429352,5,"hier",2,33
"163","10yrs10ages",0.732476167452342,0.107467061921709,0.115156087925631,NA,NA,NA,NA,NA,NA,NA,0.01,2.13568476004643,0.975317230439847,10,"hier",3,33
"164","20yrs5ages",0.384539315316979,0.00140617834611752,0.0264262998198079,0.553682870933901,NA,NA,NA,NA,NA,NA,0.01,2.15929767167837,0.975088081465747,20,"hier",4,33
"165","25yrs4ages",0.315016865924651,0.00536597712012537,0.00446004568485127,0.0640097998335106,1.52017471440528e-23,NA,NA,NA,NA,NA,0.01,3.04145165950674,0.999565660118071,25,"hier",5,33
"166","N_total",0.113851890813495,0.29302894935788,9.80542730210157e-76,9.80542730210157e-76,9.80542730210157e-76,9.80542730210157e-76,9.80542730210157e-76,9.80542730210157e-76,9.80542730210157e-76,9.80542730210157e-76,0.01,2.96453447191232,0.500000076493016,100,"TAindex",10,34
"167","5yrs20ages",1.73466060029419,0.453884801002129,NA,NA,NA,NA,NA,NA,NA,NA,0.0462643569237955,1.57801556880238,0.993395726022075,5,"hier",2,34
"168","10yrs10ages",0.735157036585373,0.107750075186721,0.11516330858479,NA,NA,NA,NA,NA,NA,NA,0.01,2.13364620236245,0.975353100401097,10,"hier",3,34
"169","20yrs5ages",0.381236490119184,0.0014780687798554,0.026513992490975,0.570942795980962,NA,NA,NA,NA,NA,NA,0.01,2.12483995101372,0.974522550409421,20,"hier",4,34
"170","25yrs4ages",0.307677963523138,0.00501619094160858,0.00433179326579212,0.0640494897841312,6.16894510780806e-32,NA,NA,NA,NA,NA,0.01,3.07424575710118,0.99955629602165,25,"hier",5,34
"171","N_total",0.115839608299178,0.287991140069557,1.41628002298507e-97,1.72734147532588e-303,1.72734147532588e-303,1.72734147532588e-303,1.72734147532588e-303,1.72734147532588e-303,1.72734147532588e-303,1.72734147532588e-303,0.01,2.94588743178232,0.499999826518018,100,"TAindex",10,35
"172","5yrs20ages",1.73226240460582,0.483156618253422,NA,NA,NA,NA,NA,NA,NA,NA,0.0476480892306923,1.49626972051392,0.993100788020307,5,"hier",2,35
"173","10yrs10ages",0.730962492265362,0.107221519858293,0.11529648516011,NA,NA,NA,NA,NA,NA,NA,0.01,2.13618256533057,0.975224268110981,10,"hier",3,35
"174","20yrs5ages",0.386813755744874,0.00124494218615248,0.0255235633781023,0.515168818816192,NA,NA,NA,NA,NA,NA,0.01,2.27908791958506,0.976416339780437,20,"hier",4,35
"175","25yrs4ages",0.600969361964371,0.213990086942633,0,0,0,NA,NA,NA,NA,NA,0.01,3.09674187300425,0.999796677600378,25,"hier",5,35
"176","N_total",0.116047752754777,0.28929311957141,3.7349990028795e-160,0,0,0,0,0,0,0,0.01,2.94266734624303,0.500000076493016,100,"TAindex",10,36
"177","5yrs20ages",1.7380924980587,0.479288677743031,NA,NA,NA,NA,NA,NA,NA,NA,0.0473853810481865,1.5028631173026,0.993283933167361,5,"hier",2,36
"178","10yrs10ages",0.744188142056093,0.107985169815981,0.115899361925427,NA,NA,NA,NA,NA,NA,NA,0.01,2.12827880142915,0.975208285175928,10,"hier",3,36
"179","20yrs5ages",0.388134993742848,0.00116927741517118,0.0255716620158041,0.52855191276532,NA,NA,NA,NA,NA,NA,0.01,2.22359432652987,0.974964078624744,20,"hier",4,36
"180","25yrs4ages",0.582779393402726,0.0415844048220731,2.62821559763055e-54,0.0635438135152398,0,NA,NA,NA,NA,NA,0.01,2.45884745300778,0.999678011098339,25,"hier",5,36
"181","N_total",0.111331541321693,0.298264241336815,2.14865658522503e-108,2.14865658522503e-108,2.14865658522503e-108,2.14865658522503e-108,2.14865658522503e-108,2.14865658522503e-108,2.14865658522503e-108,2.14865658522503e-108,0.01,2.99584801665474,0.500000076493016,100,"TAindex",10,37
"182","5yrs20ages",1.75997591458371,0.463141081677351,NA,NA,NA,NA,NA,NA,NA,NA,0.0438449896990187,1.63672708257006,0.993295495885514,5,"hier",2,37
"183","10yrs10ages",0.73499399143825,0.108050806979796,0.114776701549413,NA,NA,NA,NA,NA,NA,NA,0.01,2.13436183872795,0.975504256205377,10,"hier",3,37
"184","20yrs5ages",0.371718900021526,0.00176098842287824,0.0272129972906436,0.623011276021565,NA,NA,NA,NA,NA,NA,0.01,2.02084500797881,0.973369636972403,20,"hier",4,37
"185","25yrs4ages",0.300295784768087,0.00427779606189984,0.00396234535196457,0.0639528846830852,6.73060705257011e-152,NA,NA,NA,NA,NA,0.01,3.04403503807215,0.999537893440069,25,"hier",5,37
"186","N_total",0.116851288521761,0.291997086832474,2.48278343325194e-20,2.14865658522503e-108,2.14865658522503e-108,2.14865658522503e-108,2.14865658522503e-108,2.14865658522503e-108,2.14865658522503e-108,2.14865658522503e-108,0.01,2.92715407399691,0.500000076493016,100,"TAindex",10,38
"187","5yrs20ages",1.73973726678013,0.464315552213565,NA,NA,NA,NA,NA,NA,NA,NA,0.0471108239982478,1.52616186767654,0.993539448877327,5,"hier",2,38
"188","10yrs10ages",0.757719850178814,0.108479611225254,0.116574093651655,NA,NA,NA,NA,NA,NA,NA,0.01,2.12144193469061,0.9751551065747,10,"hier",3,38
"189","20yrs5ages",0.384660609545533,0.00111520751451595,0.0249484922740846,0.540125641002741,NA,NA,NA,NA,NA,NA,0.01,2.21320620367908,0.973886259843841,20,"hier",4,38
"190","25yrs4ages",0.312969579923285,0.00467432319706649,0.00450045129631668,0.0641142928381172,0,NA,NA,NA,NA,NA,0.01,3.0895447497471,0.999559751079595,25,"hier",5,38
"191","N_total",0.116366510864195,0.291845086396957,3.35523367526795e-173,3.35523367526795e-173,3.35523367526795e-173,3.35523367526795e-173,3.35523367526795e-173,3.35523367526795e-173,3.35523367526795e-173,3.35523367526795e-173,0.01,2.94303230357393,0.499999826518018,100,"TAindex",10,39
"192","5yrs20ages",1.74141891173503,0.460779649191156,NA,NA,NA,NA,NA,NA,NA,NA,0.0469574285802117,1.53259763124319,0.993622987346767,5,"hier",2,39
"193","10yrs10ages",0.762353329966265,0.108536512432234,0.1168204555744,NA,NA,NA,NA,NA,NA,NA,0.01,2.11916781419071,0.975127011713808,10,"hier",3,39
"194","20yrs5ages",0.38323762151247,0.00109842851542155,0.0247495217243113,0.545195771079838,NA,NA,NA,NA,NA,NA,0.01,2.20679073627468,0.973449523691529,20,"hier",4,39
"195","25yrs4ages",0.311945910642245,0.00447892501651219,0.00441041407773969,0.0644640469550871,5.93059072692647e-113,NA,NA,NA,NA,NA,0.01,3.08247633352346,0.999554560119149,25,"hier",5,39
"196","N_total",0.11572872693022,0.291189048044452,4.82674997479968e-24,9.01926115728654e-130,9.01926115728654e-130,9.01926115728654e-130,9.01926115728654e-130,9.01926115728654e-130,9.01926115728654e-130,9.01926115728654e-130,0.01,2.95175177234014,0.499999826518018,100,"TAindex",10,40
"197","5yrs20ages",1.72797321856381,0.459505695786731,NA,NA,NA,NA,NA,NA,NA,NA,0.0471028775596814,1.54606129612056,0.993284340377956,5,"hier",2,40
"198","10yrs10ages",0.730781630955016,0.107348155095337,0.115119843906671,NA,NA,NA,NA,NA,NA,NA,0.01,2.1363438938987,0.975295727106645,10,"hier",3,40
"199","20yrs5ages",0.385755215119159,0.00139524242366267,0.0264829860584975,0.549044468699936,NA,NA,NA,NA,NA,NA,0.01,2.16759182928884,0.975291479621759,20,"hier",4,40
"200","25yrs4ages",0.595267878213212,0.214334731340011,0,0,0,NA,NA,NA,NA,NA,0.01,3.0769187156797,0.999796142801828,25,"hier",5,40
"201","N_total",0.112082872273671,0.309666346927716,4.64329622959346e-260,4.64329622959346e-260,4.64329622959346e-260,4.64329622959346e-260,4.64329622959346e-260,4.64329622959346e-260,4.64329622959346e-260,4.64329622959346e-260,0.01,2.98791280537944,0.499999826518018,100,"TAindex",10,41
"202","5yrs20ages",1.7373165203429,0.410650902860014,NA,NA,NA,NA,NA,NA,NA,NA,0.0436457741762673,1.71373390850109,0.994497450489285,5,"hier",2,41
"203","10yrs10ages",0.928505824843056,0.124683808853241,0.124909121503529,NA,NA,NA,NA,NA,NA,NA,0.01,1.9132133905035,0.975816218053116,10,"hier",3,41
"204","20yrs5ages",0.176522160768957,0.0044077185089319,0.0309118911680899,0.935545716081537,NA,NA,NA,NA,NA,NA,0.01,1.28126249037431,0.988313034112219,20,"hier",4,41
"205","25yrs4ages",0.370350909254066,0.00539060398063391,0.00635977560728096,0.00725270496275345,0.0751810156811993,NA,NA,NA,NA,NA,0.01,2.33936982544303,0.999487631261065,25,"hier",5,41
"206","N_total",0.111026534908224,0.301245202828532,2.14865658522503e-108,2.14865658522503e-108,2.14865658522503e-108,2.14865658522503e-108,2.14865658522503e-108,2.14865658522503e-108,2.14865658522503e-108,2.14865658522503e-108,0.01,2.99784563513301,0.500000076493016,100,"TAindex",10,42
"207","5yrs20ages",1.76796728107262,0.464868154273138,NA,NA,NA,NA,NA,NA,NA,NA,0.0432168889838568,1.65112714333325,0.993356504873453,5,"hier",2,42
"208","10yrs10ages",0.743782827453249,0.108585998503767,0.115063949692315,NA,NA,NA,NA,NA,NA,NA,0.01,2.13082554679459,0.975535548792678,10,"hier",3,42
"209","20yrs5ages",0.367480811827408,0.00174742719522827,0.0268235848619435,0.634905842725086,NA,NA,NA,NA,NA,NA,0.01,2.008637020748,0.97256218171343,20,"hier",4,42
"210","25yrs4ages",0.301022657408732,0.00411855532857581,0.00381237298981165,0.0644899424849601,0,NA,NA,NA,NA,NA,0.01,3.02241455808655,0.999532037292235,25,"hier",5,42
"211","N_total",0.114651387133595,0.290261795011668,1.60068831252392e-97,1.72734147532588e-303,1.72734147532588e-303,1.72734147532588e-303,1.72734147532588e-303,1.72734147532588e-303,1.72734147532588e-303,1.72734147532588e-303,0.01,2.96013652678902,0.499999826518018,100,"TAindex",10,43
"212","5yrs20ages",1.72812161769196,0.45924807182217,NA,NA,NA,NA,NA,NA,NA,NA,0.0470796638414976,1.5470862416593,0.993288148511183,5,"hier",2,43
"213","10yrs10ages",0.730857347087145,0.107355491856854,0.115111286091139,NA,NA,NA,NA,NA,NA,NA,0.01,2.13654951434451,0.975300754083359,10,"hier",3,43
"214","20yrs5ages",0.385614504319002,0.00139828857307751,0.0264808773190494,0.549701150298726,NA,NA,NA,NA,NA,NA,0.01,2.1662786946837,0.975270732523366,20,"hier",4,43
"215","25yrs4ages",0.59510390564432,0.214347352960379,0,0,0,NA,NA,NA,NA,NA,0.01,3.07655774523646,0.999796127130521,25,"hier",5,43
"216","N_total",0.115440866129357,0.290527066385301,3.48485943932454e-57,2.40741236324407e-238,2.40741236324407e-238,2.40741236324407e-238,2.40741236324407e-238,2.40741236324407e-238,2.40741236324407e-238,2.40741236324407e-238,0.01,2.94994374295559,0.500000076493016,100,"TAindex",10,44
"217","5yrs20ages",1.73215260741219,0.460402324802624,NA,NA,NA,NA,NA,NA,NA,NA,0.0471310591597724,1.53820254153474,0.993402956857404,5,"hier",2,44
"218","10yrs10ages",0.742838297596381,0.10802521308747,0.115697703678514,NA,NA,NA,NA,NA,NA,NA,0.01,2.12997896402044,0.975266738130104,10,"hier",3,44
"219","20yrs5ages",0.385208405155432,0.00126956846618992,0.0257902207661885,0.544429827522573,NA,NA,NA,NA,NA,NA,0.01,2.18899625530081,0.974692025352182,20,"hier",4,44
"220","25yrs4ages",0.318640414814976,0.00582683540739618,0.0043970397445547,0.065315647383633,2.28472275139034e-39,NA,NA,NA,NA,NA,0.01,3.0226170319943,0.999567247594222,25,"hier",5,44
"221","N_total",0.113826429083669,0.290925725277344,1.28248994757005e-116,0,0,0,0,0,0,0,0.01,2.97018006522617,0.500000076493016,100,"TAindex",10,45
"222","5yrs20ages",1.72928119513095,0.456569646322201,NA,NA,NA,NA,NA,NA,NA,NA,0.0465710168007137,1.56944134118876,0.993232800880622,5,"hier",2,45
"223","10yrs10ages",0.722775975019951,0.10683222943887,0.114687799664262,NA,NA,NA,NA,NA,NA,NA,0.01,2.14101580701122,0.975334824392114,10,"hier",3,45
"224","20yrs5ages",0.383697511558584,0.00155021564754283,0.0270980108078136,0.565611112637145,NA,NA,NA,NA,NA,NA,0.01,2.12700271393694,0.975394643161407,20,"hier",4,45
"225","25yrs4ages",0.308137431503517,0.00516450925439025,0.00449385443620436,0.0635006529889126,0,NA,NA,NA,NA,NA,0.01,3.07625340031034,0.999563480109387,25,"hier",5,45
"226","N_total",0.115547512473226,0.289150170979243,3.08338404685674e-57,2.40741236324407e-238,2.40741236324407e-238,2.40741236324407e-238,2.40741236324407e-238,2.40741236324407e-238,2.40741236324407e-238,2.40741236324407e-238,0.01,2.94519647881431,0.500000076493016,100,"TAindex",10,46
"227","5yrs20ages",1.72851998910536,0.470439664196919,NA,NA,NA,NA,NA,NA,NA,NA,0.0475339444238932,1.51705791308145,0.993194879760625,5,"hier",2,46
"228","10yrs10ages",0.731140745186611,0.107262273032874,0.115247534240685,NA,NA,NA,NA,NA,NA,NA,0.01,2.13610982450317,0.975243714805576,10,"hier",3,46
"229","20yrs5ages",0.388448862597911,0.0012997917976638,0.0262555518655639,0.532360669962978,NA,NA,NA,NA,NA,NA,0.01,2.20531210879385,0.975652643646907,20,"hier",4,46
"230","25yrs4ages",0.579885233819957,0.0429740059638363,6.09498464861649e-15,0.0626009676423411,5.88883367262638e-265,NA,NA,NA,NA,NA,0.01,2.4461177404063,0.999679980582887,25,"hier",5,46
"231","N_total",0.11572872693022,0.292303162155943,4.82674997479968e-24,9.01926115728654e-130,9.01926115728654e-130,9.01926115728654e-130,9.01926115728654e-130,9.01926115728654e-130,9.01926115728654e-130,9.01926115728654e-130,0.01,2.95175177234014,0.499999826518018,100,"TAindex",10,47
"232","5yrs20ages",1.7288452765548,0.45726507291768,NA,NA,NA,NA,NA,NA,NA,NA,0.0469530886453202,1.5536552541257,0.993324862404379,5,"hier",2,47
"233","10yrs10ages",0.732199381792651,0.107467331500779,0.115142336503567,NA,NA,NA,NA,NA,NA,NA,0.01,2.13575460604276,0.975311150530381,10,"hier",3,47
"234","20yrs5ages",0.38440252986176,0.00140414999190103,0.0264072087496319,0.552745014896206,NA,NA,NA,NA,NA,NA,0.01,2.16407592990904,0.975139216899951,20,"hier",4,47
"235","25yrs4ages",0.315967395735343,0.0055920393810257,0.00450725371190786,0.0645031776483544,5.58754488551018e-33,NA,NA,NA,NA,NA,0.01,3.03864302590088,0.99956454574322,25,"hier",5,47
"236","N_total",0.112359643305712,0.292493357960929,2.14865658522503e-108,2.14865658522503e-108,2.14865658522503e-108,2.14865658522503e-108,2.14865658522503e-108,2.14865658522503e-108,2.14865658522503e-108,2.14865658522503e-108,0.01,2.98566179306553,0.500000076493016,100,"TAindex",10,48
"237","5yrs20ages",1.72157714313656,0.456752721319504,NA,NA,NA,NA,NA,NA,NA,NA,0.0451221176427392,1.6285933453908,0.993351493664439,5,"hier",2,48
"238","10yrs10ages",0.838929705475158,0.100392763507592,0.123177985140079,NA,NA,NA,NA,NA,NA,NA,0.01,2.0883563212132,0.972961391471595,10,"hier",3,48
"239","20yrs5ages",0.309830615451662,0.00157884137679444,0.0233461528266122,0.810213088533707,NA,NA,NA,NA,NA,NA,0.01,1.76447441315757,0.957928679547121,20,"hier",4,48
"240","25yrs4ages",0.294038835268837,0.00475272870070519,0.00254620482935152,0.0706611399526941,6.4545627509647e-113,NA,NA,NA,NA,NA,0.01,2.94091704532652,0.999629155761462,25,"hier",5,48
"241","N_total",0.114961428756131,0.289884481491781,1.50299077636999e-28,1.73958985858633e-151,1.73958985858633e-151,1.73958985858633e-151,1.73958985858633e-151,1.73958985858633e-151,1.73958985858633e-151,1.73958985858633e-151,0.01,2.94360788485891,0.500000076493016,100,"TAindex",10,49
"242","5yrs20ages",1.73526497183296,0.474040272579653,NA,NA,NA,NA,NA,NA,NA,NA,0.0473755216751624,1.51092430802685,0.993291301183452,5,"hier",2,49
"243","10yrs10ages",0.74142022027184,0.107817306224087,0.115696703700787,NA,NA,NA,NA,NA,NA,NA,0.01,2.13134108395188,0.975242537988518,10,"hier",3,49
"244","20yrs5ages",0.387753849526074,0.00120879452731584,0.0257507311828535,0.532052699489904,NA,NA,NA,NA,NA,NA,0.01,2.21288521448944,0.975020578529294,20,"hier",4,49
"245","25yrs4ages",0.576944292862526,0.0418176970056575,2.0161981577748e-10,0.0626715734569134,0,NA,NA,NA,NA,NA,0.01,2.45846982946825,0.999672231992413,25,"hier",5,49
"246","N_total",0.117471442865578,0.291014229245789,1.60068831252392e-97,1.72734147532588e-303,1.72734147532588e-303,1.72734147532588e-303,1.72734147532588e-303,1.72734147532588e-303,1.72734147532588e-303,1.72734147532588e-303,0.01,2.93157869225153,0.499999826518018,100,"TAindex",10,50
"247","5yrs20ages",1.76638867146012,0.505108859154754,NA,NA,NA,NA,NA,NA,NA,NA,0.046657800473056,1.47538411284369,0.993439143037568,5,"hier",2,50
"248","10yrs10ages",0.76907360333118,0.108431373845402,0.117357415296173,NA,NA,NA,NA,NA,NA,NA,0.01,2.11638250865086,0.975016706816146,10,"hier",3,50
"249","20yrs5ages",0.385730090491624,0.000950213168182259,0.0242080236786029,0.529856676180803,NA,NA,NA,NA,NA,NA,0.01,2.249945796924,0.97340913867162,20,"hier",4,50
"250","25yrs4ages",0.317811590491521,0.00470060825296413,0.0044704523759505,0.0643578201286165,8.20732390849064e-200,NA,NA,NA,NA,NA,0.01,3.08201914152973,0.999560585914192,25,"hier",5,50
"251","N_total",0.112993432884725,0.29261022790339,2.30363310093958e-63,2.30363310093958e-63,2.30363310093958e-63,2.30363310093958e-63,2.30363310093958e-63,2.30363310093958e-63,2.30363310093958e-63,2.30363310093958e-63,0.01,2.98011169593278,0.499999826518018,100,"TAindex",10,51
"252","5yrs20ages",1.73508171499056,0.456519060041024,NA,NA,NA,NA,NA,NA,NA,NA,0.0459657482392731,1.58721529145229,0.99323909856537,5,"hier",2,51
"253","10yrs10ages",0.722681958932413,0.106920160545718,0.114553797870161,NA,NA,NA,NA,NA,NA,NA,0.01,2.14173496944744,0.975383719174543,10,"hier",3,51
"254","20yrs5ages",0.381386342195746,0.00162880398609787,0.0272913721602487,0.580197914208374,NA,NA,NA,NA,NA,NA,0.01,2.09586671971951,0.975063808480054,20,"hier",4,51
"255","25yrs4ages",0.305880410528107,0.00500023497574686,0.00439152893662216,0.0639105952095275,7.30436039405768e-64,NA,NA,NA,NA,NA,0.01,3.06541202334839,0.999554844418997,25,"hier",5,51
"256","N_total",0.112256347882516,0.297510517444858,1.73958985858633e-151,1.73958985858633e-151,1.73958985858633e-151,1.73958985858633e-151,1.73958985858633e-151,1.73958985858633e-151,1.73958985858633e-151,1.73958985858633e-151,0.01,2.98246673469485,0.500000076493016,100,"TAindex",10,52
"257","5yrs20ages",1.75379209295462,0.457092047134517,NA,NA,NA,NA,NA,NA,NA,NA,0.0444480547668304,1.62633403724014,0.993416906023206,5,"hier",2,52
"258","10yrs10ages",0.740202698290865,0.10827546465066,0.115093614543897,NA,NA,NA,NA,NA,NA,NA,0.01,2.13167436406099,0.975468248135366,10,"hier",3,52
"259","20yrs5ages",0.372882446009707,0.00165404591635384,0.0267515181385272,0.611238888465404,NA,NA,NA,NA,NA,NA,0.01,2.04871310685984,0.973301944405477,20,"hier",4,52
"260","25yrs4ages",0.301747583903114,0.00434234492261484,0.00396108064123795,0.0640220129924486,6.44584853360741e-109,NA,NA,NA,NA,NA,0.01,3.04970738131106,0.999540178440574,25,"hier",5,52
"261","N_total",0.112693566392003,0.288142094771297,3.08338404685674e-57,2.40741236324407e-238,2.40741236324407e-238,2.40741236324407e-238,2.40741236324407e-238,2.40741236324407e-238,2.40741236324407e-238,2.40741236324407e-238,0.01,2.97311987014375,0.500000076493016,100,"TAindex",10,53
"262","5yrs20ages",1.67649319222713,0.419403384678136,NA,NA,NA,NA,NA,NA,NA,NA,0.047869371281273,1.59687903957181,0.993500013710127,5,"hier",2,53
"263","10yrs10ages",0.851085688347256,0.135273101299793,0.118015014428493,NA,NA,NA,NA,NA,NA,NA,0.01,1.90796176116658,0.976630015445561,10,"hier",3,53
"264","20yrs5ages",0.226110900563972,0.00384093483276863,0.0342966717048678,0.886566196267198,NA,NA,NA,NA,NA,NA,0.01,1.30103254801652,0.989677936241414,20,"hier",4,53
"265","25yrs4ages",0.560169930837946,0.218552858226386,0,0,3.78006275793983e-11,NA,NA,NA,NA,NA,0.01,3.143491981406,0.999815452550616,25,"hier",5,53
"266","N_total",0.113453370482448,0.294906108862947,9.80542730210157e-76,9.80542730210157e-76,9.80542730210157e-76,9.80542730210157e-76,9.80542730210157e-76,9.80542730210157e-76,9.80542730210157e-76,9.80542730210157e-76,0.01,2.9694582661604,0.500000076493016,100,"TAindex",10,54
"267","5yrs20ages",1.74233410163087,0.450437094529469,NA,NA,NA,NA,NA,NA,NA,NA,0.04567908453159,1.59574412811537,0.993565250217457,5,"hier",2,54
"268","10yrs10ages",0.747427430907611,0.108384435597257,0.115659738327316,NA,NA,NA,NA,NA,NA,NA,0.01,2.12709164852363,0.975352319432245,10,"hier",3,54
"269","20yrs5ages",0.377066409470071,0.00144683653791017,0.0260296585890103,0.584794901562645,NA,NA,NA,NA,NA,NA,0.01,2.10619403762468,0.973400970597113,20,"hier",4,54
"270","25yrs4ages",0.304309484266305,0.00432619703788747,0.00418493546563522,0.0639393097998524,5.92191018079867e-91,NA,NA,NA,NA,NA,0.01,3.07207150574449,0.999544719241075,25,"hier",5,54
"271","N_total",0.110559551764092,0.309286421115833,2.14865658522503e-108,2.14865658522503e-108,2.14865658522503e-108,2.14865658522503e-108,2.14865658522503e-108,2.14865658522503e-108,2.14865658522503e-108,2.14865658522503e-108,0.01,2.99359514994125,0.500000076493016,100,"TAindex",10,55
"272","5yrs20ages",1.74324030867677,0.419693641972237,NA,NA,NA,NA,NA,NA,NA,NA,0.0430439832096676,1.72196665897498,0.994247664967848,5,"hier",2,55
"273","10yrs10ages",0.919890812591916,0.127001169483557,0.123579069224126,NA,NA,NA,NA,NA,NA,NA,0.01,1.91373794785544,0.976159097365081,10,"hier",3,55
"274","20yrs5ages",0.171601988418606,0.00461140452744165,0.0313195173441197,0.937051984498388,NA,NA,NA,NA,NA,NA,0.01,1.27431400230885,0.988151802370104,20,"hier",4,55
"275","25yrs4ages",0.368356586846096,0.0056673559583985,0.00640712140795557,0.00706284832134921,0.0734685138263656,NA,NA,NA,NA,NA,0.01,2.34925933943599,0.999492989845598,25,"hier",5,55
