"","iter","mean_pairwisedist","sd_pairwisedist","mean_rho","sd_rho","sim"
"109","9",0.964090836297596,0.0219830975088292,0.525,0.0228045927242446,"II"
"110","10",0.992129094875608,0.00995828330477376,0.525,0.0098733386345888,"II"
"111","11",0.988153592327644,0.0112597430164987,0.525,0.0112877793255135,"II"
"112","12",0.958730594444248,0.0287168294358568,0.525,0.02940718416072,"II"
"113","13",0.986908788403902,0.0136070983587031,0.525,0.0135847926089612,"II"
"114","14",0.979990946228604,0.0180766004379779,0.525,0.0181701538471302,"II"
"115","15",0.988507165767287,0.0119491844846939,0.525,0.0119294507345807,"II"
"116","16",0.987349656755945,0.0131051096256441,0.525,0.013085477948609,"II"
"117","17",0.956477945828873,0.0328282507506526,0.525,0.0333919502308313,"II"
"118","18",0.896200976735549,0.0652913338627312,0.525,0.0675289043031844,"II"
"119","19",0.991275432947573,0.0106281639804036,0.525,0.0105495025816376,"II"
"120","20",0.98849880251748,0.0119909634540607,0.525,0.0119697656274739,"II"
"121","21",0.983995809777131,0.0144925901394016,0.525,0.0145657047277064,"II"
"122","22",0.988528640082808,0.0121205283000886,0.525,0.0120923966247122,"II"
"123","23",0.990510694345321,0.0107347550433963,0.525,0.0106817748056984,"II"
"124","24",0.925099934231713,0.0485308556792769,0.525,0.0500382594823215,"II"
"125","25",0.989150071822289,0.0117775628798212,0.525,0.0117375595972269,"II"
"126","26",0.915479977975895,0.0531680607325307,0.525,0.054989765283722,"II"
"127","27",0.937573980451508,0.0423938410386284,0.525,0.0435100655919679,"II"
"128","28",0.938699401667051,0.0413216154964371,0.525,0.0424393553209078,"II"
"129","29",0.987760371919996,0.0127708181053011,0.525,0.0127478227233263,"II"
"130","30",0.986260958872124,0.0141468559005107,0.525,0.0141293352256637,"II"
"131","31",0.932841104754019,0.0448818323046884,0.525,0.0461339835082013,"II"
"132","32",0.971738257605016,0.0236131279043376,0.525,0.0238460058604414,"II"
"133","33",0.98811970859299,0.0123779400265374,0.525,0.0123564051238823,"II"
"134","34",0.916544387047419,0.0518903286104486,0.525,0.0537363197560237,"II"
"135","35",0.989434598517886,0.0115911259841658,0.525,0.0115470297447362,"II"
"136","36",0.989345957838993,0.0114679850853552,0.525,0.0114328104740614,"II"
"137","37",0.936714529080488,0.0425137653109646,0.525,0.0436780127805705,"II"
"138","38",0.950516040275934,0.037199991138348,0.525,0.0378486371933713,"II"
"139","39",0.935084327246541,0.0753538803565369,0.525,0.0749141809201999,"II"
"140","40",0.88195924179663,0.118469669942427,0.525,0.118456907886701,"II"
"141","41",0.994977746465548,0.00621115939849799,0.525,0.00616232972740722,"II"
"142","42",0.988888461294746,0.0117115518653687,0.525,0.0116855488079145,"II"
"143","43",0.898994415167655,0.105923627691119,0.525,0.105710541828109,"II"
"144","44",0.984643618270316,0.014769434778919,0.525,0.014797527067662,"II"
"145","45",0.920582937316282,0.0499250314016561,0.525,0.05163929133355,"II"
"146","46",0.980296085834654,0.0166416115582132,0.525,0.0167942430842054,"II"
"147","47",0.950297143001696,0.0345983375994611,0.525,0.0354288721915821,"II"
"148","48",0.98737262436605,0.0133973177686889,0.525,0.0133639624504642,"II"
"149","49",0.988212080292223,0.0124064559057883,0.525,0.0123796504949525,"II"
"150","50",0.988971768410032,0.0115432883319108,0.525,0.0115209775559039,"II"
"151","51",0.990946605071458,0.0104495232539847,0.525,0.0103905828083481,"II"
"152","52",0.875940775182547,0.121835606262279,0.525,0.121944748748731,"II"
"153","53",0.985281586649077,0.0135839882638391,0.525,0.0136385051639124,"II"
"154","54",0.986276882902666,0.0142052737592962,0.525,0.014184469398873,"II"
"155","55",0.988731968650323,0.011878637165462,0.525,0.011852175071668,"II"
"156","56",0.98481212932168,0.0153498245529744,0.525,0.0153433564680723,"II"
"157","57",0.962121738611164,0.0287399058889606,0.525,0.0292201553904533,"II"
"158","58",0.990160332953782,0.0117040865677548,0.525,0.0116263028437686,"II"
"159","59",0.987047990218529,0.0133265515080762,0.525,0.0133104734426965,"II"
"160","60",0.953811921002763,0.0333776061541819,0.525,0.0340681414755109,"II"
"161","61",0.990261241528822,0.0110517911182855,0.525,0.0109960012250835,"II"
"162","62",0.990534737816779,0.0125302877533073,0.525,0.0124078165655039,"II"
"163","63",0.98585976576852,0.0147158353747513,0.525,0.0146909362421958,"II"
"164","64",0.962015457419494,0.0276515355768742,0.525,0.0282063801566722,"II"
"165","65",0.991222207075246,0.0110566851485384,0.525,0.0109637808082936,"II"
"166","66",0.988619766761272,0.0120849840583113,0.525,0.0120544558487082,"II"
"167","67",0.96983183878958,0.0252212467882141,0.525,0.025468997221917,"II"
"168","68",0.95218243419001,0.035954144059145,0.525,0.0365805215189086,"II"
"169","69",0.931012537710108,0.0420194501011353,0.525,0.043614799339271,"II"
"170","70",0.987665622646447,0.0129298815733503,0.525,0.0129040810098945,"II"
"171","71",0.986274638229737,0.0142181802875467,0.525,0.0141969064563173,"II"
"172","72",0.988676474890724,0.0119917320116478,0.525,0.0119627793009529,"II"
"173","73",0.920091495536253,0.0505610236127362,0.525,0.0522607673990581,"II"
"174","74",0.9016190138312,0.10138238691648,0.525,0.10125333485965,"II"
"175","75",0.91030379689289,0.0587941864178916,0.525,0.0605495500588226,"II"
"176","76",0.985095263600587,0.0154593220091183,0.525,0.0154353656987515,"II"
"177","77",0.988351712938946,0.0121528251695509,0.525,0.0121309839961225,"II"
"178","78",0.990289883304864,0.0125952271560205,0.525,0.0124789957387719,"II"
"179","79",0.986268755632946,0.0141552318375188,0.525,0.0141369952715499,"II"
"180","80",0.988556495733871,0.0121605491969725,0.525,0.0121294908966982,"II"
"181","81",0.988449454246382,0.0120090957732113,0.525,0.0119892669576548,"II"
"182","82",0.973737416643177,0.0222558699989359,0.525,0.0224552592057672,"II"
"183","83",0.98991195248985,0.0115286489394239,0.525,0.0114675994866764,"II"
"184","84",0.983345191340547,0.0159650922845205,0.525,0.0159980758087519,"II"
"185","85",0.985991948789414,0.0146319243629107,0.525,0.0146049099990209,"II"
"186","86",0.952240719058094,0.0362400196863889,0.525,0.0368453679982023,"II"
"187","87",0.98752924364731,0.0166935457683026,0.525,0.01652556341295,"II"
"188","88",0.987206301531657,0.013321347417343,0.525,0.0132985186805636,"II"
"189","89",0.987076479445573,0.0134169980541387,0.525,0.0133956718687492,"II"
"190","90",0.929989480409415,0.0465218762839952,0.525,0.0478462222689954,"II"
"191","91",0.989271537787999,0.0106281740254641,0.525,0.0106333696826884,"II"
"192","92",0.988158042215913,0.0123299953835273,0.525,0.0123088806300587,"II"
"193","93",0.985179475064157,0.0133953979785868,0.525,0.013464378732945,"II"
"194","94",0.99084068843506,0.0104122310343029,0.525,0.0103590296663115,"II"
"195","95",0.988033020302912,0.0125680843217764,0.525,0.0125420368357777,"II"
"196","96",0.945750941987629,0.0339105004716423,0.525,0.0350964249814648,"II"
"197","97",0.989407935686915,0.0115288033214757,0.525,0.0114884377359182,"II"
"198","98",0.994328082648614,0.00533387260695191,0.525,0.00535004422818825,"II"
"199","99",0.890492747915146,0.113032568093566,0.525,0.112880766426352,"II"
"200","100",0.989319163449632,0.0117297913505153,0.525,0.0116847108583221,"II"
"201","1",0.997792650008652,0.00221974592318379,0.525,0.0022193090318156,"III"
"202","2",0.958488605409082,0.0271035299343963,0.525,0.0279237132042991,"III"
"203","3",0.985892687692586,0.0110943209741932,0.525,0.0112498043692207,"III"
"204","4",0.998656414566167,0.00133422092349155,0.525,0.00133472505016442,"III"
"205","5",0.991642141189616,0.0085271826394901,0.525,0.00852002612884431,"III"
"206","6",0.999905696775962,9.0326260905641e-05,0.525,9.05164194354955e-05,"III"
"207","7",0.984796431043039,0.0107103833401717,0.525,0.0109558750651763,"III"
"208","8",0.995797062504,0.00424268493179878,0.525,0.00424112356482233,"III"
"209","9",0.999938621236772,7.13949425170912e-05,0.525,7.09733588683417e-05,"III"
"210","10",0.99665692855207,0.00333671418134438,0.525,0.00333719417486297,"III"
"211","11",0.985450251928218,0.0134993921189706,0.525,0.0135497921361141,"III"
"212","12",0.9998752690804,0.000142002960161356,0.525,0.0001412699622059,"III"
"213","13",0.991892819813132,0.00790669530897052,0.525,0.00791639134734495,"III"
"214","14",0.99609872420298,0.00380166703626422,0.525,0.00380647901870562,"III"
"215","15",0.972268384936701,0.0190539475418633,0.525,0.0195344464452082,"III"
"216","16",0.998750818600983,0.00133012536219442,0.525,0.00132662024679533,"III"
"217","17",0.999954651859979,4.51700473042853e-05,0.525,4.51807503589037e-05,"III"
"218","18",0.989217432274736,0.0108012001868121,0.525,0.0108009671065812,"III"
"219","19",0.989175424402474,0.00883804358656185,0.525,0.00893867084590858,"III"
"220","20",0.998478257428837,0.00152721548026804,0.525,0.00152705351754761,"III"
"221","21",0.999996053415882,4.59135589836686e-06,0.525,4.56421899773147e-06,"III"
"222","22",0.999987242863081,1.25736091094871e-05,0.525,1.25827461055385e-05,"III"
"223","23",0.999927731468446,7.91325079351417e-05,0.525,7.88372490072734e-05,"III"
"224","24",0.998990568325252,0.000714895821176161,0.525,0.000730942816100644,"III"
"225","25",0.998548453103764,0.00117949682637623,0.525,0.00119330970407933,"III"
"226","26",0.999967867027018,3.16462786286125e-05,0.525,3.16704204652752e-05,"III"
"227","27",0.998118648098198,0.00151677237125457,0.525,0.00153535490149982,"III"
"228","28",0.994654560414308,0.00531961368980245,0.525,0.00532109619470188,"III"
"229","29",0.98066392507626,0.0134637119651899,0.525,0.013786559962323,"III"
"230","30",0.999222696014166,0.000744078878931807,0.525,0.000745667386103158,"III"
"231","31",0.993712681368925,0.00616725296140345,0.525,0.0061731259212831,"III"
"232","32",0.970644071138555,0.0209954707356095,0.525,0.021448602417797,"III"
"233","33",0.994278593663974,0.00562571461319836,0.525,0.00563043069111388,"III"
"234","34",0.990237492135366,0.00942275538697066,0.525,0.00943903915589117,"III"
"235","35",0.998565391849704,0.0015173115859998,0.525,0.00151372782050892,"III"
"236","36",0.995418452692584,0.00457637947048166,0.525,0.00457687574018508,"III"
"237","37",0.998946888336296,0.00104575938877149,0.525,0.00104615509059794,"III"
"238","38",0.999650767628286,0.000363686609454608,0.525,0.000363061218828897,"III"
"239","39",0.996398171854104,0.0036077633609586,0.525,0.0036076986245026,"III"
"240","40",0.99186322650539,0.00790433364086279,0.525,0.00791552361981524,"III"
"241","41",0.969250027253675,0.0210132461580334,0.525,0.0215539676231402,"III"
"242","42",0.999643995006646,0.00028316323478856,0.525,0.000286900914677661,"III"
"243","43",0.999983237058173,1.71729638718556e-05,0.525,1.71554721204995e-05,"III"
"244","44",0.9999772227253,2.21341915045739e-05,0.525,2.2165160632298e-05,"III"
"245","45",0.999908451012998,8.00113578655281e-05,0.525,8.05775706765074e-05,"III"
"246","46",0.998967335181213,0.000831223650790507,0.525,0.000841499127950621,"III"
"247","47",0.986718740307284,0.0129821140814597,0.525,0.01299663409291,"III"
"248","48",0.992580444261649,0.00742798007611132,0.525,0.00742801951161867,"III"
"249","49",0.999228246696893,0.000779755985465465,0.525,0.000779437537145787,"III"
"250","50",0.99412585711594,0.0058017196942953,0.525,0.00580536982747937,"III"
"251","51",0.999811839797417,0.000156752300781559,0.525,0.000158327904008312,"III"
"252","52",0.999935758839191,5.78465608296196e-05,0.525,5.81565233240076e-05,"III"
"253","53",0.999999374248181,7.67809514339067e-07,0.525,7.61956428061889e-07,"III"
"254","54",0.99988553083771,0.00011979608299159,0.525,0.000119565341719509,"III"
"255","55",0.999974635286278,2.48706695915438e-05,0.525,2.48948109595557e-05,"III"
"256","56",0.994204712638142,0.00490242608399233,0.525,0.00494689499088827,"III"
"257","57",0.999425750643192,0.000493387367159432,0.525,0.000497385974658207,"III"
"258","58",0.99143574871265,0.00835712563709154,0.525,0.00836715101093084,"III"
"259","59",0.998458849754786,0.00176557134452617,0.525,0.00175606976519658,"III"
"260","60",0.999464419641542,0.000603514100331745,0.525,0.00060062012986329,"III"
"261","61",0.997617181867245,0.00243571231520875,0.525,0.00243346588332175,"III"
"262","62",0.995945421417586,0.0040884698213942,0.525,0.0040871645238712,"III"
"263","63",0.999848065337734,0.000150304901551185,0.525,0.000150388108304335,"III"
"264","64",0.993670544330889,0.00640928063200797,0.525,0.00640603003470342,"III"
"265","65",0.984525606886754,0.0111439142940872,0.525,0.0113777700450527,"III"
"266","66",0.999953238576439,4.6236148201003e-05,0.525,4.62628460885866e-05,"III"
"267","67",0.986279874728876,0.0115366697412301,0.525,0.0116457236486025,"III"
"268","68",0.98326077220985,0.0117017145850065,0.525,0.0119780796302627,"III"
"269","69",0.90315310547771,0.0689993646273907,0.525,0.0705117613488536,"III"
"270","70",0.998438286005553,0.00154695146238272,0.525,0.00154771530481848,"III"
"271","71",0.99159517985598,0.00806907671578709,0.525,0.00808513795553482,"III"
"272","72",0.985129396005169,0.0136128814056881,0.525,0.0136734820153957,"III"
"273","73",0.990546610565164,0.00919535627558948,0.525,0.00920779478562641,"III"
"274","74",0.999957738493288,4.21023641359256e-05,0.525,4.21120267911968e-05,"III"
"275","75",0.995784317031953,0.00407752844324576,0.525,0.00408415745463,"III"
"276","76",0.999655019983145,0.000420503718375343,0.525,0.000417383647709741,"III"
"277","77",0.999858316731993,0.000139168321232338,0.525,0.000139291831306073,"III"
"278","78",0.98253852255896,0.0169941258979186,0.525,0.0170166682704067,"III"
"279","79",0.992634566752826,0.00720918393923749,0.525,0.00721678776852545,"III"
"280","80",0.988849456406446,0.0106801596451107,0.525,0.0107026510075624,"III"
"281","81",0.999119352610849,0.000632328675395313,0.525,0.000645759389511225,"III"
"282","82",0.999930163151036,8.12655138349248e-05,0.525,8.07845528415131e-05,"III"
"283","83",0.985045346675973,0.0124092992916222,0.525,0.0125372300995794,"III"
"284","84",0.978729032151771,0.0194594003623738,0.525,0.0195467057850432,"III"
"285","85",0.998061181717823,0.00176910154279235,0.525,0.00177728806520422,"III"
"286","86",0.999998733015714,1.40668869835738e-06,0.525,1.40070610989662e-06,"III"
"287","87",0.993709451962863,0.00596933955453112,0.525,0.00598469061665488,"III"
"288","88",0.990291278986949,0.00978000535872972,0.525,0.00977732558622206,"III"
"289","89",0.999996626283271,3.31008626598117e-06,0.525,3.31320075710037e-06,"III"
"290","90",0.999944420766212,6.28809069295854e-05,0.525,6.25703134639517e-05,"III"
"291","91",0.99998221883541,1.77551030484695e-05,0.525,1.77573027093161e-05,"III"
"292","92",0.999950319112347,5.50038569481517e-05,0.525,5.47756940132823e-05,"III"
"293","93",0.996447764908709,0.00359032740875631,0.525,0.00358880499283444,"III"
"294","94",0.986063159819539,0.0133997853749089,0.525,0.0134254871758259,"III"
"295","95",0.992474339516886,0.00648534956250351,0.525,0.00653672300227358,"III"
"296","96",0.98449070704732,0.0119351767838684,0.525,0.0121216529823685,"III"
"297","97",0.990722494359941,0.00781031302992083,0.525,0.00788355195849359,"III"
"298","98",0.980129440229955,0.0126040630132521,0.525,0.0130243464513247,"III"
"299","99",0.99961095280695,0.000301086268674969,0.525,0.00030566238252134,"III"
"300","100",0.998950935189412,0.00106316596700177,0.525,0.0010625880617209,"III"
