"","model","R2","age","age_class","OOS_R2","OOS_rmse","rmse","ln_post","lnL_LOO","df","age class","rho","species"
"44","SB_mixedAge",0.997767772929599,"2",NA,0.318615248964519,0.555741409256561,0.0318086866775297,-5.24616551228532,13.7978953447421,22.1496090442891,"X2",NA,NA
"45","SB_mixedAge",0.889892821633064,"3",NA,0.673972216854357,0.269880098091213,0.15683802709847,4.18101514873937,20.4949787688264,10.7558565831686,"X3",NA,NA
"46","SB_mixedAge",0.97031729637186,"4",NA,0.777668147857244,0.244825251815063,0.0894555097507368,4.98667762115669,25.7750632948858,14.8397640567116,"X4",NA,NA
"47","SB_mixedAge",0.996363824616444,"5",NA,0.431235387462922,0.379739095515295,0.0303627734429977,2.58274296734885,20.4483438878906,21.8315012600566,"X5",NA,NA
"48","SB_mixedAge",0.980148887891043,"6",NA,0.623451989138696,0.441045983719745,0.101266573156432,-3.66312647163283,13.3047711606609,17.6723431717673,"X6",NA,NA
"49","SB_mixedAge",0.875217492235056,"7",NA,0.582827199384888,0.496643113265071,0.271620960052638,-7.46690601205415,5.91597838548242,11.1053125493226,"X7",NA,NA
"50","SB_mixedAge",0.705562649099585,"8",NA,0.327466581626365,0.664108665607038,0.439418829879776,-12.2709358382432,-2.3187591849294,8.58000285807934,"X8",NA,NA
"51","SB_mixedAge",0.990914569386793,"9",NA,0.561022898539755,0.547291243512491,0.0787354518770318,-10.6209497896022,5.14087042475494,20.9212802707739,"X9",NA,NA
"52","SB_mixedAge",0.822092132230426,"10",NA,0.364115926183067,0.722082282783807,0.381940130847341,-13.7605652120624,-4.56088506511783,12.0658225105468,"X10",NA,NA
"53","SB_mixedAge",0.976914453145848,"11",NA,0.757321827310284,0.461472463615768,0.142331332994309,-10.9337475815205,7.33317258952955,17.2850092924906,"X11",NA,NA
"54","SB_mixedAge",0.821572742168519,"12",NA,0.228092136123959,0.870888709052525,0.418707295329031,-16.2771774539693,-6.9321350387184,11.1688981236184,"X12",NA,NA
"55","SB_mixedAge",0.999414912801819,"13",NA,0.44151687654209,0.774704131077006,0.0250750116091488,1.24003374861739,17.1885039315825,17.2561685692068,"X13",NA,NA
"56","SB_mixedAge",0.237030101834215,"14",NA,-0.071060928035136,1.09517608469052,0.924337484261223,-21.1126136979831,-15.0556567948932,3.62664866235282,"X14",NA,NA
"57","KRFC_ageStruc",0.957,"all",NA,0.7968,0.7274,0.3345,-42.9608,-28.0313,52.831,"all",0.897591196276033,"Chinook Salmon"
"58","KRFC_Ntotal",0.9488,"all",NA,0.5922,0.3665,0.1299,-12.0852,1.0575,15.9329,"all",0.499999826518018,"Chinook Salmon"
"59","SB_ageStruc",0.8477,"all",NA,0.8083,0.761,0.6782,-84.0385,-64.993,41.5071,"all",0.972702130030542,"Striped Bass"
"60","SB_Ntotal",0.6606,"all",NA,0.6082,0.357,0.3323,22.716,35.4413,2.7926,"all",0.500000076493016,"Striped Bass"
